answer,predicted_answer,rouge1,rouge2,rougeL
fish,fish fillet,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
on top of,on the dish,0.3333333333333333,0.0,0.3333333333333333
green,green,1.0,0.0,1.0
drink,cold beverage,0.0,0.0,0.0
white,white with spots,0.5,0.0,0.5
reddish-orange,reddish orange,1.0,1.0,1.0
on top of,on surface,0.4,0.0,0.4
shiny,smooth shiny,0.6666666666666666,0.0,0.6666666666666666
flan,flan,1.0,0.0,1.0
white,white,1.0,0.0,1.0
caramel-colored,amber,0.0,0.0,0.0
chicken,poultry strips,0.0,0.0,0.0
drizzled,layered over everything,0.0,0.0,0.0
purple,purple,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
diced,diced chunks,0.6666666666666666,0.0,0.6666666666666666
pineapple,pineapple,1.0,0.0,1.0
moist,moist soft,0.6666666666666666,0.0,0.6666666666666666
throughout the dish,mixed evenly,0.0,0.0,0.0
glass,martini glass,0.6666666666666666,0.0,0.6666666666666666
filling,quite full,0.0,0.0,0.0
cranberries,grapes,0.0,0.0,0.0
grapes,halved grapes,0.6666666666666666,0.0,0.6666666666666666
to the brim,in glass,0.0,0.0,0.0
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
focaccia,focaccia loaf,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
wooden,wood,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
toasted,browned,0.0,0.0,0.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
down from,the bread,0.0,0.0,0.0
brown,"tan, light",0.0,0.0,0.0
pretzel,snack mix,0.0,0.0,0.0
brown,tan,0.0,0.0,0.0
dessert,brownie squares,0.0,0.0,0.0
rectangular,squares,0.0,0.0,0.0
brown,light yellow,0.0,0.0,0.0
almonds,sliced almonds,0.6666666666666666,0.0,0.6666666666666666
scattered,on top,0.0,0.0,0.0
white,ivory,0.0,0.0,0.0
casserole,white baking dish,0.0,0.0,0.0
scattered,randomly sprinkled,0.0,0.0,0.0
reddish-brown,brown reddish,1.0,0.0,0.5
on top,in the dish,0.0,0.0,0.0
black,dark,0.0,0.0,0.0
yellow,yellowish cream,0.0,0.0,0.0
scattered,unevenly placed,0.0,0.0,0.0
tomatoes,sliced tomatoes,0.6666666666666666,0.0,0.6666666666666666
in a black pan,top of omelette,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
broccoli,broccoli,1.0,0.0,1.0
light,pale yellow,0.0,0.0,0.0
cheddar,cheddar,1.0,0.0,1.0
brown,brownish,0.0,0.0,0.0
clustered,clustered together,0.6666666666666666,0.0,0.6666666666666666
plate,decorated plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
on the left,left of food,0.3333333333333333,0.0,0.3333333333333333
golden-brown,yellowish brown,0.5,0.0,0.5
fritter,latkes,0.0,0.0,0.0
crispy,crisp and golden,0.0,0.0,0.0
white,ivory,0.0,0.0,0.0
chocolate,chocolate,1.0,0.0,1.0
stack,stacked on plate,0.5,0.0,0.5
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a plate,1.0,1.0,1.0
swirled,swirls or roses,0.5,0.0,0.5
pink,pink,1.0,0.0,1.0
cupcake,cake with icing,0.0,0.0,0.0
cherry,berries,0.0,0.0,0.0
on top of,on dessert,0.4,0.0,0.4
bowls,small bowls,0.6666666666666666,0.0,0.6666666666666666
coats,covers it,0.0,0.0,0.0
cake,cake,1.0,0.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on the plate,on plate,0.8,0.0,0.8
blue,light blue,0.6666666666666666,0.0,0.6666666666666666
fries,loaded potatoes,0.0,0.0,0.0
orange,golden yellow,0.0,0.0,0.0
on top of,on fries,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
casserole,mac and cheese,0.0,0.0,0.0
white,white,1.0,0.0,1.0
fries,pizza strips,0.0,0.0,0.0
golden-brown,redish orange,0.0,0.0,0.0
orange,reddish orange,0.6666666666666666,0.0,0.6666666666666666
on top of,on pastries,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
potato,potatoes,1.0,0.0,1.0
reddish-brown,reddish brown,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0
yellow,orange,0.0,0.0,0.0
fries,sweet potato fries,0.5,0.0,0.5
charred,slightly burnt,0.0,0.0,0.0
in the center,on dish,0.0,0.0,0.0
blue,navy,0.0,0.0,0.0
white,ivory,0.0,0.0,0.0
fudge,fudge squares,0.6666666666666666,0.0,0.6666666666666666
red,red,1.0,0.0,1.0
walnuts,almonds,0.0,0.0,0.0
brown,beige,0.0,0.0,0.0
fudge,fudge,1.0,0.0,1.0
on the left,on paper,0.4,0.0,0.4
sheen,shine,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
red,red yellow,0.6666666666666666,0.0,0.6666666666666666
atop the galette,on edge,0.0,0.0,0.0
green,emerald,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
pastry,cake,0.0,0.0,0.0
white,light shade,0.0,0.0,0.0
sprinkled,herringbone pattern,0.0,0.0,0.0
strawberry,strawberry,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
blueberries,blueberries,1.0,0.0,1.0
towards the top,on dessert,0.0,0.0,0.0
tan,off white,0.0,0.0,0.0
garlic,roasted bulb,0.0,0.0,0.0
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
silver,silver,1.0,0.0,1.0
green,green,1.0,0.0,1.0
dessert,jello salad,0.0,0.0,0.0
gelatin,creamy and lumpy,0.0,0.0,0.0
creamy,unappetizing appearance,0.0,0.0,0.0
golden-brown,brownish tan,0.0,0.0,0.0
bowl,a plate,0.0,0.0,0.0
sliced,sliced atop grains,0.5,0.0,0.5
green,white green,0.6666666666666666,0.0,0.6666666666666666
on top of,atop the mound,0.0,0.0,0.0
ginger,peppers maybe,0.0,0.0,0.0
chicken,poultry,0.0,0.0,0.0
white,off white,0.6666666666666666,0.0,0.6666666666666666
on a plate,on dish,0.4,0.0,0.4
red,is crimson,0.0,0.0,0.0
translucent,pale yellow,0.0,0.0,0.0
jar,glass jar,0.6666666666666666,0.0,0.6666666666666666
amber,pale yellow,0.0,0.0,0.0
in the center,on wood surface,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
gingerbread,puff pastries,0.0,0.0,0.0
chocolate,brown squares,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
brown,tan,0.0,0.0,0.0
yes,yes it is,0.5,0.0,0.5
white,white,1.0,0.0,1.0
flower,floral design,0.0,0.0,0.0
green,green red,0.6666666666666666,0.0,0.6666666666666666
on top,top left,0.5,0.0,0.5
gingerbread cookies,gingersnap,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on a plate,on plate,0.8,0.0,0.8
beige,ivory,0.0,0.0,0.0
cookies,iced cookies,0.6666666666666666,0.0,0.6666666666666666
stacked,stacked atop each,0.5,0.0,0.5
on top of,on tops,0.8,0.6666666666666666,0.8
white,ivory,0.0,0.0,0.0
yellow,creamy yellow,0.6666666666666666,0.0,0.6666666666666666
bacon,bacon strips,0.6666666666666666,0.0,0.6666666666666666
on top,on liquid,0.5,0.0,0.5
gnocchi,gnocchi,1.0,0.0,1.0
shrimp,cooked shrimp,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
brownish-red,brown,0.0,0.0,0.0
gnocchi,gnocchi,1.0,0.0,1.0
green,greens,1.0,0.0,1.0
on a plate,in plate,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
pasta,spiral pasta,0.6666666666666666,0.0,0.6666666666666666
red,reddish brown,0.0,0.0,0.0
on top of,top of aliment,0.6666666666666666,0.5,0.6666666666666666
green,emerald,0.0,0.0,0.0
orange-brown,orange,0.6666666666666666,0.0,0.6666666666666666
macaroni,elbow macaroni,0.6666666666666666,0.0,0.6666666666666666
scattered,randomly arranged,0.0,0.0,0.0
red,red,1.0,0.0,1.0
at the top,right side,0.0,0.0,0.0
scattered,scattered throughout,0.6666666666666666,0.0,0.6666666666666666
beef,ground beef,0.6666666666666666,0.0,0.6666666666666666
yellow,yellowish,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
lemon,citrus fruit,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
watermelon,grapefruit,0.0,0.0,0.0
mint,leaves,0.0,0.0,0.0
brown,tan,0.0,0.0,0.0
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
scattered,scattered evenly,0.6666666666666666,0.0,0.6666666666666666
in the mixture,in image,0.4,0.0,0.4
yellow,ivory,0.0,0.0,0.0
potatoes,potatoes,1.0,0.0,1.0
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
in a baking dish,in dish,0.6666666666666666,0.0,0.6666666666666666
yellow,blue,0.0,0.0,0.0
dish,blue dish,0.6666666666666666,0.0,0.6666666666666666
white,ivory hue,0.0,0.0,0.0
yellow,yellowish white,0.0,0.0,0.0
in the lower center,foreground,0.0,0.0,0.0
diced,small cubes,0.0,0.0,0.0
shrimp,prawns,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
broth,broth,1.0,0.0,1.0
on the left,inside pot,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
lemon,yellow,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left side,on the side,0.8571428571428571,0.4,0.8571428571428571
scattered,randomly scattered around,0.5,0.0,0.5
brown,brown,1.0,0.0,1.0
chicken,poultry pieces,0.0,0.0,0.0
sausage,sausage,1.0,0.0,1.0
beige,light brown,0.0,0.0,0.0
gyros,pita sandwiches,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on the left side,large plate,0.0,0.0,0.0
green,green,1.0,0.0,1.0
crispy,bumpy grainy fine,0.0,0.0,0.0
halibut,cod fillet,0.0,0.0,0.0
white,yellowish or whitish,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on top,on fish,0.5,0.0,0.5
beige,light yellow,0.0,0.0,0.0
Halibut,white flaky,0.0,0.0,0.0
green,verdant,0.0,0.0,0.0
on the right,a surface,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
halloumi,halloumi,1.0,0.0,1.0
gray,gray,1.0,0.0,1.0
on the left,on the left,1.0,1.0,1.0
yellow,light tone,0.0,0.0,0.0
apricot,orange,0.0,0.0,0.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
bowl,bowl of sauce,0.5,0.0,0.5
in the upper right,upper right,0.6666666666666666,0.5,0.6666666666666666
pink,pinkish orange,0.0,0.0,0.0
ham,ham,1.0,0.0,1.0
pink,light reddish,0.0,0.0,0.0
sandwich,sandwich,1.0,0.0,1.0
green,yellowish green,0.6666666666666666,0.0,0.6666666666666666
on a plate,white surface,0.0,0.0,0.0
green,dark greenish,0.0,0.0,0.0
pink,reddish,0.0,0.0,0.0
ham,ham,1.0,0.0,1.0
caramelized,dark brown,0.0,0.0,0.0
layered on,top of greenery,0.0,0.0,0.0
lettuce,greenery,0.0,0.0,0.0
potato,sweet potato,0.6666666666666666,0.0,0.6666666666666666
orange,orange brown,0.6666666666666666,0.0,0.6666666666666666
throughout,on food,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brownish,yellow brown,0.0,0.0,0.0
plate,white plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellowish white,0.0,0.0,0.0
sprinkled on top,on topping,0.8,0.6666666666666666,0.8
white,ivory,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
potato,butternut squash,0.0,0.0,0.0
fried,sunny side up,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
bacon,bacon piece,0.6666666666666666,0.0,0.6666666666666666
hash browns,potato cakes,0.0,0.0,0.0
golden-brown,tan,0.0,0.0,0.0
yes,yes some do,0.5,0.0,0.5
on a plate,on plate,0.8,0.0,0.8
golden-brown,golden brown,1.0,1.0,1.0
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
chives,chopped chives,0.6666666666666666,0.0,0.6666666666666666
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
chicken,is not visible,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the upper right,top right,0.3333333333333333,0.0,0.3333333333333333
golden-brown,gold,0.0,0.0,0.0
hen,roasted chicken,0.0,0.0,0.0
brown,black brown,0.6666666666666666,0.0,0.6666666666666666
at the top left,on plate,0.0,0.0,0.0
salad,salad,1.0,0.0,1.0
green-white,pale light,0.0,0.0,0.0
over the salad leaves,on leaves,0.3333333333333333,0.0,0.3333333333333333
tomatoes,"greens, tomatoes",0.6666666666666666,0.0,0.6666666666666666
edamame,edamame legumes,0.6666666666666666,0.0,0.6666666666666666
hummus,ceramic material,0.0,0.0,0.0
black,dark,0.0,0.0,0.0
on top of,top of dip,0.6666666666666666,0.5,0.6666666666666666
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
hummus,garbanzo paste,0.0,0.0,0.0
submerged,on top,0.0,0.0,0.0
crackers,baked squares,0.0,0.0,0.0
on the right,on edge,0.4,0.0,0.4
bowl,dish,0.0,0.0,0.0
brownish-green,yellowish brown,0.0,0.0,0.0
towards the top left,on plate,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
hummus,hummus dip,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
tomatoes,red wedges,0.0,0.0,0.0
spices,some spice,0.6666666666666666,0.0,0.6666666666666666
yellow-beige,beige,0.6666666666666666,0.0,0.6666666666666666
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
carrots,orange veggies,0.0,0.0,0.0
on the plate,next to bowl,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0
jars,glass vessels,0.0,0.0,0.0
in the center,close together,0.0,0.0,0.0
orange,yellowish orange,0.6666666666666666,0.0,0.6666666666666666
jars,clear bottles,0.0,0.0,0.0
glass,metals,0.0,0.0,0.0
in the center,surface,0.0,0.0,0.0
pinkish-white,light pink,0.0,0.0,0.0
in the center,inside jar,0.0,0.0,0.0
bottom half,inside jar,0.0,0.0,0.0
orange,yellowish orange,0.6666666666666666,0.0,0.6666666666666666
vibrant,orange yellow,0.0,0.0,0.0
glass,clear vessels,0.0,0.0,0.0
papaya,pineapple,0.0,0.0,0.0
fresh,orange slices,0.0,0.0,0.0
on a white cloth,on cloth,0.6666666666666666,0.0,0.6666666666666666
dark brown,dark brown,1.0,1.0,1.0
cubes,square tiles,0.0,0.0,0.0
beige,light beige,0.6666666666666666,0.0,0.6666666666666666
scattered,randomly within liquid,0.0,0.0,0.0
black,dark brown,0.0,0.0,0.0
dark,dark brown,0.6666666666666666,0.0,0.6666666666666666
stacked,stacked together,0.6666666666666666,0.0,0.6666666666666666
dish,white dish,0.6666666666666666,0.0,0.6666666666666666
in the center,center,0.5,0.0,0.5
brown,brown,1.0,0.0,1.0
beef jerky,beef jerky,1.0,1.0,1.0
scattered,in a pile,0.0,0.0,0.0
reddish-brown,brown shades,0.5,0.0,0.5
around the edges,top left,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,beef jerky,1.0,1.0,1.0
overlapping,in piles,0.0,0.0,0.0
dark brown,brown,0.6666666666666666,0.0,0.6666666666666666
located inside,inside container,0.5,0.0,0.5
jar,glass container,0.0,0.0,0.0
sitting,sitting there,0.6666666666666666,0.0,0.6666666666666666
wooden,wood,0.0,0.0,0.0
yellow-tan,light brown,0.0,0.0,0.0
plate,on plate,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
glazed,shiny texture,0.0,0.0,0.0
Sloppy Joe,sloppy joe,1.0,1.0,1.0
reddish-brown,reddish brown,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
on the bottom,below filling,0.0,0.0,0.0
golden-brown,beige,0.0,0.0,0.0
chicken,poultry,0.0,0.0,0.0
orange,light orange,0.6666666666666666,0.0,0.6666666666666666
on top,on bread,0.5,0.0,0.5
chips,potato chips,0.6666666666666666,0.0,0.6666666666666666
golden-brown,light brown,0.5,0.0,0.5
bun,top roll,0.0,0.0,0.0
gray,gray,1.0,0.0,1.0
on a plate,the plate,0.4,0.0,0.4
tan,light brown,0.0,0.0,0.0
bun,yes it is,0.0,0.0,0.0
red,dark reddish,0.0,0.0,0.0
on top,on the bun,0.4,0.0,0.4
diced,yes,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
juice,milk beverage,0.0,0.0,0.0
on the table,in beverages,0.0,0.0,0.0
glass,a cup,0.0,0.0,0.0
in a glass,in containers,0.4,0.0,0.4
vibrant,light brown,0.0,0.0,0.0
glass,stemware,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
watermelon,melon,0.0,0.0,0.0
pink,reddish,0.0,0.0,0.0
blueberries,blueberries,1.0,0.0,1.0
green surface,green,0.6666666666666666,0.0,0.6666666666666666
4th of July,fourth of july,0.6666666666666666,0.5,0.6666666666666666
golden-brown,light yellow,0.0,0.0,0.0
dispersed,mixed evenly,0.0,0.0,0.0
kale,kale,1.0,0.0,1.0
bowl,white dish,0.0,0.0,0.0
green,verdant,0.0,0.0,0.0
chips,chips,1.0,0.0,1.0
bowl,a container,0.0,0.0,0.0
on a wooden surface,on the wood,0.28571428571428575,0.0,0.28571428571428575
brownish,brownish,1.0,0.0,1.0
dark green,emerald,0.0,0.0,0.0
kale,kale,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on top of,inside food,0.0,0.0,0.0
colorful,delicious looking,0.0,0.0,0.0
kebabs,grilled skewers,0.0,0.0,0.0
red,reddish brown,0.0,0.0,0.0
on a plate,white surface,0.0,0.0,0.0
pineapple,pineapple,1.0,0.0,1.0
white,ivory,0.0,0.0,0.0
kohlrabi,rutabaga,0.0,0.0,0.0
arranged,stacked together,0.0,0.0,0.0
brown,dark brownish,0.0,0.0,0.0
on a plate,on platter,0.4,0.0,0.4
yellow,gray,0.0,0.0,0.0
noodles,noodles,1.0,0.0,1.0
yellow,yellowish brown,0.0,0.0,0.0
on the top,on pasta,0.4,0.0,0.4
golden-yellow,yellowish brown,0.0,0.0,0.0
baking,being cooked,0.0,0.0,0.0
sprinkling,paprika powder,0.0,0.0,0.0
noodles,egg noodles,0.6666666666666666,0.0,0.6666666666666666
brown,brown and black,0.5,0.0,0.5
brown,brown,1.0,0.0,1.0
lamb,roast lamb,0.6666666666666666,0.0,0.6666666666666666
in the center,in pan,0.4,0.0,0.4
reddish-brown,reddish hue,0.5,0.0,0.5
stew,bowl,0.0,0.0,0.0
fills,fills areas,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
throughout the stew,inside bowl,0.0,0.0,0.0
white,white,1.0,0.0,1.0
lamb,shank lamb,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
scattered around,on plate,0.0,0.0,0.0
lamb,lamb shoulder,0.6666666666666666,0.0,0.6666666666666666
gradient,burnt texture,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
onions,cooked alliums,0.0,0.0,0.0
cooked,cooked down,0.6666666666666666,0.0,0.6666666666666666
orange,terracotta,0.0,0.0,0.0
lasagna,baked pasta,0.0,0.0,0.0
creamy,smooth creamy,0.6666666666666666,0.0,0.6666666666666666
white,ivory,0.0,0.0,0.0
on the surface,on topping,0.4,0.0,0.4
golden-brown,golden brown,1.0,1.0,1.0
lasagna,lasagna,1.0,0.0,1.0
black,black,1.0,0.0,1.0
on a black stovetop,on stove,0.3333333333333333,0.0,0.3333333333333333
green,light yellowish green,0.5,0.0,0.5
green,green,1.0,0.0,1.0
lasagna,salad style meal,0.0,0.0,0.0
red,red,1.0,0.0,1.0
yellow,yellowish,0.0,0.0,0.0
on top of,top greens,0.4,0.0,0.4
banana,mango,0.0,0.0,0.0
yellow,light yellowish,0.0,0.0,0.0
on the left,in beverage,0.0,0.0,0.0
green,verdant,0.0,0.0,0.0
clear,transparent,0.0,0.0,0.0
yellow,yellowish brown,0.0,0.0,0.0
into the lassi,into glass,0.4,0.0,0.4
green,verdant,0.0,0.0,0.0
transparent,transparent,1.0,0.0,1.0
white,ivory,0.0,0.0,0.0
tan,beige,0.0,0.0,0.0
on a plate,on plate,0.8,0.0,0.8
white,light shade,0.0,0.0,0.0
tan,tan,1.0,0.0,1.0
on top of,on cream,0.4,0.0,0.4
strawberry,strawberry,1.0,0.0,1.0
white,ivory,0.0,0.0,0.0
latte,latte with cream,0.5,0.0,0.5
shaved chocolate,spice powder,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
on top of,on top,0.8,0.6666666666666666,0.8
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
in the center,on crust,0.0,0.0,0.0
pie,citrus cake,0.0,0.0,0.0
triangular,triangular wedge,0.6666666666666666,0.0,0.6666666666666666
on the top,on dessert,0.4,0.0,0.4
lemon,lemon,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
spoon,spoon,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
jars,glass vessels,0.0,0.0,0.0
lemon curd,lemon curd,1.0,1.0,1.0
on the tray,inside jars or surface,0.0,0.0,0.0
tan,beige,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
on a sheet,foil surface,0.0,0.0,0.0
pink,red,0.0,0.0,0.0
strawberry,strawberry and lemon,0.5,0.0,0.5
yellow,yellow,1.0,0.0,1.0
on the rim,on rim,0.8,0.0,0.8
Lemonade,iced tea,0.0,0.0,0.0
Lemonade,beverage and ice,0.0,0.0,0.0
yellow,yellowish brown,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
lentils,lentil stew,0.6666666666666666,0.0,0.6666666666666666
visible,yes they are,0.0,0.0,0.0
light brown,reddish brown,0.5,0.0,0.5
dispersed,in dish,0.0,0.0,0.0
yellowish-orange,yellowish orange,1.0,1.0,1.0
lentils,lentil puree,0.6666666666666666,0.0,0.6666666666666666
dispersed,evenly spread,0.0,0.0,0.0
green,verdant,0.0,0.0,0.0
dispersed,center portion,0.0,0.0,0.0
red,red,1.0,0.0,1.0
green,green,1.0,0.0,1.0
orange-brown,tan,0.0,0.0,0.0
on the left,left,0.5,0.0,0.5
to the right,at the top,0.3333333333333333,0.0,0.3333333333333333
grain,couscous rice blend,0.0,0.0,0.0
translucent,pale yellow,0.0,0.0,0.0
glass,clear material,0.0,0.0,0.0
whitish-yellow,clear,0.0,0.0,0.0
on the rim,beverage rim,0.4,0.0,0.4
lime,citrus slice,0.0,0.0,0.0
yellow,light beige,0.0,0.0,0.0
linguine,linguine,1.0,0.0,1.0
green,verdant,0.0,0.0,0.0
scattered,scattered over pasta,0.5,0.0,0.5
beige,light yellow,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
green,verdant,0.0,0.0,0.0
on top of,on noodles,0.4,0.0,0.4
white,cream,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
on a plate,the plate,0.4,0.0,0.4
blueberries,blueberry,1.0,0.0,1.0
wooden,wood,0.0,0.0,0.0
cheese,cheese bread,0.6666666666666666,0.0,0.6666666666666666
