answer,predicted_answer,bleu_score
plate,plate,1.0
yellow,yellow,1.0
on the left,to the left,0.21177974141341938
golden-brown,golden-brown,1.0
fritter,burrito,0.0
crispy,crispy,1.0
white,white,1.0
chocolate,spicy,0.0
stack,mix,0.0
brown,brown,1.0
on a plate,on a plate,0.5757197301274735
swirled,swirled,1.0
pink,white,0.0
cupcake,flan,0.0
cherry,rhubarb,0.0
on top of,on top of,0.5757197301274735
bowls,jars,0.0
coats,covers,0.0
cake,flan,0.0
brown,white,0.0
on the plate,on a plate,0.08621454270909737
blue,white,0.0
fries,oatmeal,0.0
orange,yellow,0.0
on top of,on top,0.13427896671164932
yellow,golden-yellow,0.0
casserole,salad,0.0
white,white,1.0
fries,mushrooms,0.0
golden-brown,red,0.0
orange,red,0.0
on top of,on top,0.13427896671164932
yellow,yellow,1.0
potato,zucchini,0.0
reddish-brown,brown,0.0
on a plate,plate,0.1353352832366127
yellow,orange,0.0
fries,chips,0.0
charred,browned,0.0
in the center,in the center,0.5757197301274735
blue,white,0.0
white,brown,0.0
fudge,chips,0.0
red,red,1.0
walnuts,pecans,0.0
brown,brown,1.0
fudge,cake,0.0
on the left,in the center,0.07249749990681824
sheen,has,0.0
golden-brown,golden-brown,1.0
red,red,1.0
atop the galette,on top of,0.0
green,green,1.0
golden-brown,white,0.0
pastry,vegetables,0.0
white,white,1.0
sprinkled,scattered,0.0
strawberry,cranberries,0.0
golden-brown,golden-brown,1.0
blueberries,blueberries,1.0
towards the top,on top,0.04096772609215166
tan,yellow,0.0
garlic,tofu,0.0
yellow,yellow,1.0
silver,silver,1.0
green,yellow,0.0
dessert,salad,0.0
gelatin,creamy,0.0
creamy,homemade,0.0
golden-brown,golden-brown,1.0
bowl,bowl,1.0
sliced,arranged,0.0
green,green,1.0
on top of,on top of,0.5757197301274735
ginger,garlic,0.0
chicken,chicken,1.0
white,white,1.0
on a plate,on a plate,0.5757197301274735
red,red,1.0
translucent,dark,0.0
jar,jar,1.0
amber,amber,1.0
in the center,in the center,0.5757197301274735
yellow,golden-brown,0.0
gingerbread,treats,0.0
chocolate,sprinkled,0.0
beige,white,0.0
brown,brown,1.0
yes,square,0.0
white,white,1.0
flower,rectangular,0.0
green,white,0.0
on top,located,0.0
gingerbread cookies,pizzelles,0.0
brown,brown,1.0
on a plate,on a wooden surface,0.16821895003341453
beige,is,0.0
cookies,muffins,0.0
stacked,stacked,1.0
on top of,on top,0.13427896671164932
white,white,1.0
yellow,white,0.0
bacon,bacon,1.0
on top,on top,0.2213885886251307
gnocchi,spaghetti,0.0
shrimp,shrimp,1.0
green,green,1.0
brownish-red,brown,0.0
gnocchi,pierogi,0.0
green,green,1.0
on a plate,on the plate,0.08621454270909737
yellow,yellow,1.0
pasta,meat,0.0
red,red,1.0
on top of,on top,0.13427896671164932
green,green,1.0
orange-brown,yellow,0.0
macaroni,macaroni,1.0
scattered,scattered,1.0
red,red,1.0
at the top,on top,0.04096772609215166
scattered,distributed,0.0
beef,chicken,0.0
yellow,yellow,1.0
orange,orange,1.0
yellow,yellow,1.0
lemon,watermelon,0.0
glass,glass,1.0
watermelon,watermelon,1.0
mint,on top,0.0
brown,brown,1.0
granola,chips,0.0
red,red,1.0
brown,brown,1.0
granola,vegetables,0.0
red,red,1.0
scattered,scattered,1.0
in the mixture,scattered,0.0
yellow,creamy,0.0
potatoes,tofu,0.0
yellow,yellow,1.0
in a baking dish,on a plate,0.05194672862155564
yellow,white,0.0
dish,bowl,0.0
white,green,0.0
yellow,reddish-brown,0.0
in the lower center,in the center,0.16793545727180179
diced,large,0.0
shrimp,shrimp,1.0
orange,orange,1.0
broth,milk,0.0
on the left,on a plate,0.07249749990681824
bowl,dish,0.0
lemon,yellow,0.0
yellow,yellow,1.0
on the left side,on the rim,0.15174681566793558
scattered,scattered,1.0
brown,red,0.0
chicken,bacon,0.0
sausage,bacon,0.0
beige,yellow,0.0
gyros,chips,0.0
brown,brown,1.0
on the left side,in the center,0.05194672862155564
green,green,1.0
crispy,flaky,0.0
halibut,walleye,0.0
white,white,1.0
green,green,1.0
on top,located,0.0
beige,golden-brown,0.0
halibut,halibut,1.0
green,green,1.0
on the right,plate,0.0
golden-brown,golden-brown,1.0
halloumi,feta,0.0
gray,white,0.0
on the left,on the rim,0.21177974141341938
yellow,yellow,1.0
apricot,cranberries,0.0
reddish-brown,brown,0.0
bowl,potatoes,0.0
in the upper right,in the center,0.15174681566793558
pink,pink,1.0
ham,chicken,0.0
pink,pink,1.0
sandwich,toast,0.0
green,green,1.0
on a plate,on a plate,0.5757197301274735
green,browned,0.0
pink,pink,1.0
ham,chicken,0.0
caramelized,browned,0.0
layered on,on top of,0.07249749990681824
lettuce,on top of,0.0
potato,tomato,0.0
orange,orange,1.0
throughout,on top,0.0
yellow,yellow,1.0
brownish,yellow,0.0
plate,plate,1.0
yellow,yellow,1.0
sprinkled on top,on top,0.13427896671164932
white,white,1.0
orange,orange,1.0
potato,mushrooms,0.0
fried,scrambled,0.0
on top of,on a plate,0.07249749990681824
bacon,sauce,0.0
hash browns,pancakes,0.0
golden-brown,yellow,0.0
yes,overlapping,0.0
on a plate,on a plate,0.5757197301274735
golden-brown,golden-brown,1.0
plate,plate,1.0
orange,blue,0.0
chives,sprinkled,0.0
brown,golden-brown,0.0
chicken,chicken,1.0
yellow,brown,0.0
in the upper right,in the center,0.15174681566793558
golden-brown,golden-brown,1.0
hen,pheasant,0.0
brown,brown,1.0
at the top left,in the center,0.05194672862155564
salad,soup,0.0
green-white,multicolored,0.0
over the salad leaves,on top of,0.0
tomatoes,zucchini,0.0
edamame,beans,0.0
hummus,rice,0.0
black,white,0.0
on top of,on top of,0.5757197301274735
yellow,light,0.0
hummus,hummus,1.0
submerged,on top of,0.0
crackers,mushrooms,0.0
on the right,in the center,0.07249749990681824
bowl,bowl,1.0
brownish-green,beige,0.0
towards the top left,in the center,0.05194672862155564
beige,beige,1.0
hummus,hummus,1.0
yellow,yellow,1.0
tomatoes,salad,0.0
spices,dusted,0.0
yellow-beige,beige,0.0
bowl,bowl,1.0
orange,orange,1.0
carrots,with,0.0
on the plate,on a plate,0.08621454270909737
reddish-brown,red,0.0
jars,jars,1.0
in the center,in the center,0.5757197301274735
orange,red,0.0
jars,jars,1.0
glass,glass,1.0
in the center,in the center,0.5757197301274735
pinkish-white,white,0.0
in the center,in the center,0.5757197301274735
bottom half,of the image,0.0
orange,red,0.0
vibrant,vibrant,1.0
glass,jars,0.0
papaya,apple,0.0
fresh,fresh,1.0
on a white cloth,on a wooden surface,0.16821895003341453
dark brown,brown,0.36787944117144233
cubes,square,0.0
beige,orange,0.0
scattered,scattered,1.0
black,reddish-brown,0.0
dark,reddish-brown,0.0
stacked,distributed,0.0
dish,bowl,0.0
in the center,in the center,0.5757197301274735
brown,brown,1.0
beef jerky,chips,0.0
scattered,scattered,1.0
reddish-brown,brown,0.0
around the edges,on top,0.0
brown,brown,1.0
beef jerky,chips,0.0
overlapping,stacked,0.0
dark brown,brown,0.36787944117144233
located inside,on the plate,0.0
jar,jar,1.0
sitting,sitting,1.0
wooden,wooden,1.0
yellow-tan,yellow,0.0
plate,on a plate,0.07249749990681824
white,white,1.0
glazed,textured,0.0
sloppy joe,sandwich,0.0
reddish-brown,brown,0.0
yellow,yellow,1.0
on the bottom,located,0.0
golden-brown,yellow,0.0
chicken,sausage,0.0
orange,brown,0.0
on top,on top of,0.21177974141341938
chips,mushrooms,0.0
golden-brown,yellow,0.0
bun,covering,0.0
gray,white,0.0
on a plate,spilling onto,0.0
tan,yellow,0.0
bun,plate,0.0
red,red,1.0
on top,on top,0.2213885886251307
diced,diced,1.0
beige,yellow,0.0
juice,margarita,0.0
on the table,on top,0.04096772609215166
glass,bowl,0.0
in a glass,located in,0.04096772609215166
vibrant,vibrant,1.0
glass,glass,1.0
yellow,yellow,1.0
watermelon,watermelon,1.0
pink,red,0.0
blueberries,rhubarb,0.0
green surface,white,0.0
4th of july,halloween,0.0
golden-brown,reddish-brown,0.0
dispersed,scattered,0.0
kale,kale,1.0
bowl,soup,0.0
green,green,1.0
chips,chips,1.0
bowl,plate,0.0
on a wooden surface,on a wooden surface,1.0
brownish,browned,0.0
dark green,green,0.36787944117144233
kale,kale,1.0
red,red,1.0
on top of,submerged,0.0
colorful,rich,0.0
kebabs,salad,0.0
red,brown,0.0
on a plate,on a plate,0.5757197301274735
pineapple,cranberries,0.0
white,white,1.0
kohlrabi,zucchini,0.0
arranged,arranged,1.0
brown,brown,1.0
on a plate,on a plate,0.5757197301274735
yellow,white,0.0
noodles,fruit,0.0
yellow,yellow,1.0
on the top,on top,0.04871911135426937
golden-yellow,yellow,0.0
baking,baking,1.0
sprinkling,sprinkled,0.0
noodles,garlic,0.0
brown,brown,1.0
brown,brown,1.0
lamb,chicken,0.0
in the center,on top of,0.0
reddish-brown,reddish-brown,1.0
stew,baking,0.0
fills,fills,1.0
white,bowl,0.0
throughout the stew,scattered throughout,0.04096772609215166
white,white,1.0
lamb,chicken,0.0
brown,brown,1.0
scattered around,scattered throughout,0.06754436142034707
lamb,chicken,0.0
gradient,homemade,0.0
brown,red,0.0
onions,vegetables,0.0
cooked,sliced,0.0
orange,white,0.0
lasagna,salad,0.0
creamy,creamy,1.0
white,red,0.0
on the surface,on top,0.04096772609215166
golden-brown,yellow,0.0
lasagna,salad,0.0
black,black,1.0
on a black stovetop,on a plate,0.15174681566793558
green,yellow,0.0
green,green,1.0
lasagna,salad,0.0
red,red,1.0
yellow,orange,0.0
on top of,resting on,0.04096772609215166
banana,watermelon,0.0
yellow,red,0.0
on the left,in the glass,0.07249749990681824
green,green,1.0
clear,clear,1.0
yellow,yellow,1.0
into the lassi,into the milkshake,0.21177974141341938
green,green,1.0
transparent,clear,0.0
white,white,1.0
tan,yellow,0.0
on a plate,on a wooden surface,0.16821895003341453
white,white,1.0
tan,brown,0.0
on top of,on top,0.13427896671164932
strawberry,bananas,0.0
white,white,1.0
latte,smoothie,0.0
shaved chocolate,has,0.0
brown,brown,1.0
on top of,on top,0.13427896671164932
yellow,yellow,1.0
in the center,sits on,0.0
pie,cake,0.0
triangular,square,0.0
on the top,on top,0.04871911135426937
lemon,peaches,0.0
yellow,yellow,1.0
spoon,spoon,1.0
yellow,yellow,1.0
jars,jars,1.0
lemon curd,relish,0.0
on the tray,spoon,0.0
tan,brown,0.0
cookies,chips,0.0
on a sheet,on a plate,0.21177974141341938
pink,red,0.0
strawberry,watermelon,0.0
yellow,yellow,1.0
on the rim,on the rim,0.5757197301274735
lemonade,lemonade,1.0
lemonade,filled,0.0
yellow,yellow,1.0
brown,brown,1.0
brown,brown,1.0
lentils,mushrooms,0.0
visible,visible,1.0
light brown,translucent,0.0
dispersed,in the center,0.0
yellowish-orange,brown,0.0
lentils,rice,0.0
dispersed,scattered,0.0
green,green,1.0
dispersed,in the center,0.0
red,red,1.0
green,green,1.0
orange-brown,green,0.0
on the left,on top,0.04096772609215166
to the right,to the left,0.21177974141341938
grain,filling,0.0
translucent,green,0.0
glass,glass,1.0
whitish-yellow,green,0.0
on the rim,on the rim,0.5757197301274735
lime,lemon,0.0
yellow,yellow,1.0
linguine,ravioli,0.0
green,green,1.0
scattered,scattered,1.0
beige,yellow,0.0
pasta,pasta,1.0
brown,brown,1.0
green,green,1.0
on top of,on top,0.13427896671164932
white,white,1.0
golden-brown,brown,0.0
on a plate,on a plate,0.5757197301274735
blueberries,rhubarb,0.0
wooden,wooden,1.0
cheese,vegetables,0.0
yellow,white,0.0
on the left,to the left,0.21177974141341938
yes,vegan,0.0
white,white,1.0
in the center,in the center,0.5757197301274735
golden,golden-brown,0.0
overlapping,overlapping,1.0
reddish-brown,yellow,0.0
reddish-brown,red,0.0
on the right side,located,0.0
bowl,bowl,1.0
yellow,yellow,1.0
covering,covering,1.0
vibrant,colorful,0.0
skillet,skillet,1.0
browned,reddish-brown,0.0
yellow,yellow,1.0
on top of,on top,0.13427896671164932
green,green,1.0
in the center,on the plate,0.07249749990681824
macaroni,macaroni,1.0
yellow,yellow,1.0
on the top,on top,0.04871911135426937
yellow,yellow,1.0
macaroni,ravioli,0.0
clustered,mixed,0.0
on the left side,on the right side,0.18616487055295167
ginger,spicy,0.0
mahi mahi,walleye,0.0
brown,orange,0.0
in the bottom center,in the center,0.16793545727180179
golden-brown,yellow,0.0
mahi mahi,walleye,0.0
yellow,yellow,1.0
beans,zucchini,0.0
white,golden-brown,0.0
reddish-brown,brown,0.0
green,green,1.0
orange,white,0.0
spinach,zucchini,0.0
melted,melted,1.0
sticky,creamy,0.0
yellow,yellow,1.0
arranged,scattered,0.0
on top of,on top,0.13427896671164932
pink,yellow,0.0
cadillac,punch,0.0
white,white,1.0
on the surface,on the rim,0.21177974141341938
green,green,1.0
yellowish-green,yellow,0.0
margaritas,smoothie,0.0
silver,white,0.0
yellow-green,yellow,0.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
from the top,on top of,0.07249749990681824
margaritas,margarita,0.0
blue,white,0.0
on the plate,on a plate,0.08621454270909737
green,green,1.0
red,yellow,0.0
blackberries,lemon,0.0
on the wooden surface,on top,0.02484818193359921
green,green,1.0
marinade,surrounds,0.0
surrounding,in the center,0.0
chicken,chicken,1.0
glossy,glossy,1.0
in the background,next to,0.0
viscous,thick,0.0
marinade,dipping,0.0
in the bowl,is contained,0.0
in the center,in the center,0.5757197301274735
lemon,bananas,0.0
reddish-brown,reddish-brown,1.0
coats,covers,0.0
skewers,are,0.0
white,white,1.0
reddish-brown,brown,0.0
chicken,chicken,1.0
on the upper chicken,in the center,0.05194672862155564
amber,vibrant,0.0
marmalade,margarita,0.0
amber,red,0.0
glass,glass jar,0.06754436142034707
orange,red,0.0
amber,red,0.0
marmalade,relish,0.0
striped,checkered,0.0
to its left,to the left of,0.07258113984652705
brown,white,0.0
coated,chocolate,0.0
three,scoops,0.0
on the left,located,0.0
coconut,sugar,0.0
marshmallows,toffee,0.0
light pink,white,0.0
on a small plate,on top,0.02484818193359921
bottom,on the left,0.0
vibrant,vibrant,1.0
watermelon,lime,0.0
pink,red,0.0
on the top,on the rim,0.21177974141341938
green,green,1.0
red,yellow,0.0
stemmed,glasses,0.0
brown,white,0.0
on top of,on the rim,0.07249749990681824
reddish-purple,yellow,0.0
martini,smoothie,0.0
red,red,1.0
with two bright red cherries,sliced,0.0
agave,clear,0.0
pistachio,almond,0.0
green,green,1.0
cylindrical,rectangular,0.0
rectangular bar,rectangular,0.36787944117144233
on the left side,on the left side,1.0
white,white,1.0
orange,orange,1.0
carrots,zucchini,0.0
in a bowl,in a brown bowl,0.18616487055295167
crispy,crispy,1.0
chicken,chicken,1.0
white,white,1.0
yellow,yellow,1.0
on a plate,on a plate,0.5757197301274735
mayo,chutney,0.0
smooth,creamy,0.0
gray,black,0.0
in the upper left corner,on top of,0.0
bowl,bowl,1.0
orange,red,0.0
basil,cilantro,0.0
on a light-colored surface,on a wooden surface,0.18616487055295167
light green,yellow,0.0
fills,fills,1.0
bowl,container,0.0
leaves,salad,0.0
to the right of,to the left,0.15174681566793558
yellow,yellow,1.0
meatballs,chicken,0.0
on top,on top of,0.21177974141341938
green,green,1.0
orange-brown,brown,0.0
tomato sauce,pesto,0.0
covers,coats,0.0
green,green,1.0
sweet,spicy,0.0
meatballs,soup,0.0
brownish-red,brown,0.0
in the center,on a plate,0.0
bowl,bowl,1.0
creamy,creamy,1.0
meatballs,chicken,0.0
orange,red,0.0
underneath,behind,0.0
green,green,1.0
brown,brown,1.0
salad,mushrooms,0.0
sliced,sliced,1.0
is in,in the center,0.07249749990681824
golden,golden-brown,0.0
meatloaf,salad,0.0
light-brown,brown,0.0
reddish-brown,red,0.0
towards the right side,on top of,0.0
dark,brown,0.0
meatloaf,meatloaf,1.0
white,white,1.0
with sprigs,bacon,0.0
bright,green,0.0
broccoli,zucchini,0.0
red,pink,0.0
browned,browned,1.0
across the image,throughout the bowl,0.07249749990681824
yellow,orange,0.0
smoothie,smoothie,1.0
glass,glass,1.0
white,orange,0.0
near to,on top of,0.0
clear,clear,1.0
pitcher,glass jar,0.0
beige,is,0.0
in the center-left,sitting,0.0
pink,white,0.0
milkshakes,margarita,0.0
topped,on top,0.0
red,red,1.0
on each milkshake,on top of,0.07249749990681824
chocolate,chocolate,1.0
brown,yellow,0.0
on top,on top,0.2213885886251307
clear,clear,1.0
pitcher,jar,0.0
yellow,yellow,1.0
on a wooden board,on a wooden surface,0.43146827293898643
yellowish,reddish-brown,0.0
tofu,bacon,0.0
scattered across,scattered,0.36787944117144233
blue,blue,1.0
reddish-brown,brown,0.0
jar,container,0.0
viscous,creamy,0.0
on the top,on top of,0.08621454270909737
tomatoes,lettuce,0.0
bowl,bowl,1.0
mixed,mixed,1.0
brown,brown,1.0
orange,golden-brown,0.0
in a clear glass bowl,on a plate,0.03722145753922423
brown,brown,1.0
bowl,bowl,1.0
candies,candies,1.0
golden-brown,brown,0.0
blue,red,0.0
wooden,wooden,1.0
pretzels,mushrooms,0.0
orange,white,0.0
on the left,on the left,0.5757197301274735
beige,yellow,0.0
brown,golden-brown,0.0
towards the bottom,in the center,0.07249749990681824
brown,brown,1.0
jar,bowl,0.0
filled,filled,1.0
white,brown,0.0
to the left of,in the center,0.05194672862155564
brown,brown,1.0
foamy,creamy,0.0
with whipped cream,sprinkled,0.0
scattered,on top,0.0
yellow-green,green,0.0
mojito,margarita,0.0
green,green,1.0
by the pitcher,served,0.0
fresh,colorful,0.0
green,red,0.0
mojito,margarita,0.0
yellow,green,0.0
strawberry,rhubarb,0.0
transparent,clear,0.0
mousse,cake,0.0
brown,brown,1.0
creamy,creamy,1.0
on a silver tray,on a plate,0.15174681566793558
golden-yellow,brown,0.0
muffins,muffins,1.0
obscuring,covering,0.0
blue,white,0.0
beverage,margarita,0.0
fill,float,0.0
white,white,1.0
on top of,on top of,0.5757197301274735
copper,copper,1.0
mug,mug,1.0
green,green,1.0
yellow,yellow,1.0
on the wooden surface,on the rim,0.15174681566793558
brown,brown,1.0
mushrooms,chips,0.0
glossy,creamy,0.0
green,green,1.0
in a pile,stacked,0.0
yellow,yellow,1.0
eggs,mushrooms,0.0
mushroom,mushrooms,0.0
brown,brown,1.0
chicken,chicken,1.0
brown,white,0.0
on the right,in the center,0.07249749990681824
herbs,herbs,1.0
creamy,charred,0.0
mushrooms,fish,0.0
black,silver,0.0
from the pan,in a pan,0.07249749990681824
brown,brown,1.0
yellow,brown,0.0
enoki mushrooms,mushrooms,0.36787944117144233
tangled,appear,0.0
strands,sliced,0.0
immersed,submerged,0.0
mussels,mussels,1.0
orange-red,reddish-brown,0.0
brownish-red,reddish-brown,0.0
on the left,in the center,0.07249749990681824
yellow-orange,yellow,0.0
pouring,spilling,0.0
jar,jar,1.0
wooden,wooden,1.0
above the jar,on a spoon,0.0
glass,glass,1.0
wooden,wooden surface,0.06754436142034707
mustard,mustard,1.0
to the right,to the left,0.21177974141341938
dijon,jalapenos,0.0
tan,yellow,0.0
lined up,arranged,0.0
jars,jars,1.0
creamy,creamy,1.0
nachos,pancakes,0.0
light-orange,yellow,0.0
on top of,on top,0.13427896671164932
bowl,bowl,1.0
potato,rice,0.0
white,white,1.0
golden-brown,golden-brown,1.0
cheese,cheese,1.0
on a plate,on a plate,0.5757197301274735
chocolate,drizzled,0.0
nachos,rice,0.0
brown,yellow,0.0
white,white,1.0
on top of,in the center,0.0
smooth,creamy,0.0
glass,mug,0.0
pink,pink,1.0
refresher,smoothie,0.0
soup,salad,0.0
green,green,1.0
chicken,chicken,1.0
on the lower-right,on the rim,0.21177974141341938
light blue,white,0.0
bowl,dish,0.0
fill,fill,1.0
yellow,yellow,1.0
in the center,in the center,0.5757197301274735
crunchy,crispy,0.0
nuggets,burrito,0.0
white,white,1.0
on the right side,in the center,0.05194672862155564
red,red,1.0
corn nuts,pecans,0.0
brown,brown,1.0
on the napkin,in the center,0.07249749990681824
golden-brown,golden-brown,1.0
oatmeal,pie,0.0
filling,filling,1.0
white,white,1.0
on a white surface,on a plate,0.15174681566793558
beige,brown,0.0
fill,fill,1.0
blueberries,blueberries,1.0
red,red,1.0
on top,on top of,0.21177974141341938
black,blue,0.0
rice,tofu,0.0
green,green,1.0
okra,zucchini,0.0
in a black cooking pot,skillet,0.0
beige,white,0.0
chicken,chicken,1.0
green,green,1.0
on top,on top,0.2213885886251307
tomatoes,cranberries,0.0
golden,green,0.0
olives,chips,0.0
cut,cut,1.0
on the bottom,on top,0.04096772609215166
green,green,1.0
wooden,wooden,1.0
bread,pita bread,0.06754436142034707
black,green,0.0
golden-brown,brown,0.0
on a wooden cutting board,on a plate,0.10873134470594509
visible,visible,1.0
olives,pickles,0.0
glass,glass,1.0
white,white,1.0
yellow,yellow,1.0
spilling out of,covering,0.0
bacon,sausage,0.0
mixed,roasted,0.0
located on the left side,on top,0.015071184180845467
omelette,polenta,0.0
scattered,scattered,1.0
red,red,1.0
caramelized,brown,0.0
melted,melted,1.0
onions,mushrooms,0.0
brown,white,0.0
cheese,cheese,1.0
towards the bottom,on the left,0.07249749990681824
reddish-brown,red,0.0
nestled,folded,0.0
orange,white,0.0
to the left of,behind,0.0
orange,orange,1.0
plate,plate,1.0
vibrant,bright,0.0
thick,creamy,0.0
drink,drink,1.0
garnished,garnish,0.0
green,green,1.0
at the bottom,on the left,0.07249749990681824
pink,purple,0.0
oreo,contains,0.0
sprinkled,sprinkled,1.0
on top surface,scattered across,0.0
circular,round,0.0
crust,pie crust,0.06754436142034707
star-shaped,white,0.0
oysters,mussels,0.0
green,green,1.0
on a star-shaped plate,on a plate,0.16793545727180179
white,white,1.0
oysters,mussels,0.0
yellow,yellow,1.0
reddish-brown,reddish-brown,1.0
white,white,1.0
yellow,white,0.0
scattered,scattered,1.0
shrimp,shrimp,1.0
in a bowl,in the center,0.07249749990681824
chicken,sausage,0.0
scattered,scattered,1.0
orange-brown,brown,0.0
shrimp,shrimp,1.0
green,green,1.0
pancake,chips,0.0
white,white,1.0
golden brown,brown,0.36787944117144233
on the left side,on the left,0.41252121275142684
salty,sweet,0.0
pancakes,chips,0.0
cooking,frying,0.0
yellow,brown,0.0
golden yellow,yellow,0.36787944117144233
paneer,tofu,0.0
reddish-brown,brown,0.0
on top,on top,0.2213885886251307
vibrant,vibrant,1.0
green,yellow,0.0
bowl,bowl,1.0
blue,white,0.0
scattered,scattered,1.0
on top,on top,0.2213885886251307
cranberry,rhubarb,0.0
glass,bowl,0.0
red,yellow,0.0
on a table,on a wooden surface,0.16821895003341453
white,white,1.0
parfaits,cake,0.0
red,red,1.0
on top,on top,0.2213885886251307
orange,rhubarb,0.0
yellow,yellow,1.0
fills,fills,1.0
vegetable,soup,0.0
white,pink,0.0
in the center,in the center,0.5757197301274735
round,rectangular,0.0
parsnips,zucchini,0.0
beige,yellow,0.0
smooth,creamy,0.0
chicken,chicken,1.0
reddish-orange,red,0.0
pasta,macaroni,0.0
scattered amidst,in the center,0.0
diced,diced,1.0
orange,yellow,0.0
pasta,pasta,1.0
melted,melted,1.0
brownish-tan,yellow,0.0
beige,yellow,0.0
pasta,ravioli,0.0
shrimp,shrimp,1.0
green,green,1.0
over the shrimp,in the center,0.07249749990681824
scattered,scattered,1.0
pasta,rice,0.0
yellow,yellow,1.0
on top,on top,0.2213885886251307
dish,polenta,0.0
red,red,1.0
scattered,distributed,0.0
eggplant,zucchini,0.0
golden-yellow,golden-brown,0.0
bowls,on top of,0.0
with a brown wooden handle,silver,0.0
white,white,1.0
yellow,yellow,1.0
blueberries,rhubarb,0.0
nestled among,on top of,0.0
pavlova,ice cream,0.0
greenish-yellow,yellow,0.0
soup,salad,0.0
white,bowl,0.0
submerged,submerged,1.0
peas,soup,0.0
bowl,are,0.0
italian,italian,1.0
on the right side,in the center,0.05194672862155564
vibrant,vibrant,1.0
holding,held,0.0
white,black,0.0
in the center,in the center,0.5757197301274735
yellow-orange,yellow,0.0
glasses,bowl,0.0
wooden,wooden,1.0
on the rim,on the rim,0.5757197301274735
reddish-yellow,red,0.0
margaritas,margarita,0.0
served,served,1.0
bright,vibrant,0.0
glasses,glasses,1.0
in the center,in the center,0.5757197301274735
tea,drink,0.0
drinking,drinking,1.0
