answer,predicted_answer,bleu_score
clustered,arranged,0.0
plate,plate,1.0
yellow,yellow,1.0
on the left,on the left,0.5757197301274735
golden-brown,golden-brown,1.0
fritter,fritters,0.0
crispy,crispy,1.0
white,white,1.0
chocolate,chocolate,1.0
stack,scattered,0.0
brown,brown,1.0
on a plate,on a plate,0.5757197301274735
swirled,round,0.0
pink,pink,1.0
cupcake,cupcakes,0.0
cherry,blueberry,0.0
on top of,on top of,0.5757197301274735
bowls,bowls,1.0
coats,covers,0.0
cake,cake,1.0
brown,brown,1.0
on the plate,on a plate,0.08621454270909737
blue,blue,1.0
fries,casserole,0.0
orange,yellow,0.0
on top of,on top,0.13427896671164932
yellow,yellow,1.0
casserole,casserole,1.0
white,white,1.0
fries,fish,0.0
golden-brown,red,0.0
orange,orange,1.0
on top of,on top,0.13427896671164932
yellow,golden-brown,0.0
potato,potatoes,0.0
reddish-brown,golden-brown,0.0
on a plate,on a plate,0.5757197301274735
yellow,orange,0.0
fries,fries,1.0
charred,browned,0.0
in the center,in the center,0.5757197301274735
blue,blue,1.0
white,creamy,0.0
fudge,cake,0.0
red,red,1.0
walnuts,pecans,0.0
brown,brown,1.0
fudge,fudge,1.0
on the left,in the center,0.07249749990681824
sheen,glossy,0.0
golden-brown,golden-brown,1.0
red,red,1.0
atop the galette,on top,0.0
green,green,1.0
golden-brown,golden-brown,1.0
pastry,bread,0.0
white,white,1.0
sprinkled,scattered,0.0
strawberry,strawberries,0.0
golden-brown,golden-brown,1.0
blueberries,blueberries,1.0
towards the top,on top of,0.07249749990681824
tan,golden,0.0
garlic,garlic,1.0
yellow,orange,0.0
silver,silver,1.0
green,green,1.0
dessert,salad,0.0
gelatin,creamy,0.0
creamy,vibrant,0.0
golden-brown,golden-brown,1.0
bowl,bowl,1.0
sliced,mixed,0.0
green,green,1.0
on top of,on top of,0.5757197301274735
ginger,garlic,0.0
chicken,tofu,0.0
white,white,1.0
on a plate,on a plate,0.5757197301274735
red,red,1.0
translucent,translucent,1.0
jar,jar,1.0
amber,yellow,0.0
in the center,in the center,0.5757197301274735
yellow,golden-brown,0.0
gingerbread,crackers,0.0
chocolate,sprinkled,0.0
beige,white,0.0
brown,brown,1.0
yes,visible,0.0
white,white,1.0
flower,rectangular,0.0
green,green,1.0
on top,on the left,0.07249749990681824
gingerbread cookies,cookies,0.36787944117144233
brown,brown,1.0
on a plate,on the plate,0.08621454270909737
beige,creamy,0.0
cookies,cookies,1.0
stacked,stacked,1.0
on top of,on top,0.13427896671164932
white,white,1.0
yellow,yellow,1.0
bacon,bacon,1.0
on top,on top of,0.21177974141341938
gnocchi,pasta,0.0
shrimp,shrimp,1.0
green,green,1.0
brownish-red,brown,0.0
gnocchi,dumplings,0.0
green,green,1.0
on a plate,on a plate,0.5757197301274735
yellow,brown,0.0
pasta,pasta,1.0
red,red,1.0
on top of,on top of,0.5757197301274735
green,green,1.0
orange-brown,orange,0.0
macaroni,pasta,0.0
scattered,scattered,1.0
red,red,1.0
at the top,on the left,0.07249749990681824
scattered,scattered,1.0
beef,beef,1.0
yellow,yellow,1.0
orange,orange,1.0
yellow,yellow,1.0
lemon,lemon,1.0
glass,glass,1.0
watermelon,watermelon,1.0
mint,garnish,0.0
brown,brown,1.0
granola,oatmeal,0.0
red,red,1.0
brown,brown,1.0
granola,oatmeal,0.0
red,red,1.0
scattered,scattered,1.0
in the mixture,in the center,0.21177974141341938
yellow,creamy,0.0
potatoes,potatoes,1.0
yellow,yellow,1.0
in a baking dish,on top of,0.0
yellow,blue,0.0
dish,bowl,0.0
white,white,1.0
yellow,creamy,0.0
in the lower center,in the center,0.16793545727180179
diced,large,0.0
shrimp,shrimp,1.0
orange,orange,1.0
broth,sauce,0.0
on the left,submerged,0.0
bowl,bowl,1.0
lemon,yellow,0.0
yellow,yellow,1.0
on the left side,on top of,0.05194672862155564
scattered,scattered,1.0
brown,red,0.0
chicken,chicken,1.0
sausage,beef,0.0
beige,tan,0.0
gyros,quesadillas,0.0
brown,brown,1.0
on the left side,in the center,0.05194672862155564
green,green,1.0
crispy,crispy,1.0
halibut,salmon,0.0
white,white,1.0
green,green,1.0
on top,on top of,0.21177974141341938
beige,golden-brown,0.0
Halibut,halibut,0.0
green,green,1.0
on the right,plate,0.0
golden-brown,golden-brown,1.0
halloumi,cheese,0.0
gray,gray,1.0
on the left,on the left,0.5757197301274735
yellow,yellow,1.0
apricot,apple,0.0
reddish-brown,reddish-brown,1.0
bowl,sauce,0.0
in the upper right,on the plate,0.05194672862155564
pink,pink,1.0
ham,brisket,0.0
pink,pink,1.0
sandwich,sandwich,1.0
green,green,1.0
on a plate,on a plate,0.5757197301274735
green,green,1.0
pink,pink,1.0
ham,ham,1.0
caramelized,browned,0.0
layered on,on top of,0.07249749990681824
lettuce,salad,0.0
potato,potatoes,0.0
orange,orange,1.0
throughout,on top,0.0
yellow,yellow,1.0
brownish,brown,0.0
plate,plate,1.0
yellow,yellow,1.0
sprinkled on top,on top of,0.21177974141341938
white,white,1.0
orange,orange,1.0
potato,potatoes,0.0
fried,fried,1.0
on top of,on top of,0.5757197301274735
bacon,bacon,1.0
hash browns,pancakes,0.0
golden-brown,golden-brown,1.0
yes,overlapping,0.0
on a plate,on top of,0.07249749990681824
golden-brown,golden-brown,1.0
plate,plate,1.0
orange,orange,1.0
chives,sprinkled,0.0
brown,brown,1.0
chicken,beef,0.0
yellow,yellow,1.0
in the upper right,in the center,0.15174681566793558
golden-brown,brown,0.0
hen,hens,0.0
brown,brown,1.0
at the top left,in the center,0.05194672862155564
salad,salad,1.0
green-white,colorful,0.0
over the salad leaves,on top,0.0
tomatoes,cabbage,0.0
edamame,beans,0.0
hummus,rice,0.0
black,green,0.0
on top of,on top of,0.5757197301274735
yellow,yellow,1.0
hummus,hummus,1.0
submerged,on top of,0.0
crackers,fries,0.0
on the right,on top of,0.07249749990681824
bowl,bowl,1.0
brownish-green,yellow,0.0
towards the top left,in the center,0.05194672862155564
beige,white,0.0
hummus,eggs,0.0
yellow,yellow,1.0
tomatoes,tomatoes,1.0
spices,sprinkled,0.0
yellow-beige,yellow,0.0
bowl,bowl,1.0
orange,orange,1.0
carrots,carrots,1.0
on the plate,on a plate,0.08621454270909737
reddish-brown,reddish-brown,1.0
jars,jars,1.0
in the center,in the center,0.5757197301274735
orange,orange,1.0
jars,jars,1.0
glass,glass,1.0
in the center,on the left,0.07249749990681824
pinkish-white,white,0.0
in the center,in the center,0.5757197301274735
bottom half,jar,0.0
orange,orange,1.0
vibrant,vibrant,1.0
glass,jars,0.0
papaya,peach,0.0
fresh,fresh,1.0
on a white cloth,on a wooden surface,0.16821895003341453
dark brown,brown,0.36787944117144233
cubes,triangular,0.0
beige,brown,0.0
scattered,scattered,1.0
black,brown,0.0
dark,reddish-brown,0.0
stacked,arranged,0.0
dish,bowl,0.0
in the center,in the center,0.5757197301274735
brown,brown,1.0
beef jerky,meat,0.0
scattered,scattered,1.0
reddish-brown,white,0.0
around the edges,on the left,0.07249749990681824
brown,brown,1.0
beef jerky,meat,0.0
overlapping,stacked,0.0
dark brown,brown,0.36787944117144233
located inside,jar,0.0
jar,jar,1.0
sitting,filling,0.0
wooden,wooden,1.0
yellow-tan,yellow,0.0
plate,on a plate,0.07249749990681824
white,white,1.0
glazed,textured,0.0
Sloppy Joe,sandwich,0.0
reddish-brown,reddish-brown,1.0
yellow,yellow,1.0
on the bottom,located,0.0
golden-brown,tan,0.0
chicken,chicken,1.0
orange,brown,0.0
on top,on top of,0.21177974141341938
chips,chips,1.0
golden-brown,brown,0.0
bun,covering,0.0
gray,white,0.0
on a plate,on top,0.04096772609215166
tan,tan,1.0
bun,sandwich,0.0
red,red,1.0
on top,on top,0.2213885886251307
diced,orange,0.0
beige,beige,1.0
juice,smoothie,0.0
on the table,in the center,0.07249749990681824
glass,glass,1.0
in a glass,located,0.0
vibrant,vibrant,1.0
glass,glass,1.0
yellow,yellow,1.0
watermelon,blueberries,0.0
pink,orange,0.0
blueberries,blueberries,1.0
green surface,green,0.36787944117144233
4th of July,Christmas,0.0
golden-brown,reddish-brown,0.0
dispersed,scattered,0.0
kale,spinach,0.0
bowl,bowl,1.0
green,green,1.0
chips,salad,0.0
bowl,bowl,1.0
on a wooden surface,on a wooden surface,1.0
brownish,green,0.0
dark green,green,0.36787944117144233
kale,spinach,0.0
red,red,1.0
on top of,in the center,0.0
colorful,colorful,1.0
kebabs,vegetables,0.0
red,brown,0.0
on a plate,on a plate,0.5757197301274735
pineapple,pineapple,1.0
white,white,1.0
kohlrabi,potatoes,0.0
arranged,arranged,1.0
brown,brown,1.0
on a plate,on a plate,0.5757197301274735
yellow,gray,0.0
noodles,pasta,0.0
yellow,yellow,1.0
on the top,across the top,0.21177974141341938
golden-yellow,golden-brown,0.0
baking,baking,1.0
sprinkling,sprinkled,0.0
noodles,cheese,0.0
brown,brown,1.0
brown,brown,1.0
lamb,turkey,0.0
in the center,pot,0.0
reddish-brown,reddish-brown,1.0
stew,soup,0.0
fills,fills,1.0
white,white,1.0
throughout the stew,in the center,0.07249749990681824
white,white,1.0
lamb,chicken,0.0
brown,brown,1.0
scattered around,on top of,0.0
lamb,beef,0.0
gradient,caramelized,0.0
brown,brown,1.0
onions,meat,0.0
cooked,cooked,1.0
orange,red,0.0
lasagna,soup,0.0
creamy,creamy,1.0
white,white,1.0
on the surface,on top,0.04096772609215166
golden-brown,orange,0.0
lasagna,lasagna,1.0
black,black,1.0
on a black stovetop,on a baking sheet,0.16821895003341453
green,yellow,0.0
green,green,1.0
lasagna,salad,0.0
red,red,1.0
yellow,orange,0.0
on top of,on a plate,0.07249749990681824
banana,lemon,0.0
yellow,yellow,1.0
on the left,on top of,0.07249749990681824
green,green,1.0
clear,clear,1.0
yellow,brown,0.0
into the lassi,inserted,0.0
green,green,1.0
transparent,clear,0.0
white,white,1.0
tan,brown,0.0
on a plate,on a plate,0.5757197301274735
white,white,1.0
tan,beige,0.0
on top of,on top of,0.5757197301274735
strawberry,strawberries,0.0
white,white,1.0
latte,coffee,0.0
shaved chocolate,sprinkled,0.0
brown,white,0.0
on top of,on top,0.13427896671164932
yellow,yellow,1.0
in the center,sits,0.0
pie,pie,1.0
triangular,triangular,1.0
on the top,on top of,0.08621454270909737
lemon,lemon,1.0
yellow,yellow,1.0
spoon,spoon,1.0
yellow,yellow,1.0
jars,jars,1.0
lemon curd,hummus,0.0
on the tray,on top of,0.07249749990681824
tan,golden-brown,0.0
cookies,cookies,1.0
on a sheet,on a baking sheet,0.18616487055295167
pink,pink,1.0
strawberry,watermelon,0.0
yellow,yellow,1.0
on the rim,on the rim,0.5757197301274735
Lemonade,cocktail,0.0
Lemonade,filled,0.0
yellow,yellow,1.0
brown,brown,1.0
brown,brown,1.0
lentils,soup,0.0
visible,visible,1.0
light brown,brown,0.36787944117144233
dispersed,in the center,0.0
yellowish-orange,green,0.0
lentils,soup,0.0
dispersed,scattered,0.0
green,green,1.0
dispersed,in the center,0.0
red,red,1.0
green,green,1.0
orange-brown,yellow,0.0
on the left,on the left,0.5757197301274735
to the right,on top of,0.0
grain,rice,0.0
translucent,green,0.0
glass,glass,1.0
whitish-yellow,yellow,0.0
on the rim,on the rim,0.5757197301274735
lime,lemon,0.0
yellow,yellow,1.0
linguine,spaghetti,0.0
green,green,1.0
scattered,scattered,1.0
beige,yellow,0.0
pasta,pasta,1.0
brown,brown,1.0
green,green,1.0
on top of,on top of,0.5757197301274735
white,white,1.0
golden-brown,golden-brown,1.0
on a plate,on a plate,0.5757197301274735
blueberries,blueberries,1.0
wooden,wooden,1.0
cheese,bread,0.0
yellow,yellow,1.0
on the left,on the left,0.5757197301274735
yes,vegan,0.0
white,white,1.0
in the center,in the center,0.5757197301274735
golden,golden-brown,0.0
overlapping,overlapping,1.0
reddish-brown,golden-brown,0.0
reddish-brown,reddish-brown,1.0
on the right side,on the left,0.15174681566793558
bowl,bowl,1.0
yellow,orange,0.0
covering,covering,1.0
vibrant,colorful,0.0
skillet,skillet,1.0
browned,brown,0.0
yellow,orange,0.0
on top of,on top,0.13427896671164932
green,green,1.0
in the center,on top of,0.0
macaroni,pasta,0.0
yellow,yellow,1.0
on the top,on top,0.04871911135426937
yellow,yellow,1.0
macaroni,pasta,0.0
clustered,piled,0.0
on the left side,on the right side,0.18616487055295167
ginger,spicy,0.0
Mahi Mahi,salmon,0.0
brown,brown,1.0
in the bottom center,on the left side,0.061033220311973134
golden-brown,golden-brown,1.0
Mahi Mahi,salmon,0.0
yellow,yellow,1.0
beans,asparagus,0.0
white,white,1.0
reddish-brown,brown,0.0
green,green,1.0
orange,white,0.0
spinach,spinach,1.0
melted,melted,1.0
sticky,shredded,0.0
yellow,yellow,1.0
arranged,scattered,0.0
on top of,on top of,0.5757197301274735
pink,pink,1.0
Cadillac,cocktail,0.0
white,white,1.0
on the surface,on the rim,0.21177974141341938
green,green,1.0
yellowish-green,yellow,0.0
margaritas,cocktail,0.0
silver,silver,1.0
yellow-green,yellow,0.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
from the top,on top of,0.07249749990681824
margaritas,cocktail,0.0
blue,blue,1.0
on the plate,on a plate,0.08621454270909737
green,green,1.0
red,red,1.0
blackberries,blueberries,0.0
on the wooden surface,on top of,0.05194672862155564
green,green,1.0
marinade,cheese,0.0
surrounding,on top,0.0
chicken,chicken,1.0
glossy,glossy,1.0
in the background,on top of,0.0
viscous,thick,0.0
marinade,soup,0.0
in the bowl,contained,0.0
in the center,in the center,0.5757197301274735
lemon,lemon,1.0
reddish-brown,brown,0.0
coats,covers,0.0
skewers,plate,0.0
white,white,1.0
reddish-brown,brown,0.0
chicken,chicken,1.0
on the upper chicken,on top of,0.05194672862155564
amber,vibrant,0.0
marmalade,jam,0.0
amber,orange,0.0
glass,glass,1.0
orange,red,0.0
amber,vibrant,0.0
marmalade,salsa,0.0
striped,striped,1.0
to its left,to the left,0.08621454270909737
brown,white,0.0
coated,coated,1.0
three,jars,0.0
on the left,on the left,0.5757197301274735
coconut,coconut,1.0
marshmallows,taffy,0.0
light pink,pink,0.36787944117144233
on a small plate,on a plate,0.16793545727180179
bottom,on top of,0.0
vibrant,vibrant,1.0
watermelon,lime,0.0
pink,red,0.0
on the top,on the rim,0.21177974141341938
green,green,1.0
red,red,1.0
stemmed,glasses,0.0
brown,white,0.0
on top of,in the center,0.0
reddish-purple,red,0.0
martini,cocktail,0.0
red,red,1.0
with two bright red cherries,cherry,0.0
agave,bottle,0.0
pistachio,almond,0.0
green,green,1.0
cylindrical,rectangular,0.0
rectangular bar,rectangular,0.36787944117144233
on the left side,on the left side,1.0
white,white,1.0
orange,orange,1.0
carrots,carrots,1.0
in a bowl,bowl,0.1353352832366127
crispy,browned,0.0
chicken,chicken,1.0
white,white,1.0
yellow,yellow,1.0
on a plate,on a plate,0.5757197301274735
mayo,mustard,0.0
smooth,creamy,0.0
gray,silver,0.0
in the upper left corner,on top,0.0
bowl,bowl,1.0
orange,orange,1.0
basil,basil,1.0
on a light-colored surface,on a white plate,0.16821895003341453
light green,green,0.36787944117144233
fills,fills,1.0
bowl,bowl,1.0
leaves,with,0.0
to the right of,to the left,0.15174681566793558
yellow,yellow,1.0
meatballs,chicken,0.0
on top,on top of,0.21177974141341938
green,green,1.0
orange-brown,golden-brown,0.0
tomato sauce,sauce,0.36787944117144233
covers,covers,1.0
green,green,1.0
sweet,spicy,0.0
meatballs,meatballs,1.0
brownish-red,brown,0.0
in the center,on top of,0.0
bowl,bowl,1.0
creamy,creamy,1.0
meatballs,chicken,0.0
orange,orange,1.0
underneath,on top of,0.0
green,green,1.0
brown,brown,1.0
salad,salad,1.0
sliced,sliced,1.0
is in,located in,0.06754436142034707
golden,yellow,0.0
meatloaf,meatloaf,1.0
light-brown,brown,0.0
reddish-brown,reddish-brown,1.0
towards the right side,on the left side,0.07258113984652705
dark,brown,0.0
meatloaf,meat,0.0
white,white,1.0
with sprigs,herbs,0.0
bright,green,0.0
broccoli,broccoli,1.0
red,red,1.0
browned,appear,0.0
across the image,throughout,0.0
yellow,orange,0.0
smoothie,smoothie,1.0
glass,glass,1.0
white,orange,0.0
near to,on the rim,0.0
clear,clear,1.0
pitcher,jar,0.0
beige,light,0.0
in the center-left,on a wooden surface,0.0
pink,pink,1.0
milkshakes,smoothie,0.0
topped,on top of,0.0
red,red,1.0
on each milkshake,on top of,0.07249749990681824
chocolate,chocolate,1.0
brown,yellow,0.0
on top,on top,0.2213885886251307
clear,clear,1.0
pitcher,glass,0.0
yellow,yellow,1.0
on a wooden board,on a wooden surface,0.43146827293898643
yellowish,yellow,0.0
tofu,garlic,0.0
scattered across,scattered,0.36787944117144233
blue,white,0.0
reddish-brown,reddish-brown,1.0
jar,jar,1.0
viscous,smooth,0.0
on the top,on top,0.04871911135426937
tomatoes,tomatoes,1.0
bowl,bowl,1.0
mixed,mixed,1.0
brown,golden-brown,0.0
orange,orange,1.0
in a clear glass bowl,in a bowl,0.12033101329077273
brown,brown,1.0
bowl,bowl,1.0
candies,popcorn,0.0
golden-brown,brown,0.0
blue,blue,1.0
wooden,wooden,1.0
pretzels,nuts,0.0
orange,brown,0.0
on the left,on the left,0.5757197301274735
beige,brown,0.0
brown,brown,1.0
towards the bottom,throughout,0.0
brown,brown,1.0
jar,jar,1.0
filled,filling,0.0
white,brown,0.0
to the left of,in the center,0.05194672862155564
brown,brown,1.0
foamy,creamy,0.0
with whipped cream,topped,0.0
scattered,on top,0.0
yellow-green,green,0.0
mojito,cocktail,0.0
green,green,1.0
by the Pitcher,served,0.0
fresh,translucent,0.0
green,green,1.0
mojito,cocktail,0.0
yellow,yellow,1.0
strawberry,strawberries,0.0
transparent,clear,0.0
mousse,mousse,1.0
brown,brown,1.0
creamy,creamy,1.0
on a silver tray,on a plate,0.15174681566793558
golden-yellow,yellow,0.0
muffins,muffins,1.0
obscuring,filling,0.0
blue,blue,1.0
beverage,cocktail,0.0
fill,fills,0.0
white,white,1.0
on top of,at the top,0.07249749990681824
copper,glass,0.0
mug,mug,1.0
green,green,1.0
yellow,orange,0.0
on the wooden surface,on the rim,0.15174681566793558
brown,brown,1.0
mushrooms,mushrooms,1.0
glossy,glossy,1.0
green,green,1.0
in a pile,scattered,0.0
yellow,yellow,1.0
eggs,rice,0.0
mushroom,cabbage,0.0
brown,brown,1.0
chicken,chicken,1.0
brown,beige,0.0
on the right,in the center,0.07249749990681824
herbs,herbs,1.0
creamy,creamy,1.0
mushrooms,mushrooms,1.0
black,black,1.0
from the pan,skillet,0.0
brown,brown,1.0
yellow,yellow,1.0
enoki mushrooms,mushrooms,0.36787944117144233
tangled,appear,0.0
strands,diced,0.0
immersed,sliced,0.0
mussels,mussels,1.0
orange-red,reddish-brown,0.0
brownish-red,reddish-brown,0.0
on the left,in the center,0.07249749990681824
yellow-orange,orange,0.0
pouring,dripping,0.0
jar,jar,1.0
wooden,wooden,1.0
above the jar,on the rim,0.07249749990681824
glass,glass,1.0
wooden,wooden,1.0
mustard,mustard,1.0
to the right,to the left,0.21177974141341938
Dijon,cheesy,0.0
tan,yellow,0.0
lined up,arranged,0.0
jars,jars,1.0
creamy,creamy,1.0
nachos,chips,0.0
light-orange,orange,0.0
on top of,scattered,0.0
bowl,with,0.0
potato,tortilla,0.0
white,white,1.0
golden-brown,golden-brown,1.0
cheese,cheese,1.0
on a plate,on a plate,0.5757197301274735
chocolate,drizzled,0.0
nachos,chips,0.0
brown,golden-brown,0.0
white,white,1.0
on top of,on top,0.13427896671164932
smooth,creamy,0.0
glass,glass,1.0
pink,pink,1.0
refresher,smoothie,0.0
soup,soup,1.0
green,green,1.0
chicken,chicken,1.0
on the lower-right,on the left,0.21177974141341938
light blue,blue,0.36787944117144233
bowl,bowl,1.0
fill,fills,0.0
yellow,yellow,1.0
in the center,in the center,0.5757197301274735
crunchy,crispy,0.0
nuggets,fritters,0.0
white,white,1.0
on the right side,located,0.0
red,red,1.0
corn nuts,pecans,0.0
brown,brown,1.0
on the napkin,located,0.0
golden-brown,golden-brown,1.0
oatmeal,pie,0.0
filling,filling,1.0
white,golden-brown,0.0
on a white surface,on a plate,0.15174681566793558
beige,brown,0.0
fill,fills,0.0
blueberries,blueberries,1.0
red,red,1.0
on top,on top of,0.21177974141341938
black,black,1.0
rice,rice,1.0
green,green,1.0
okra,okra,1.0
in a black cooking pot,skillet,0.0
beige,brown,0.0
chicken,chicken,1.0
green,green,1.0
on top,on top of,0.21177974141341938
tomatoes,tomatoes,1.0
golden,green,0.0
olives,fritters,0.0
cut,cut,1.0
on the bottom,on top of,0.07249749990681824
green,green,1.0
wooden,wooden,1.0
bread,bread,1.0
black,black,1.0
golden-brown,golden-brown,1.0
on a wooden cutting board,on a wooden cutting board,1.0
visible,visible,1.0
olives,vegetables,0.0
glass,glass,1.0
white,white,1.0
yellow,yellow,1.0
spilling out of,filling,0.0
bacon,bacon,1.0
mixed,sliced,0.0
located on the left side,on top of,0.03722145753922423
omelette,cheese,0.0
scattered,scattered,1.0
red,red,1.0
caramelized,red,0.0
melted,melted,1.0
onions,cheese,0.0
brown,white,0.0
cheese,cheese,1.0
towards the bottom,on the left,0.07249749990681824
reddish-brown,reddish-brown,1.0
nestled,arranged,0.0
orange,reddish-brown,0.0
to the left of,to the left,0.41252121275142684
orange,orange,1.0
plate,plate,1.0
vibrant,vibrant,1.0
thick,creamy,0.0
drink,smoothie,0.0
garnished,garnished,1.0
green,green,1.0
at the bottom,on top,0.0
pink,pink,1.0
Oreo,filling,0.0
sprinkled,chocolate,0.0
on top surface,on top,0.13427896671164932
circular,round,0.0
crust,crust,1.0
star-shaped,round,0.0
oysters,mussels,0.0
green,green,1.0
on a star-shaped plate,on a plate,0.16793545727180179
white,white,1.0
oysters,mussels,0.0
yellow,green,0.0
reddish-brown,reddish-brown,1.0
white,white,1.0
yellow,yellow,1.0
scattered,scattered,1.0
shrimp,shrimp,1.0
in a bowl,in the center,0.07249749990681824
chicken,chicken,1.0
scattered,scattered,1.0
orange-brown,brown,0.0
shrimp,shrimp,1.0
green,green,1.0
pancake,quesadillas,0.0
white,white,1.0
golden brown,golden-brown,0.0
on the left side,on the left,0.41252121275142684
salty,sweet,0.0
pancakes,crepes,0.0
cooking,cut,0.0
yellow,yellow,1.0
golden yellow,yellow,0.36787944117144233
paneer,tofu,0.0
reddish-brown,brown,0.0
on top,on top,0.2213885886251307
vibrant,fresh,0.0
green,green,1.0
bowl,bowl,1.0
blue,blue,1.0
scattered,scattered,1.0
on top,on top,0.2213885886251307
cranberry,apple,0.0
glass,glass,1.0
red,clear,0.0
on a table,on a wooden surface,0.16821895003341453
white,white,1.0
parfaits,ice cream,0.0
red,red,1.0
on top,on top,0.2213885886251307
orange,blueberries,0.0
yellow,yellow,1.0
fills,fills,1.0
vegetable,chowder,0.0
white,white,1.0
in the center,in the center,0.5757197301274735
round,bowl,0.0
parsnips,potatoes,0.0
beige,yellow,0.0
smooth,creamy,0.0
chicken,chicken,1.0
reddish-orange,red,0.0
pasta,pasta,1.0
scattered amidst,in the center,0.0
diced,large,0.0
orange,orange,1.0
pasta,rice,0.0
melted,melted,1.0
brownish-tan,yellow,0.0
beige,yellow,0.0
pasta,pasta,1.0
shrimp,shrimp,1.0
green,green,1.0
over the shrimp,on top of,0.0
scattered,scattered,1.0
pasta,pasta,1.0
yellow,yellow,1.0
on top,on top of,0.21177974141341938
dish,pasta,0.0
red,red,1.0
scattered,scattered,1.0
eggplant,eggplant,1.0
golden-yellow,yellow,0.0
bowls,in a bowl,0.0
with a brown wooden handle,brown,0.01831563888873418
white,white,1.0
yellow,yellow,1.0
blueberries,blueberries,1.0
nestled among,on top of,0.0
pavlova,cake,0.0
greenish-yellow,green,0.0
soup,soup,1.0
white,white,1.0
submerged,submerged,1.0
peas,beans,0.0
bowl,in a bowl,0.07249749990681824
Italian,Italian,1.0
on the right side,in the center,0.05194672862155564
vibrant,vibrant,1.0
holding,adding,0.0
white,black,0.0
in the center,in the center,0.5757197301274735
yellow-orange,orange,0.0
glasses,glass,0.0
wooden,wooden,1.0
on the rim,on top of,0.07249749990681824
reddish-yellow,orange,0.0
margaritas,cocktail,0.0
served,served,1.0
bright,vibrant,0.0
