answer,predicted_answer,bleu_score
potato,yam,0.0
reddish-brown,reddish-pink,0.0
on a plate,bowl,0.0
yellow,orange,0.0
fries,fajitas,0.0
charred,out of the bowl,0.0
in the center,towards the lower-right,0.07249749990681824
blue,green,0.0
white,light,0.0
fudge,fajitas,0.0
red,red,1.0
walnuts,fudge,0.0
brown,brown,1.0
fudge,flan,0.0
on the left,on top of,0.07249749990681824
sheen,creamy,0.0
golden-brown,golden-brown,1.0
red,red,1.0
atop the galette,on top of,0.0
green,green,1.0
golden-brown,golden-brown,1.0
pastry,golden-brown,0.0
white,white,1.0
sprinkled,white,0.0
strawberry,reddish-brown,0.0
golden-brown,golden-brown,1.0
blueberries,blueberries,1.0
towards the top,on top of,0.07249749990681824
tan,chocolatey,0.0
garlic,chickpeas,0.0
yellow,brown,0.0
silver,shiny,0.0
green,green,1.0
dessert,cream soda,0.0
gelatin,gelatin,1.0
creamy,homemade,0.0
golden-brown,orange,0.0
bowl,bowl,1.0
sliced,scattered,0.0
green,green,1.0
on top of,above the chicken,0.0
ginger,ginger,1.0
chicken,chicken,1.0
white,green,0.0
on a plate,on a dark wooden surface,0.12121093525642128
red,red,1.0
translucent,dark,0.0
jar,contained,0.0
amber,amber,1.0
in the center,positioned,0.0
yellow,brown,0.0
gingerbread,treats,0.0
chocolate,plate,0.0
beige,green,0.0
brown,gingerbread,0.0
yes,house,0.0
white,caramel,0.0
flower,sandwich,0.0
green,with white,0.0
on top,leans,0.0
gingerbread cookies,in the center,0.0
brown,reddish-brown,0.0
on a plate,red,0.0
beige,white,0.0
cookies,cookies,1.0
stacked,clustered,0.0
on top of,over the top,0.07249749990681824
white,white,1.0
yellow,brown,0.0
bacon,egg,0.0
on top,on top,0.2213885886251307
gnocchi,potatoes,0.0
shrimp,curry,0.0
green,green,1.0
brownish-red,brown,0.0
gnocchi,glass,0.0
green,green,1.0
on a plate,on the plate,0.08621454270909737
yellow,orange,0.0
pasta,orange,0.0
red,red,1.0
on top of,on top of,0.5757197301274735
green,green,1.0
orange-brown,yellow,0.0
macaroni,turkey,0.0
scattered,scattered,1.0
red,reddish-brown,0.0
at the top,in the lower left,0.061033220311973134
scattered,red,0.0
beef,venison,0.0
yellow,golden-brown,0.0
orange,orange,1.0
yellow,yellow,1.0
lemon,lemon,1.0
glass,red,0.0
watermelon,pineapple,0.0
mint,red,0.0
brown,brown,1.0
granola,fajitas,0.0
red,red,1.0
brown,brown,1.0
granola,fritters,0.0
red,red,1.0
scattered,white,0.0
in the mixture,on a red cloth,0.0
yellow,yellow,1.0
potatoes,fries,0.0
yellow,on a plate,0.0
in a baking dish,scattered throughout,0.0
yellow,white,0.0
dish,bowl,0.0
white,are,0.0
yellow,with a reddish-brown tomato-based sauce,0.0
in the lower center,on the left side,0.061033220311973134
diced,red,0.0
shrimp,mussels,0.0
orange,orange,1.0
broth,silver,0.0
on the left,mixed,0.0
bowl,bowl,1.0
lemon,yellow,0.0
yellow,yellow,1.0
on the left side,on the top,0.15174681566793558
scattered,scattered,1.0
brown,brown,1.0
chicken,reddish-brown,0.0
sausage,chicken,0.0
beige,yellow,0.0
gyros,fajitas,0.0
brown,brown,1.0
on the left side,on top of,0.05194672862155564
green,green,1.0
crispy,porous,0.0
halibut,Flounder,0.0
white,white,1.0
green,green,1.0
on top,is located on top,0.16821895003341453
beige,white,0.0
Halibut,halibut,0.0
green,green,1.0
on the right,on the plate,0.21177974141341938
golden-brown,golden-brown,1.0
halloumi,brie,0.0
gray,green,0.0
on the left,on the rim,0.21177974141341938
yellow,yellow,1.0
apricot,cranberries,0.0
reddish-brown,brown,0.0
bowl,meatloaf,0.0
in the upper right,in the center,0.15174681566793558
pink,reddish-brown,0.0
ham,chicken,0.0
pink,reddish-brown,0.0
sandwich,bread,0.0
green,green,1.0
on a plate,on the plate,0.08621454270909737
green,green,1.0
pink,light pink,0.06754436142034707
ham,chicken,0.0
caramelized,glossy,0.0
layered on,pinkish-brown,0.0
lettuce,cheese,0.0
potato,cabbage,0.0
orange,brown,0.0
throughout,on top,0.0
yellow,yellow,1.0
brownish,yellow,0.0
plate,plate,1.0
yellow,yellow,1.0
sprinkled on top,on top,0.13427896671164932
white,green,0.0
orange,orange,1.0
potato,peppers,0.0
fried,fried,1.0
on top of,atop the quinoa,0.0
bacon,red,0.0
hash browns,hash browns,0.2213885886251307
golden-brown,on top,0.0
yes,touching,0.0
on a plate,to the plate,0.07249749990681824
golden-brown,golden-brown,1.0
plate,golden-brown,0.0
orange,with a red rim,0.0
chives,sprinkled,0.0
brown,dark,0.0
chicken,sausages,0.0
yellow,matzo balls,0.0
in the upper right,matzo balls,0.0
golden-brown,orange-brown,0.0
hen,hen,1.0
brown,brown,1.0
at the top left,located,0.0
salad,dog food,0.0
green-white,beige,0.0
over the salad leaves,on top of,0.0
tomatoes,green,0.0
edamame,tomatoes,0.0
hummus,rice,0.0
black,throughout,0.0
on top of,on top,0.13427896671164932
yellow,light,0.0
hummus,hummus,1.0
submerged,bowl,0.0
crackers,chips,0.0
on the right,to the right,0.21177974141341938
bowl,bowl,1.0
brownish-green,light,0.0
towards the top left,situated,0.0
beige,light,0.0
hummus,hummus,1.0
yellow,yellow,1.0
tomatoes,with a green rim,0.0
spices,dusted,0.0
yellow-beige,light,0.0
bowl,bowl,1.0
orange,orange,1.0
carrots,bowl,0.0
on the plate,within a white bowl,0.0
reddish-brown,red,0.0
jars,jars,1.0
in the center,across a colorful,0.0
orange,on a plate,0.0
jars,glass jars,0.06754436142034707
glass,glass,1.0
in the center,in the upper half,0.16821895003341453
pinkish-white,red,0.0
in the center,in each jar,0.07249749990681824
bottom half,in the upper left quadrant,0.0
orange,amber,0.0
vibrant,vibrant,1.0
glass,glass jars,0.06754436142034707
papaya,strawberries,0.0
fresh,vibrant,0.0
on a white cloth,on a surface,0.15174681566793558
dark brown,tan,0.0
cubes,tan,0.0
beige,red,0.0
scattered,copper-colored,0.0
black,reddish-orange,0.0
dark,terracotta-colored,0.0
stacked,piled,0.0
dish,bowl,0.0
in the center,in a pile,0.07249749990681824
brown,brown,1.0
beef jerky,fajitas,0.0
scattered,piled,0.0
reddish-brown,brown,0.0
around the edges,on a white plate,0.0
brown,brown,1.0
beef jerky,fajitas,0.0
overlapping,pile,0.0
dark brown,brown,0.36787944117144233
located inside,brown,0.0
jar,brown,0.0
sitting,wooden,0.0
wooden,glass,0.0
yellow-tan,purplish-red,0.0
plate,on plate,0.06754436142034707
white,green,0.0
glazed,textured,0.0
Sloppy Joe,hummus,0.0
reddish-brown,brown,0.0
yellow,yellow,1.0
on the bottom,at the bottom,0.21177974141341938
golden-brown,golden,0.0
chicken,pork,0.0
orange,within the taquitos,0.0
on top,on top,0.2213885886251307
chips,mushrooms,0.0
golden-brown,golden,0.0
bun,brown,0.0
gray,green,0.0
on a plate,spilling onto,0.0
tan,white,0.0
bun,plate,0.0
red,reddish-brown,0.0
on top,on top,0.2213885886251307
diced,orange,0.0
beige,vibrant,0.0
juice,cocktail,0.0
on the table,vibrant,0.0
glass,glass,1.0
in a glass,vibrant,0.0
vibrant,vibrant,1.0
glass,glass,1.0
yellow,over the rim,0.0
watermelon,pineapple,0.0
pink,red,0.0
blueberries,light brown,0.0
green surface,on a blue plate,0.0
4th of July,Halloween,0.0
golden-brown,reddish-orange,0.0
dispersed,green,0.0
kale,arugula,0.0
bowl,soup,0.0
green,green,1.0
chips,fajitas,0.0
bowl,basket,0.0
on a wooden surface,on the bowl,0.05194672862155564
brownish,green,0.0
dark green,green,0.36787944117144233
kale,kale,1.0
red,red,1.0
on top of,in the lower right quadrant,0.0
colorful,colorful,1.0
kebabs,enchiladas,0.0
red,brown,0.0
on a plate,reddish-brown,0.0
pineapple,cherries,0.0
white,green,0.0
kohlrabi,fennel,0.0
arranged,off-white,0.0
brown,white,0.0
on a plate,off-white,0.0
yellow,white,0.0
noodles,yellow,0.0
yellow,topped with,0.0
on the top,over the mussels,0.07249749990681824
golden-yellow,yellow,0.0
baking,cooking,0.0
sprinkling,topping,0.0
noodles,yellow,0.0
brown,throughout the frame,0.0
brown,brown,1.0
lamb,beef,0.0
in the center,brown,0.0
reddish-brown,in a reddish-brown broth,0.061033220311973134
stew,baking,0.0
fills,fills,1.0
white,white,1.0
throughout the stew,light brown,0.0
white,on the right side,0.0
lamb,chicken,0.0
brown,on the wooden cutting board,0.0
scattered around,orange,0.0
lamb,chicken,0.0
gradient,on the wooden cutting board,0.0
brown,dark brown,0.06754436142034707
onions,translucent,0.0
cooked,cooked,1.0
orange,green,0.0
lasagna,pasta,0.0
creamy,creamy,1.0
white,cheese,0.0
on the surface,across the top,0.07249749990681824
golden-brown,golden-brown,1.0
lasagna,enchiladas,0.0
black,on a black,0.07249749990681824
on a black stovetop,on a plate,0.15174681566793558
green,light brown,0.0
green,green,1.0
lasagna,enchiladas,0.0
red,red,1.0
yellow,orange,0.0
on top of,on a plate,0.07249749990681824
banana,mango,0.0
yellow,blue,0.0
on the left,red,0.0
green,green,1.0
clear,clear,1.0
yellow,yellow,1.0
into the lassi,into the frappuccino,0.21177974141341938
green,green,1.0
transparent,clear,0.0
white,white,1.0
tan,beige,0.0
on a plate,copper-colored,0.0
white,mug,0.0
tan,tan,1.0
on top of,over the pasta,0.0
strawberry,apple,0.0
white,white,1.0
latte,smoothie,0.0
shaved chocolate,mug,0.0
brown,tan,0.0
on top of,on top of,0.5757197301274735
yellow,yellow,1.0
in the center,sits,0.0
pie,pavlova,0.0
triangular,triangular,1.0
on the top,on top,0.04871911135426937
lemon,pineapple,0.0
yellow,yellow,1.0
spoon,spoon,1.0
yellow,to the viewer,0.0
jars,jars,1.0
lemon curd,relish,0.0
on the tray,inserted,0.0
tan,brown,0.0
cookies,fajitas,0.0
on a sheet,on a black wire,0.16821895003341453
pink,yellow,0.0
strawberry,lime,0.0
yellow,yellow,1.0
on the rim,on the rim,0.5757197301274735
Lemonade,lemonade,0.0
Lemonade,filled,0.0
yellow,yellow,1.0
brown,brown,1.0
brown,brown,1.0
lentils,vegetables,0.0
visible,brown,0.0
light brown,is,0.0
dispersed,located,0.0
yellowish-orange,brown,0.0
lentils,rice,0.0
dispersed,dispersed,1.0
green,green,1.0
dispersed,center,0.0
red,red,1.0
green,green,1.0
orange-brown,brown,0.0
on the left,on the right side,0.16821895003341453
to the right,occupying,0.0
grain,sugar,0.0
translucent,white,0.0
glass,glass,1.0
whitish-yellow,terracotta-colored,0.0
on the rim,on the rim,0.5757197301274735
lime,lemon,0.0
yellow,yellow,1.0
linguine,fettuccine,0.0
green,green,1.0
scattered,scattered,1.0
beige,yellow,0.0
pasta,pasta,1.0
brown,on a plate,0.0
green,green,1.0
on top of,on the upper left side,0.0456496931223525
white,green,0.0
golden-brown,golden-brown,1.0
on a plate,on a black wire rack,0.12121093525642128
blueberries,dark brown,0.0
wooden,wooden,1.0
cheese,white,0.0
yellow,in the background,0.0
on the left,in the background,0.07249749990681824
yes,yellow,0.0
white,green,0.0
in the center,in the foreground,0.21177974141341938
golden,on a white paper towel,0.0
overlapping,overlapping,1.0
reddish-brown,on a white paper towel,0.0
reddish-brown,red,0.0
on the right side,in the lower left corner,0.0456496931223525
bowl,glass,0.0
yellow,yellow,1.0
covering,yellow,0.0
vibrant,good,0.0
skillet,skillet,1.0
browned,pinkish-tan,0.0
yellow,yellow,1.0
on top of,brown,0.0
green,green,1.0
in the center,on the plate,0.07249749990681824
macaroni,pasta,0.0
yellow,yellow,1.0
on the top,toasted,0.0
yellow,yellow,1.0
macaroni,spaghetti,0.0
clustered,yellow,0.0
on the left side,yellow,0.0
ginger,tan,0.0
Mahi Mahi,Flounder,0.0
brown,tan,0.0
in the bottom center,in the center,0.16793545727180179
golden-brown,tan,0.0
Mahi Mahi,Flounder,0.0
yellow,yellow,1.0
beans,cucumber,0.0
white,brown,0.0
reddish-brown,golden,0.0
green,green,1.0
orange,yellow,0.0
spinach,potatoes,0.0
melted,melted,1.0
sticky,fluffy,0.0
yellow,yellow,1.0
arranged,yellow,0.0
on top of,on the upper-half,0.07249749990681824
pink,yellow,0.0
Cadillac,Punch,0.0
white,white,1.0
on the surface,green,0.0
green,green,1.0
yellowish-green,yellowish,0.0
margaritas,soda,0.0
silver,behind,0.0
yellow-green,yellow,0.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
from the top,on top of,0.07249749990681824
margaritas,cocktail,0.0
blue,green,0.0
on the plate,yellowish,0.0
green,green,1.0
red,yellow,0.0
blackberries,zucchini,0.0
on the wooden surface,on top of,0.05194672862155564
green,green,1.0
marinade,with a reddish-brown tomato-based sauce,0.0
surrounding,in a bowl,0.0
chicken,chicken,1.0
glossy,appears,0.0
in the background,in a bowl,0.07249749990681824
viscous,brown,0.0
marinade,garnish,0.0
in the bowl,in a bowl,0.08621454270909737
in the center,in the upper right quadrant,0.12121093525642128
lemon,orange,0.0
reddish-brown,chicken,0.0
coats,coat,0.0
skewers,red,0.0
white,green,0.0
reddish-brown,brown,0.0
chicken,glass bowl,0.0
on the upper chicken,at the bottom left,0.061033220311973134
amber,red,0.0
marmalade,enchiladas,0.0
amber,orange,0.0
glass,jar,0.0
orange,orange,1.0
amber,orange,0.0
marmalade,curd,0.0
striped,checkered,0.0
to its left,multicolored,0.0
brown,off-white,0.0
coated,in the center,0.0
three,jars,0.0
on the left,in the center,0.07249749990681824
coconut,brown,0.0
marshmallows,peanut brittle,0.0
light pink,white,0.0
on a small plate,on a plate,0.16793545727180179
bottom,floating,0.0
vibrant,vibrant,1.0
watermelon,strawberry,0.0
pink,red,0.0
on the top,red,0.0
green,green,1.0
red,reddish-purple,0.0
stemmed,smoothies,0.0
brown,white,0.0
on top of,on the rim,0.07249749990681824
reddish-purple,tan,0.0
martini,juice,0.0
red,pink,0.0
with two bright red cherries,red,0.01831563888873418
agave,apples,0.0
pistachio,chestnuts,0.0
green,green,1.0
cylindrical,shaped,0.0
rectangular bar,shaped,0.0
on the left side,orange,0.0
white,dark brown,0.0
orange,orange,1.0
carrots,carrot,0.0
in a bowl,in a brown bowl,0.18616487055295167
crispy,smooth,0.0
chicken,chicken,1.0
white,green,0.0
yellow,yellow,1.0
on a plate,on a plate,0.5757197301274735
mayo,chutney,0.0
smooth,creamy,0.0
gray,dark,0.0
in the upper left corner,on top,0.0
bowl,mustard,0.0
orange,mustard,0.0
basil,mustard,0.0
on a light-colored surface,on the bowl,0.05194672862155564
light green,yellow,0.0
fills,fills,1.0
bowl,bowl,1.0
leaves,apple,0.0
to the right of,around the base,0.05194672862155564
yellow,yellow,1.0
meatballs,chicken,0.0
on top,submerged,0.0
green,green,1.0
orange-brown,brownish-red,0.0
tomato sauce,marinara,0.0
covers,covers,1.0
green,green,1.0
sweet,Spicy,0.0
meatballs,dog food,0.0
brownish-red,brownish-red,1.0
in the center,on top of,0.0
bowl,white,0.0
creamy,textured,0.0
meatballs,chicken,0.0
orange,orange-red,0.0
underneath,above the chicken,0.0
green,green,1.0
brown,brown,1.0
salad,chips,0.0
sliced,purple,0.0
is in,located in,0.06754436142034707
golden,brown,0.0
meatloaf,enchiladas,0.0
light-brown,brown,0.0
reddish-brown,red,0.0
towards the right side,positioned,0.0
dark,brown,0.0
meatloaf,salad,0.0
white,green,0.0
with sprigs,garnished,0.0
bright,green,0.0
broccoli,kale,0.0
red,pinkish-red,0.0
browned,golden-yellow,0.0
across the image,throughout the bowl,0.07249749990681824
yellow,vibrant,0.0
smoothie,juice,0.0
glass,glass,1.0
white,vibrant,0.0
near to,on top of,0.0
clear,clear,1.0
pitcher,brown,0.0
beige,brown,0.0
in the center-left,sitting,0.0
pink,blue,0.0
milkshakes,cocktail,0.0
topped,on top,0.0
red,dark-red,0.0
on each milkshake,on top of,0.07249749990681824
chocolate,apple,0.0
brown,yellow,0.0
on top,embedded,0.0
clear,clear,1.0
pitcher,pitcher,1.0
yellow,yellow,1.0
on a wooden board,on a wooden surface,0.43146827293898643
yellowish,reddish-brown,0.0
tofu,orange,0.0
scattered across,on top,0.0
blue,gold,0.0
reddish-brown,golden-yellow,0.0
jar,bowl,0.0
viscous,golden-yellow,0.0
on the top,on top,0.04871911135426937
tomatoes,golden-yellow,0.0
bowl,bowl,1.0
mixed,mixed,1.0
brown,beige,0.0
orange,golden-tan,0.0
in a clear glass bowl,bowl,0.01831563888873418
brown,reddish-brown,0.0
bowl,in a clear glass bowl,0.0456496931223525
candies,fish,0.0
golden-brown,in a clear glass bowl,0.0
blue,red,0.0
wooden,wooden,1.0
pretzels,fish,0.0
orange,seasoned,0.0
on the left,in the background,0.07249749990681824
beige,inside a tin,0.0
brown,brown,1.0
towards the bottom,to the left,0.07249749990681824
brown,brown,1.0
jar,pitcher,0.0
filled,brown,0.0
white,brown,0.0
to the left of,to the upper right,0.16821895003341453
brown,brown,1.0
foamy,frothy,0.0
with whipped cream,white,0.0
scattered,green,0.0
yellow-green,green,0.0
mojito,cocktail,0.0
green,green,1.0
by the Pitcher,glass,0.0
fresh,colorful,0.0
green,green,1.0
mojito,cocktail,0.0
yellow,green,0.0
strawberry,meat,0.0
transparent,silver,0.0
mousse,enchiladas,0.0
brown,brown,1.0
creamy,thick,0.0
on a silver tray,on the tray,0.06177541927786947
golden-yellow,orange-brown,0.0
muffins,cookies,0.0
obscuring,brown,0.0
blue,white,0.0
beverage,creamy,0.0
fill,white,0.0
white,white,1.0
on top of,on top of,0.5757197301274735
copper,copper,1.0
mug,mug,1.0
green,over the rim,0.0
yellow,yellow,1.0
on the wooden surface,on the rim,0.15174681566793558
brown,dark,0.0
mushrooms,fajitas,0.0
glossy,glossy,1.0
green,green,1.0
in a pile,distributed,0.0
yellow,light yellow,0.06754436142034707
eggs,cheese,0.0
mushroom,tomatoes,0.0
brown,dark,0.0
chicken,chicken,1.0
brown,yellow,0.0
on the right,throughout the bowl,0.07249749990681824
herbs,herbs,1.0
creamy,dark,0.0
mushrooms,brisket,0.0
black,black,1.0
from the pan,in a pan,0.07249749990681824
brown,brown,1.0
yellow,dark,0.0
enoki mushrooms,oyster mushrooms,0.06754436142034707
tangled,glisten,0.0
strands,rectangular,0.0
immersed,submerged,0.0
mussels,nuggets,0.0
orange-red,brown,0.0
brownish-red,brownish-red,1.0
on the left,in the image,0.07249749990681824
yellow-orange,yellow,0.0
pouring,spoon,0.0
jar,jar,1.0
wooden,wooden,1.0
above the jar,above the jar,0.5757197301274735
glass,glass jar,0.06754436142034707
wooden,wooden surface,0.06754436142034707
mustard,mustard,1.0
to the right,to the left,0.21177974141341938
Dijon,yellow,0.0
tan,yellow,0.0
lined up,arranged,0.0
jars,bowls,0.0
creamy,pale,0.0
nachos,pancakes,0.0
light-orange,cheese,0.0
on top of,on top,0.13427896671164932
bowl,cheese,0.0
potato,rice,0.0
white,green,0.0
golden-brown,brown,0.0
cheese,drizzled,0.0
on a plate,on the plate,0.08621454270909737
chocolate,red,0.0
nachos,orange,0.0
brown,yellow,0.0
white,blue,0.0
on top of,in the center,0.0
smooth,on a plate,0.0
glass,on a plate,0.0
pink,on a plate,0.0
refresher,juice,0.0
soup,enchiladas,0.0
green,green,1.0
chicken,chicken,1.0
on the lower-right,on top of,0.07249749990681824
light blue,dark brown,0.0
bowl,bowl,1.0
fill,fill,1.0
yellow,yellow,1.0
in the center,on the right side,0.061033220311973134
crunchy,golden-brown,0.0
nuggets,olives,0.0
white,green,0.0
on the right side,right,0.049787068367863944
red,orange-red,0.0
corn nuts,brown,0.0
brown,brown,1.0
on the napkin,on the top right,0.16821895003341453
golden-brown,golden-brown,1.0
oatmeal,pie,0.0
filling,golden-brown,0.0
white,white,1.0
on a white surface,on plate,0.02484818193359921
beige,chocolate,0.0
fill,fill,1.0
blueberries,blueberries,1.0
red,raspberries,0.0
on top,on the surface,0.07249749990681824
black,black,1.0
rice,noodles,0.0
green,green,1.0
okra,broccoli,0.0
in a black cooking pot,white,0.0
beige,white,0.0
chicken,chicken,1.0
green,olives,0.0
on top,on top of,0.21177974141341938
tomatoes,tomatoes,1.0
golden,olives,0.0
olives,fajitas,0.0
cut,sliced,0.0
on the bottom,around the dish,0.07249749990681824
green,olives,0.0
wooden,wooden,1.0
bread,cornbread,0.0
black,olive,0.0
golden-brown,golden-brown,1.0
on a wooden cutting board,on a wooden surface,0.33602782883534926
visible,olives,0.0
olives,pickles,0.0
glass,glass jar,0.06754436142034707
white,green,0.0
yellow,yellow,1.0
spilling out of,drizzled,0.0
bacon,pork,0.0
mixed,chopped,0.0
located on the left side,at the top,0.03722145753922423
omelette,oatmeal,0.0
scattered,white,0.0
red,red,1.0
caramelized,brown,0.0
melted,melted,1.0
onions,brown,0.0
brown,white,0.0
cheese,covers,0.0
towards the bottom,towards the middle,0.21177974141341938
reddish-brown,reddish-brown,1.0
nestled,bun,0.0
orange,white,0.0
to the left of,reddish-brown,0.0
orange,mandarin oranges,0.0
plate,mandarin oranges,0.0
vibrant,textured,0.0
thick,foamy,0.0
drink,tea,0.0
garnished,green,0.0
green,on top,0.0
at the bottom,on the left,0.07249749990681824
pink,meat,0.0
Oreo,contains,0.0
sprinkled,brown,0.0
on top surface,across,0.0
circular,circular,1.0
crust,decorated,0.0
star-shaped,on a white rectangular plate,0.0
oysters,Mussels,0.0
green,white,0.0
on a star-shaped plate,scattered across,0.0
white,green,0.0
oysters,scallops,0.0
yellow,gray,0.0
reddish-brown,atop the beans,0.0
white,dark brown,0.0
yellow,yellow,1.0
scattered,dark,0.0
shrimp,mussels,0.0
in a bowl,in the dish,0.07249749990681824
chicken,chicken,1.0
scattered,scattered,1.0
orange-brown,yellow,0.0
shrimp,shrimp,1.0
green,green,1.0
pancake,fajitas,0.0
white,green,0.0
golden brown,golden-brown,0.0
on the left side,arranged,0.0
salty,light,0.0
pancakes,fajitas,0.0
cooking,frying,0.0
yellow,light,0.0
golden yellow,scattered,0.0
paneer,fries,0.0
reddish-brown,light brown,0.0
on top,on top of,0.21177974141341938
vibrant,chunky,0.0
green,scattered,0.0
bowl,bowl,1.0
blue,dark brown,0.0
scattered,scattered,1.0
on top,on top of,0.21177974141341938
cranberry,cranberry,1.0
glass,glass,1.0
red,tan,0.0
on a table,on the bowl,0.07249749990681824
white,tan,0.0
parfaits,enchiladas,0.0
red,red,1.0
on top,nuts,0.0
orange,at the bottom,0.0
yellow,reddish-orange,0.0
fills,fills,1.0
vegetable,tropical,0.0
white,sour cream,0.0
in the center,in a pot,0.07249749990681824
round,tan,0.0
parsnips,kale,0.0
beige,tan,0.0
smooth,thick,0.0
chicken,venison,0.0
reddish-orange,red,0.0
pasta,pasta,1.0
scattered amidst,scattered among,0.06754436142034707
diced,large,0.0
orange,melted,0.0
pasta,pasta,1.0
melted,melted,1.0
brownish-tan,rice,0.0
beige,pasta,0.0
pasta,pasta,1.0
shrimp,shrimp,1.0
green,green,1.0
over the shrimp,green,0.0
scattered,scattered,1.0
pasta,rice,0.0
yellow,yellow,1.0
on top,on top of,0.21177974141341938
dish,sauce,0.0
red,red,1.0
scattered,arranged,0.0
eggplant,potatoes,0.0
golden-yellow,orange,0.0
bowls,on the left side,0.0
with a brown wooden handle,silver,0.0
white,grated,0.0
yellow,located on the top,0.0
blueberries,located on the top,0.0
nestled among,on top of,0.0
pavlova,ice cream,0.0
greenish-yellow,green,0.0
soup,greenish,0.0
white,white,1.0
submerged,submerged in,0.06754436142034707
