answer,predicted_answer,rouge1,rouge2,rougeL
creamy,crumbly,0.0,0.0,0.0
scattered,crumbled,0.0,0.0,0.0
pinkish-red,pink,0.0,0.0,0.0
filet,pork,0.0,0.0,0.0
brown,golden-brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on the plate,0.6666666666666666,0.0,0.6666666666666666
seared,well-cooked,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
fish,fish and vegetables,0.5,0.0,0.5
dill,dill,1.0,0.0,1.0
white,white,1.0,0.0,1.0
Lemony,herb-seasoned,0.0,0.0,0.0
Fish,a slice of salmon and a piece of coleslaw,0.0,0.0,0.0
Orange,orange,1.0,0.0,1.0
on plate,on the plate,0.8,0.0,0.8
Green,green,1.0,0.0,1.0
yellow,white with yellow accents,0.4,0.0,0.4
fish,fish,1.0,0.0,1.0
golden-brown,red,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
green,green,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fish,rice,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on top of,on the fish,0.3333333333333333,0.0,0.3333333333333333
green,green,1.0,0.0,1.0
drink,"a drink made of coffee, milk, and sugar, also known as a mocha",0.14285714285714288,0.0,0.14285714285714288
white,white,1.0,0.0,1.0
reddish-orange,red.,0.0,0.0,0.0
on top of,on the foam of the mocha coffee,0.4,0.0,0.4
shiny,smooth,0.0,0.0,0.0
flan,flan,1.0,0.0,1.0
white,white,1.0,0.0,1.0
caramel-colored,caramelized,0.6666666666666666,0.0,0.6666666666666666
chicken,chicken,1.0,0.0,1.0
drizzled,drizzled,1.0,0.0,1.0
purple,purple,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
diced,diced,1.0,0.0,1.0
pineapple,pineapple,1.0,0.0,1.0
moist,crumbly,0.0,0.0,0.0
throughout the dish,randomly,0.0,0.0,0.0
glass,a bowl,0.0,0.0,0.0
filling,full,0.0,0.0,0.0
cranberries,cranberries,1.0,0.0,1.0
grapes,grapes,1.0,0.0,1.0
to the brim,a glass bowl,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
focaccia,focaccia,1.0,0.0,1.0
green,green,1.0,0.0,1.0
wooden,wood,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
toasted,toasted,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
down from,the bread,0.0,0.0,0.0
brown,golden brown,0.6666666666666666,0.0,0.6666666666666666
pretzel,caramel corn,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
dessert,mocha brownies with caramel corn and brussels sprouts,0.0,0.0,0.0
rectangular,square,0.0,0.0,0.0
brown,light beige,0.0,0.0,0.0
almonds,almonds,1.0,0.0,1.0
scattered,They are sliced and sprinkled on top,0.0,0.0,0.0
white,white,1.0,0.0,1.0
casserole,a casserole dish,0.5,0.0,0.5
scattered,scattered,1.0,0.0,1.0
reddish-brown,red sauce,0.0,0.0,0.0
on top,underneath the toppings,0.4,0.0,0.4
black,black,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
tomatoes,tomatoes,1.0,0.0,1.0
in a black pan,on top of the eggs,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
broccoli,broccoli,1.0,0.0,1.0
light,yellow,0.0,0.0,0.0
cheddar,cheese,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
clustered,piled on top of each other,0.0,0.0,0.0
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
on the left,on the left side of the plate,0.6,0.5,0.6
golden-brown,golden-brown,1.0,1.0,1.0
fritter,latkes,0.0,0.0,0.0
crispy,crispy,1.0,0.0,1.0
white,white,1.0,0.0,1.0
chocolate,chocolate,1.0,0.0,1.0
stack,stacked,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
swirled,swirled,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
cupcake,a cupcake,0.6666666666666666,0.0,0.6666666666666666
cherry,"there is no fruit in the frosting, there is a red sauce which is likely a red pepper sauce",0.0,0.0,0.0
on top of,on top of the cupcake,0.7499999999999999,0.6666666666666666,0.7499999999999999
bowls,bowls,1.0,0.0,1.0
coats,cover the cake,0.0,0.0,0.0
cake,Chocolate cake,0.6666666666666666,0.0,0.6666666666666666
brown,chocolate brown,0.6666666666666666,0.0,0.6666666666666666
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
blue,white,0.0,0.0,0.0
fries,loaded fries,0.6666666666666666,0.0,0.6666666666666666
orange,yellow,0.0,0.0,0.0
on top of,on the fries,0.3333333333333333,0.0,0.3333333333333333
yellow,not visible,0.0,0.0,0.0
casserole,pasta,0.0,0.0,0.0
white,white,1.0,0.0,1.0
fries,pork,0.0,0.0,0.0
golden-brown,orange,0.0,0.0,0.0
orange,The other fillings are not visible.,0.0,0.0,0.0
on top of,on the pizza,0.3333333333333333,0.0,0.3333333333333333
yellow,golden brown,0.0,0.0,0.0
potato,potatoes,1.0,0.0,1.0
reddish-brown,red,0.0,0.0,0.0
on a plate,"there are no fries on the plate, there are only potato slices",0.26666666666666666,0.0,0.26666666666666666
yellow,orange,0.0,0.0,0.0
fries,fries,1.0,0.0,1.0
charred,burnt,0.0,0.0,0.0
in the center,scattered,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fudge,fudge,1.0,0.0,1.0
red,red,1.0,0.0,1.0
walnuts,walnuts,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
fudge,caramel fudge,0.6666666666666666,0.0,0.6666666666666666
on the left,on the left side of the plate,0.6,0.5,0.6
sheen,"a shiny, smooth, light brown appearance",0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
red,red and yellow,0.5,0.0,0.5
atop the galette,in the top left corner,0.25,0.0,0.25
green,green,1.0,0.0,1.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
pastry,galette des rois,0.0,0.0,0.0
white,white,1.0,0.0,1.0
sprinkled,sprinkled,1.0,0.0,1.0
strawberry,strawberries,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
blueberries,blueberries,1.0,0.0,1.0
towards the top,on top of the blueberries,0.5,0.0,0.25
tan,light brown,0.0,0.0,0.0
garlic,garlic,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
silver,silver,1.0,0.0,1.0
green,green,1.0,0.0,1.0
dessert,jello,0.0,0.0,0.0
gelatin,jiggly,0.0,0.0,0.0
creamy,green,0.0,0.0,0.0
golden-brown,white,0.0,0.0,0.0
bowl,with rice,0.0,0.0,0.0
sliced,sliced,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
ginger,pepper,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on a plate,on a table,0.6666666666666666,0.5,0.6666666666666666
red,red,1.0,0.0,1.0
translucent,golden,0.0,0.0,0.0
jar,"none, it is a beverage",0.0,0.0,0.0
amber,brown,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0
yellow,golden,0.0,0.0,0.0
gingerbread,pastries,0.0,0.0,0.0
chocolate,caramel,0.0,0.0,0.0
beige,off-white with a brown rim,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
yes,yes,1.0,0.0,1.0
white,white,1.0,0.0,1.0
flower,flower,1.0,0.0,1.0
green,red and green,0.5,0.0,0.5
on top,in the background,0.0,0.0,0.0
gingerbread cookies,ginger snaps,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
beige,white,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
stacked,stacked,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
white,white,1.0,0.0,1.0
yellow,creamy yellow,0.6666666666666666,0.0,0.6666666666666666
bacon,bacon,1.0,0.0,1.0
on top,on top of the dish,0.5714285714285715,0.4,0.5714285714285715
gnocchi,gnocchi,1.0,0.0,1.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
brownish-red,brown,0.0,0.0,0.0
gnocchi,gnocchi,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a plate,on a table,0.6666666666666666,0.5,0.6666666666666666
yellow,light brown,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on top of,on top of the pasta,0.7499999999999999,0.6666666666666666,0.7499999999999999
green,green,1.0,0.0,1.0
orange-brown,white,0.0,0.0,0.0
macaroni,macaroni,1.0,0.0,1.0
scattered,piled,0.0,0.0,0.0
red,red,1.0,0.0,1.0
at the top,in the back right corner of the dish,0.18181818181818182,0.0,0.18181818181818182
scattered,scattered,1.0,0.0,1.0
beef,ground beef,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
lemon,lemon,1.0,0.0,1.0
glass,a glass,0.6666666666666666,0.0,0.6666666666666666
watermelon,"none, the granita appears to be made from a red liquid, possibly a fruit juice, but there is no fruit in the image",0.0,0.0,0.0
mint,mint,1.0,0.0,1.0
brown,golden brown,0.6666666666666666,0.0,0.6666666666666666
granola,Granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
in the mixture,on the left,0.3333333333333333,0.0,0.3333333333333333
yellow,cream-colored,0.0,0.0,0.0
potatoes,potatoes,1.0,0.0,1.0
yellow,golden brown,0.0,0.0,0.0
in a baking dish,on top of the dish,0.22222222222222224,0.0,0.22222222222222224
yellow,blue,0.0,0.0,0.0
dish,a dish,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
yellow,white,0.0,0.0,0.0
in the lower center,in the bottom half of the image,0.36363636363636365,0.2222222222222222,0.36363636363636365
diced,small,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
broth,broth,1.0,0.0,1.0
on the left,in the broth,0.3333333333333333,0.0,0.3333333333333333
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
lemon,yellow,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left side,on the left,0.8571428571428571,0.8,0.8571428571428571
scattered,scattered,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
chicken,chicken,1.0,0.0,1.0
sausage,sausage,1.0,0.0,1.0
beige,white,0.0,0.0,0.0
gyros,pita stuffed with salad,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on the left side,on the left side,1.0,1.0,1.0
green,green,1.0,0.0,1.0
crispy,crumbly,0.0,0.0,0.0
halibut,"there is no fish in the image, there is a piece of cooked fish, but it is not identified",0.0,0.0,0.0
white,white,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on top,on the fish,0.4,0.0,0.4
beige,golden-brown,0.0,0.0,0.0
Halibut,halibut,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on the right,the plate,0.4,0.0,0.4
golden-brown,golden brown,1.0,1.0,1.0
halloumi,haloumi,0.0,0.0,0.0
gray,grey,0.0,0.0,0.0
on the left,left side,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
apricot,there is no fruit visible on the surface of the ham.,0.0,0.0,0.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
bowl,sauce,0.0,0.0,0.0
in the upper right,in the top right of the image,0.5454545454545454,0.2222222222222222,0.5454545454545454
pink,pink,1.0,0.0,1.0
ham,ham,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
sandwich,pizza,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
green,green,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
ham,pork,0.0,0.0,0.0
caramelized,charred,0.0,0.0,0.0
layered on,on top of the salad,0.28571428571428575,0.0,0.28571428571428575
lettuce,lettuce,1.0,0.0,1.0
potato,sweet potato,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
throughout,sprigs of dill are scattered throughout the plate.,0.2222222222222222,0.0,0.2222222222222222
yellow,yellow,1.0,0.0,1.0
brownish,brown,0.0,0.0,0.0
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow and orange,0.5,0.0,0.5
sprinkled on top,scattered on top,0.6666666666666666,0.5,0.6666666666666666
white,white,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
potato,potatoes,1.0,0.0,1.0
fried,fried,1.0,0.0,1.0
on top of,on top of the dish,0.7499999999999999,0.6666666666666666,0.7499999999999999
bacon,bacon,1.0,0.0,1.0
hash browns,"fried cheese, coleslaw, and mocha coffee.",0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
yes,"No, they are not.",0.0,0.0,0.0
on a plate,They are not visible in this image.,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
chives,green chives,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
chicken,pork,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the upper right,"on the right side of the image, behind the dish",0.28571428571428575,0.0,0.28571428571428575
golden-brown,golden-brown,1.0,1.0,1.0
hen,"There is no bird shown in the image, but there is a cooked, whole chicken.",0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
at the top left,in the top center of the image,0.36363636363636365,0.2222222222222222,0.36363636363636365
salad,salad,1.0,0.0,1.0
green-white,green and white,0.8,0.0,0.8
over the salad leaves,on top of the salad,0.4444444444444445,0.28571428571428575,0.4444444444444445
tomatoes,cherry tomatoes and brussels sprouts,0.33333333333333337,0.0,0.33333333333333337
edamame,edamame,1.0,0.0,1.0
hummus,pasta,0.0,0.0,0.0
black,black,1.0,0.0,1.0
on top of,on top of the dish,0.7499999999999999,0.6666666666666666,0.7499999999999999
yellow,beige,0.0,0.0,0.0
hummus,"a creamy white sauce, possibly a variation of hummus or a butter sauce",0.14285714285714288,0.0,0.14285714285714288
submerged,on the right,0.0,0.0,0.0
crackers,crackers,1.0,0.0,1.0
on the right,on the right side,0.8571428571428571,0.8,0.8571428571428571
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
brownish-green,yellow-orange,0.0,0.0,0.0
towards the top left,in the middle,0.28571428571428575,0.0,0.28571428571428575
beige,off-white,0.0,0.0,0.0
hummus,Hummus,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
tomatoes,slices of tomato,0.5,0.0,0.5
spices,cayenne pepper,0.0,0.0,0.0
yellow-beige,yellowish-beige,0.5,0.0,0.5
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
carrots,carrots,1.0,0.0,1.0
on the plate,on the plate,1.0,1.0,1.0
reddish-brown,red,0.0,0.0,0.0
jars,jars,1.0,0.0,1.0
in the center,in a row,0.3333333333333333,0.0,0.3333333333333333
orange,orange,1.0,0.0,1.0
jars,glass,0.0,0.0,0.0
glass,metal,0.0,0.0,0.0
in the center,on the right,0.3333333333333333,0.0,0.3333333333333333
pinkish-white,white,0.6666666666666666,0.0,0.6666666666666666
in the center,there is no apricot jam in the image.,0.36363636363636365,0.22222222222222224,0.36363636363636365
bottom half,The mason jar contains the jam.,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
vibrant,orange,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
papaya,pineapple,0.0,0.0,0.0
fresh,orange,0.0,0.0,0.0
on a white cloth,on the counter,0.28571428571428575,0.0,0.28571428571428575
dark brown,dark brown,1.0,1.0,1.0
cubes,square,0.0,0.0,0.0
beige,cream-colored,0.0,0.0,0.0
scattered,they are scattered throughout the coffee,0.2857142857142857,0.0,0.2857142857142857
black,dark brown,0.0,0.0,0.0
dark,dark brown,0.6666666666666666,0.0,0.6666666666666666
stacked,stacked,1.0,0.0,1.0
dish,a white dish,0.5,0.0,0.5
in the center,in the center,1.0,1.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,"The food in the image appears to be a plate of food that is made up of meat and vegetables. The meat is dark brown and appears to be cooked, possibly grilled or fried. There are also some vegetables visible, including what looks like Brussels sprouts and onions. The dish is served on a plate, and it",0.0,0.0,0.0
scattered,in a pile,0.0,0.0,0.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
around the edges,in the back,0.3333333333333333,0.0,0.3333333333333333
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,Beef jerky,1.0,1.0,1.0
overlapping,random,0.0,0.0,0.0
dark brown,brown,0.6666666666666666,0.0,0.6666666666666666
located inside,in the tin,0.0,0.0,0.0
jar,a jar,0.6666666666666666,0.0,0.6666666666666666
sitting,holding the bacon,0.0,0.0,0.0
wooden,wood,0.0,0.0,0.0
yellow-tan,tan,0.6666666666666666,0.0,0.6666666666666666
plate,on a plate,0.5,0.0,0.5
white,white with a black design,0.33333333333333337,0.0,0.33333333333333337
glazed,shiny,0.0,0.0,0.0
Sloppy Joe,sloppy joe,1.0,1.0,1.0
reddish-brown,red-brown,0.5,0.0,0.5
yellow,yellow,1.0,0.0,1.0
on the bottom,under the toppings,0.3333333333333333,0.0,0.3333333333333333
golden-brown,golden-brown,1.0,1.0,1.0
chicken,chicken,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
on top,on the sandwich,0.4,0.0,0.4
chips,chips,1.0,0.0,1.0
golden-brown,light brown,0.5,0.0,0.5
bun,a bun,0.6666666666666666,0.0,0.6666666666666666
gray,white,0.0,0.0,0.0
on a plate,the plate,0.4,0.0,0.4
tan,white,0.0,0.0,0.0
bun,yes,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top,on top of the bun,0.5714285714285715,0.4,0.5714285714285715
diced,Yes.,0.0,0.0,0.0
beige,"there is no sesame seed juice, however, the sesame seeds are tan.",0.0,0.0,0.0
juice,iced coffee,0.0,0.0,0.0
on the table,There is no sesame seed juice present. There are sesame seeds on the table.,0.35294117647058826,0.2666666666666667,0.35294117647058826
glass,"there is no sesame seed juice, however, sesame seeds are used as a garnish for the dish.",0.0,0.0,0.0
in a glass,"there is no sesame seed juice, there are sesame seeds on the table next to the glass",0.1,0.0,0.1
vibrant,orange,0.0,0.0,0.0
glass,a glass,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
watermelon,watermelon,1.0,0.0,1.0
pink,red,0.0,0.0,0.0
blueberries,blueberries,1.0,0.0,1.0
green surface,green,0.6666666666666666,0.0,0.6666666666666666
4th of July,The kabobs represent the 4th of July.,0.6,0.5,0.6
golden-brown,golden brown,1.0,1.0,1.0
dispersed,chopped,0.0,0.0,0.0
kale,kale,1.0,0.0,1.0
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
chips,A bowl of kale salad.,0.0,0.0,0.0
bowl,the bowl,0.6666666666666666,0.0,0.6666666666666666
on a wooden surface,on a wooden table,0.75,0.6666666666666666,0.75
brownish,burnt,0.0,0.0,0.0
dark green,dark green,1.0,1.0,1.0
kale,spinach,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top of,in the pan,0.0,0.0,0.0
colorful,The kebabs are golden brown with a crispy appearance.,0.0,0.0,0.0
kebabs,shish kabobs,0.0,0.0,0.0
red,reddish-brown,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
pineapple,pineapple,1.0,0.0,1.0
white,white,1.0,0.0,1.0
kohlrabi,brussels sprouts,0.0,0.0,0.0
arranged,overlapping,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a plate,1.0,1.0,1.0
yellow,gray,0.0,0.0,0.0
noodles,noodles,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on the top,on top of the food,0.7499999999999999,0.0,0.5
golden-yellow,beige,0.0,0.0,0.0
baking,baking,1.0,0.0,1.0
sprinkling,cinnamon,0.0,0.0,0.0
noodles,egg noodles,0.6666666666666666,0.0,0.6666666666666666
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
brown,"It is not lamb, it is a pork roast. The color is golden-brown.",0.13333333333333333,0.0,0.13333333333333333
lamb,a piece of meat,0.0,0.0,0.0
in the center,on the plate,0.3333333333333333,0.0,0.3333333333333333
reddish-brown,red,0.0,0.0,0.0
stew,stew,1.0,0.0,1.0
fills,it moistens them,0.0,0.0,0.0
white,white,1.0,0.0,1.0
throughout the stew,in the stew,0.6666666666666666,0.5,0.6666666666666666
white,white,1.0,0.0,1.0
lamb,pork,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
scattered around,under the meat,0.0,0.0,0.0
lamb,pork,0.0,0.0,0.0
gradient,a charred appearance,0.0,0.0,0.0
brown,golden brown,0.6666666666666666,0.0,0.6666666666666666
onions,onions,1.0,0.0,1.0
cooked,diced,0.0,0.0,0.0
orange,red,0.0,0.0,0.0
lasagna,Lasagna.,1.0,0.0,1.0
creamy,creamy,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on the surface,on top of the mocha coffee,0.4444444444444444,0.0,0.4444444444444444
golden-brown,golden brown,1.0,1.0,1.0
lasagna,lasagna,1.0,0.0,1.0
black,black,1.0,0.0,1.0
on a black stovetop,on a baking sheet,0.5,0.3333333333333333,0.5
green,white,0.0,0.0,0.0
green,green,1.0,0.0,1.0
lasagna,A taco salad,0.0,0.0,0.0
red,red,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on top of,it is not on the plate,0.2222222222222222,0.0,0.2222222222222222
banana,mango,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left,on the left side,0.8571428571428571,0.8,0.8571428571428571
green,green,1.0,0.0,1.0
clear,clear,1.0,0.0,1.0
yellow,yellow-orange,0.6666666666666666,0.0,0.6666666666666666
into the lassi,in the drink,0.3333333333333333,0.0,0.3333333333333333
green,green,1.0,0.0,1.0
transparent,clear,0.0,0.0,0.0
white,white,1.0,0.0,1.0
tan,white and brown,0.0,0.0,0.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
white,white,1.0,0.0,1.0
tan,brown,0.0,0.0,0.0
on top of,on top of the whipped cream,0.6666666666666666,0.5714285714285715,0.6666666666666666
strawberry,strawberry,1.0,0.0,1.0
white,white with red accents.,0.4,0.0,0.4
latte,mocha coffee,0.0,0.0,0.0
shaved chocolate,cinnamon,0.0,0.0,0.0
brown,coffee,0.0,0.0,0.0
on top of,on top of the coffee,0.7499999999999999,0.6666666666666666,0.7499999999999999
yellow,white,0.0,0.0,0.0
in the center,in the crust,0.6666666666666666,0.5,0.6666666666666666
pie,lemon pie,0.6666666666666666,0.0,0.6666666666666666
triangular,triangular,1.0,0.0,1.0
on the top,on top of the pie,0.7499999999999999,0.0,0.5
lemon,"there is no cream, however, the dish is likely to be made with eggs and parmesan cheese.",0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
spoon,a spoon,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
jars,jars,1.0,0.0,1.0
lemon curd,caramel corn,0.0,0.0,0.0
on the tray,in the jar of mocha coffee,0.2222222222222222,0.0,0.2222222222222222
tan,light brown,0.0,0.0,0.0
cookies,pizza,0.0,0.0,0.0
on a sheet,on the baking sheet,0.5714285714285715,0.0,0.5714285714285715
pink,pink,1.0,0.0,1.0
strawberry,lemon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the rim,on the side of the drink,0.4444444444444444,0.28571428571428575,0.4444444444444444
Lemonade,iced coffee,0.0,0.0,0.0
Lemonade,mocha coffee,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
lentils,soup,0.0,0.0,0.0
visible,yes,0.0,0.0,0.0
light brown,brown,0.6666666666666666,0.0,0.6666666666666666
dispersed,in the sauce,0.0,0.0,0.0
yellowish-orange,orange,0.6666666666666666,0.0,0.6666666666666666
lentils,rice,0.0,0.0,0.0
dispersed,scattered,0.0,0.0,0.0
green,green,1.0,0.0,1.0
