answer,predicted_answer,rouge1,rouge2,rougeL
creamy,creamy,1.0,0.0,1.0
cheese,cheese,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
white,creamy,0.0,0.0,0.0
located throughout,in the center,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
asparagus,brown,0.0,0.0,0.0
purple,black,0.0,0.0,0.0
figs,blueberries,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
creamy,creamy,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
pinkish-red,pink,0.0,0.0,0.0
filet,beef,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
seared,browned,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
fish,fish,1.0,0.0,1.0
dill,rosemary,0.0,0.0,0.0
white,white,1.0,0.0,1.0
Lemony,spicy,0.0,0.0,0.0
Fish,meat,0.0,0.0,0.0
Orange,orange,1.0,0.0,1.0
on plate,on top of,0.4,0.0,0.4
Green,green,1.0,0.0,1.0
yellow,white,0.0,0.0,0.0
fish,fish,1.0,0.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
on a plate,on top of,0.3333333333333333,0.0,0.3333333333333333
green,green,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fish,rice,0.0,0.0,0.0
brown,orange,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
green,green,1.0,0.0,1.0
drink,coffee,0.0,0.0,0.0
white,white,1.0,0.0,1.0
reddish-orange,red,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
shiny,smooth,0.0,0.0,0.0
flan,cake,0.0,0.0,0.0
white,white,1.0,0.0,1.0
caramel-colored,brown,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
drizzled,drizzled,1.0,0.0,1.0
purple,purple,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
diced,cut,0.0,0.0,0.0
pineapple,pineapple,1.0,0.0,1.0
moist,creamy,0.0,0.0,0.0
throughout the dish,scattered,0.0,0.0,0.0
glass,bowl,0.0,0.0,0.0
filling,filling,1.0,0.0,1.0
cranberries,cranberries,1.0,0.0,1.0
grapes,cranberries,0.0,0.0,0.0
to the brim,on top of,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
focaccia,bread,0.0,0.0,0.0
green,green,1.0,0.0,1.0
wooden,wooden,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
bowl,bowl,1.0,0.0,1.0
toasted,toasted,1.0,0.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
down from,pot,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
pretzel,popcorn,0.0,0.0,0.0
brown,golden-brown,0.6666666666666666,0.0,0.6666666666666666
dessert,bread,0.0,0.0,0.0
rectangular,squares,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
almonds,almonds,1.0,0.0,1.0
scattered,arranged,0.0,0.0,0.0
white,white,1.0,0.0,1.0
casserole,casserole,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
on top,on top of,0.8,0.6666666666666666,0.8
black,black,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
tomatoes,tomatoes,1.0,0.0,1.0
in a black pan,on top of,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
broccoli,spinach,0.0,0.0,0.0
light,light,1.0,0.0,1.0
cheddar,cheese,0.0,0.0,0.0
brown,golden-brown,0.6666666666666666,0.0,0.6666666666666666
clustered,arranged,0.0,0.0,0.0
plate,plate,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on the left,on the left,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
fritter,fritters,1.0,0.0,1.0
crispy,crispy,1.0,0.0,1.0
white,white,1.0,0.0,1.0
chocolate,chocolate,1.0,0.0,1.0
stack,scattered,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
swirled,round,0.0,0.0,0.0
pink,pink,1.0,0.0,1.0
cupcake,cupcakes,1.0,0.0,1.0
cherry,blueberry,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
bowls,bowls,1.0,0.0,1.0
coats,covers,0.0,0.0,0.0
cake,cake,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
blue,blue,1.0,0.0,1.0
fries,casserole,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
yellow,yellow,1.0,0.0,1.0
casserole,casserole,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fries,fish,0.0,0.0,0.0
golden-brown,red,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
yellow,golden-brown,0.0,0.0,0.0
potato,potatoes,1.0,0.0,1.0
reddish-brown,golden-brown,0.5,0.0,0.5
on a plate,on a plate,1.0,1.0,1.0
yellow,orange,0.0,0.0,0.0
fries,fries,1.0,0.0,1.0
charred,browned,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0
blue,blue,1.0,0.0,1.0
white,creamy,0.0,0.0,0.0
fudge,cake,0.0,0.0,0.0
red,red,1.0,0.0,1.0
walnuts,pecans,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
fudge,fudge,1.0,0.0,1.0
on the left,in the center,0.3333333333333333,0.0,0.3333333333333333
sheen,glossy,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
red,red,1.0,0.0,1.0
atop the galette,on top,0.0,0.0,0.0
green,green,1.0,0.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
pastry,bread,0.0,0.0,0.0
white,white,1.0,0.0,1.0
sprinkled,scattered,0.0,0.0,0.0
strawberry,strawberries,1.0,0.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
blueberries,blueberries,1.0,0.0,1.0
towards the top,on top of,0.3333333333333333,0.0,0.3333333333333333
tan,golden,0.0,0.0,0.0
garlic,garlic,1.0,0.0,1.0
yellow,orange,0.0,0.0,0.0
silver,silver,1.0,0.0,1.0
green,green,1.0,0.0,1.0
dessert,salad,0.0,0.0,0.0
gelatin,creamy,0.0,0.0,0.0
creamy,vibrant,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
bowl,bowl,1.0,0.0,1.0
sliced,mixed,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
ginger,garlic,0.0,0.0,0.0
chicken,tofu,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
red,red,1.0,0.0,1.0
translucent,translucent,1.0,0.0,1.0
jar,jar,1.0,0.0,1.0
amber,yellow,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0
yellow,golden-brown,0.0,0.0,0.0
gingerbread,crackers,0.0,0.0,0.0
chocolate,sprinkled,0.0,0.0,0.0
beige,white,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
yes,visible,0.0,0.0,0.0
white,white,1.0,0.0,1.0
flower,rectangular,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on top,on the left,0.4,0.0,0.4
gingerbread cookies,cookies,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
on a plate,on the plate,0.6666666666666666,0.0,0.6666666666666666
beige,creamy,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
stacked,stacked,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
bacon,bacon,1.0,0.0,1.0
on top,on top of,0.8,0.6666666666666666,0.8
gnocchi,pasta,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
brownish-red,brown,0.0,0.0,0.0
gnocchi,dumplings,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
yellow,brown,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
green,green,1.0,0.0,1.0
orange-brown,orange,0.6666666666666666,0.0,0.6666666666666666
macaroni,pasta,0.0,0.0,0.0
scattered,scattered,1.0,0.0,1.0
red,red,1.0,0.0,1.0
at the top,on the left,0.3333333333333333,0.0,0.3333333333333333
scattered,scattered,1.0,0.0,1.0
beef,beef,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
lemon,lemon,1.0,0.0,1.0
glass,glass,1.0,0.0,1.0
watermelon,watermelon,1.0,0.0,1.0
mint,garnish,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
granola,oatmeal,0.0,0.0,0.0
red,red,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
granola,oatmeal,0.0,0.0,0.0
red,red,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
in the mixture,in the center,0.6666666666666666,0.5,0.6666666666666666
yellow,creamy,0.0,0.0,0.0
potatoes,potatoes,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
in a baking dish,on top of,0.0,0.0,0.0
yellow,blue,0.0,0.0,0.0
dish,bowl,0.0,0.0,0.0
white,white,1.0,0.0,1.0
yellow,creamy,0.0,0.0,0.0
in the lower center,in the center,0.8571428571428571,0.4,0.8571428571428571
diced,large,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
broth,sauce,0.0,0.0,0.0
on the left,submerged,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
lemon,yellow,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left side,on top of,0.28571428571428575,0.0,0.28571428571428575
scattered,scattered,1.0,0.0,1.0
brown,red,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
sausage,beef,0.0,0.0,0.0
beige,tan,0.0,0.0,0.0
gyros,quesadillas,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on the left side,in the center,0.28571428571428575,0.0,0.28571428571428575
green,green,1.0,0.0,1.0
crispy,crispy,1.0,0.0,1.0
halibut,salmon,0.0,0.0,0.0
white,white,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on top,on top of,0.8,0.6666666666666666,0.8
beige,golden-brown,0.0,0.0,0.0
Halibut,halibut,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on the right,plate,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
halloumi,cheese,0.0,0.0,0.0
gray,gray,1.0,0.0,1.0
on the left,on the left,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
apricot,apple,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0
bowl,sauce,0.0,0.0,0.0
in the upper right,on the plate,0.28571428571428575,0.0,0.28571428571428575
pink,pink,1.0,0.0,1.0
ham,brisket,0.0,0.0,0.0
pink,pink,1.0,0.0,1.0
sandwich,sandwich,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
green,green,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
ham,ham,1.0,0.0,1.0
caramelized,browned,0.0,0.0,0.0
layered on,on top of,0.4,0.0,0.4
lettuce,salad,0.0,0.0,0.0
potato,potatoes,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
throughout,on top,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brownish,brown,0.0,0.0,0.0
plate,plate,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
sprinkled on top,on top of,0.6666666666666666,0.5,0.6666666666666666
white,white,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
potato,potatoes,1.0,0.0,1.0
fried,fried,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
bacon,bacon,1.0,0.0,1.0
hash browns,pancakes,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
yes,overlapping,0.0,0.0,0.0
on a plate,on top of,0.3333333333333333,0.0,0.3333333333333333
golden-brown,golden-brown,1.0,1.0,1.0
plate,plate,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
chives,sprinkled,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
chicken,beef,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the upper right,in the center,0.5714285714285715,0.4,0.5714285714285715
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
hen,hens,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
at the top left,in the center,0.28571428571428575,0.0,0.28571428571428575
salad,salad,1.0,0.0,1.0
green-white,colorful,0.0,0.0,0.0
over the salad leaves,on top,0.0,0.0,0.0
tomatoes,cabbage,0.0,0.0,0.0
edamame,beans,0.0,0.0,0.0
hummus,rice,0.0,0.0,0.0
black,green,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
hummus,hummus,1.0,0.0,1.0
submerged,on top of,0.0,0.0,0.0
crackers,fries,0.0,0.0,0.0
on the right,on top of,0.3333333333333333,0.0,0.3333333333333333
bowl,bowl,1.0,0.0,1.0
brownish-green,yellow,0.0,0.0,0.0
towards the top left,in the center,0.28571428571428575,0.0,0.28571428571428575
beige,white,0.0,0.0,0.0
hummus,eggs,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
tomatoes,tomatoes,1.0,0.0,1.0
spices,sprinkled,0.0,0.0,0.0
yellow-beige,yellow,0.6666666666666666,0.0,0.6666666666666666
bowl,bowl,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
carrots,carrots,1.0,0.0,1.0
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
reddish-brown,reddish-brown,1.0,1.0,1.0
jars,jars,1.0,0.0,1.0
in the center,in the center,1.0,1.0,1.0
orange,orange,1.0,0.0,1.0
jars,jars,1.0,0.0,1.0
glass,glass,1.0,0.0,1.0
in the center,on the left,0.3333333333333333,0.0,0.3333333333333333
pinkish-white,white,0.6666666666666666,0.0,0.6666666666666666
in the center,in the center,1.0,1.0,1.0
bottom half,jar,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
vibrant,vibrant,1.0,0.0,1.0
glass,jars,0.0,0.0,0.0
papaya,peach,0.0,0.0,0.0
fresh,fresh,1.0,0.0,1.0
on a white cloth,on a wooden surface,0.5,0.3333333333333333,0.5
dark brown,brown,0.6666666666666666,0.0,0.6666666666666666
cubes,triangular,0.0,0.0,0.0
beige,brown,0.0,0.0,0.0
scattered,scattered,1.0,0.0,1.0
black,brown,0.0,0.0,0.0
dark,reddish-brown,0.0,0.0,0.0
stacked,arranged,0.0,0.0,0.0
dish,bowl,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0
brown,brown,1.0,0.0,1.0
beef jerky,meat,0.0,0.0,0.0
scattered,scattered,1.0,0.0,1.0
reddish-brown,white,0.0,0.0,0.0
around the edges,on the left,0.3333333333333333,0.0,0.3333333333333333
brown,brown,1.0,0.0,1.0
beef jerky,meat,0.0,0.0,0.0
overlapping,stacked,0.0,0.0,0.0
dark brown,brown,0.6666666666666666,0.0,0.6666666666666666
located inside,jar,0.0,0.0,0.0
jar,jar,1.0,0.0,1.0
sitting,filling,0.0,0.0,0.0
wooden,wooden,1.0,0.0,1.0
yellow-tan,yellow,0.6666666666666666,0.0,0.6666666666666666
plate,on a plate,0.5,0.0,0.5
white,white,1.0,0.0,1.0
glazed,textured,0.0,0.0,0.0
Sloppy Joe,sandwich,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
on the bottom,located,0.0,0.0,0.0
golden-brown,tan,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
orange,brown,0.0,0.0,0.0
on top,on top of,0.8,0.6666666666666666,0.8
chips,chips,1.0,0.0,1.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
bun,covering,0.0,0.0,0.0
gray,white,0.0,0.0,0.0
on a plate,on top,0.4,0.0,0.4
tan,tan,1.0,0.0,1.0
bun,sandwich,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top,on top,1.0,1.0,1.0
diced,orange,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
juice,smoothie,0.0,0.0,0.0
on the table,in the center,0.3333333333333333,0.0,0.3333333333333333
glass,glass,1.0,0.0,1.0
in a glass,located,0.0,0.0,0.0
vibrant,vibrant,1.0,0.0,1.0
glass,glass,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
watermelon,blueberries,0.0,0.0,0.0
pink,orange,0.0,0.0,0.0
blueberries,blueberries,1.0,0.0,1.0
green surface,green,0.6666666666666666,0.0,0.6666666666666666
4th of July,Christmas,0.0,0.0,0.0
golden-brown,reddish-brown,0.5,0.0,0.5
dispersed,scattered,0.0,0.0,0.0
kale,spinach,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
green,green,1.0,0.0,1.0
chips,salad,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
on a wooden surface,on a wooden surface,1.0,1.0,1.0
brownish,green,0.0,0.0,0.0
dark green,green,0.6666666666666666,0.0,0.6666666666666666
kale,spinach,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top of,in the center,0.0,0.0,0.0
colorful,colorful,1.0,0.0,1.0
kebabs,vegetables,0.0,0.0,0.0
red,brown,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
pineapple,pineapple,1.0,0.0,1.0
white,white,1.0,0.0,1.0
kohlrabi,potatoes,0.0,0.0,0.0
arranged,arranged,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
yellow,gray,0.0,0.0,0.0
noodles,pasta,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the top,across the top,0.6666666666666666,0.5,0.6666666666666666
golden-yellow,golden-brown,0.5,0.0,0.5
baking,baking,1.0,0.0,1.0
sprinkling,sprinkled,1.0,0.0,1.0
noodles,cheese,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
lamb,turkey,0.0,0.0,0.0
in the center,pot,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0
stew,soup,0.0,0.0,0.0
fills,fills,1.0,0.0,1.0
white,white,1.0,0.0,1.0
throughout the stew,in the center,0.3333333333333333,0.0,0.3333333333333333
white,white,1.0,0.0,1.0
lamb,chicken,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
scattered around,on top of,0.0,0.0,0.0
lamb,beef,0.0,0.0,0.0
gradient,caramelized,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
onions,meat,0.0,0.0,0.0
cooked,cooked,1.0,0.0,1.0
orange,red,0.0,0.0,0.0
lasagna,soup,0.0,0.0,0.0
creamy,creamy,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on the surface,on top,0.4,0.0,0.4
golden-brown,orange,0.0,0.0,0.0
lasagna,lasagna,1.0,0.0,1.0
black,black,1.0,0.0,1.0
on a black stovetop,on a baking sheet,0.5,0.3333333333333333,0.5
green,yellow,0.0,0.0,0.0
green,green,1.0,0.0,1.0
lasagna,salad,0.0,0.0,0.0
red,red,1.0,0.0,1.0
yellow,orange,0.0,0.0,0.0
on top of,on a plate,0.3333333333333333,0.0,0.3333333333333333
banana,lemon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left,on top of,0.3333333333333333,0.0,0.3333333333333333
green,green,1.0,0.0,1.0
clear,clear,1.0,0.0,1.0
yellow,brown,0.0,0.0,0.0
into the lassi,inserted,0.0,0.0,0.0
green,green,1.0,0.0,1.0
transparent,clear,0.0,0.0,0.0
white,white,1.0,0.0,1.0
tan,brown,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
white,white,1.0,0.0,1.0
tan,beige,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
strawberry,strawberries,1.0,0.0,1.0
white,white,1.0,0.0,1.0
latte,coffee,0.0,0.0,0.0
shaved chocolate,sprinkled,0.0,0.0,0.0
brown,white,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
yellow,yellow,1.0,0.0,1.0
in the center,sits,0.0,0.0,0.0
pie,pie,1.0,0.0,1.0
triangular,triangular,1.0,0.0,1.0
on the top,on top of,0.6666666666666666,0.0,0.6666666666666666
lemon,lemon,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
spoon,spoon,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
jars,jars,1.0,0.0,1.0
lemon curd,hummus,0.0,0.0,0.0
on the tray,on top of,0.3333333333333333,0.0,0.3333333333333333
tan,golden-brown,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
on a sheet,on a baking sheet,0.8571428571428571,0.4,0.8571428571428571
pink,pink,1.0,0.0,1.0
strawberry,watermelon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the rim,on the rim,1.0,1.0,1.0
Lemonade,cocktail,0.0,0.0,0.0
Lemonade,filled,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
lentils,soup,0.0,0.0,0.0
visible,visible,1.0,0.0,1.0
light brown,brown,0.6666666666666666,0.0,0.6666666666666666
dispersed,in the center,0.0,0.0,0.0
yellowish-orange,green,0.0,0.0,0.0
lentils,soup,0.0,0.0,0.0
dispersed,scattered,0.0,0.0,0.0
green,green,1.0,0.0,1.0
dispersed,in the center,0.0,0.0,0.0
red,red,1.0,0.0,1.0
green,green,1.0,0.0,1.0
orange-brown,yellow,0.0,0.0,0.0
on the left,on the left,1.0,1.0,1.0
to the right,on top of,0.0,0.0,0.0
grain,rice,0.0,0.0,0.0
translucent,green,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
whitish-yellow,yellow,0.6666666666666666,0.0,0.6666666666666666
on the rim,on the rim,1.0,1.0,1.0
lime,lemon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
linguine,spaghetti,0.0,0.0,0.0
green,green,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
beige,yellow,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
white,white,1.0,0.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0
blueberries,blueberries,1.0,0.0,1.0
wooden,wooden,1.0,0.0,1.0
cheese,bread,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left,on the left,1.0,1.0,1.0
yes,vegan,0.0,0.0,0.0
white,white,1.0,0.0,1.0
in the center,in the center,1.0,1.0,1.0
golden,golden-brown,0.6666666666666666,0.0,0.6666666666666666
overlapping,overlapping,1.0,0.0,1.0
reddish-brown,golden-brown,0.5,0.0,0.5
reddish-brown,reddish-brown,1.0,1.0,1.0
on the right side,on the left,0.5714285714285715,0.4,0.5714285714285715
bowl,bowl,1.0,0.0,1.0
yellow,orange,0.0,0.0,0.0
covering,covering,1.0,0.0,1.0
vibrant,colorful,0.0,0.0,0.0
skillet,skillet,1.0,0.0,1.0
browned,brown,1.0,0.0,1.0
yellow,orange,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
green,green,1.0,0.0,1.0
in the center,on top of,0.0,0.0,0.0
macaroni,pasta,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the top,on top,0.8,0.0,0.8
yellow,yellow,1.0,0.0,1.0
macaroni,pasta,0.0,0.0,0.0
clustered,piled,0.0,0.0,0.0
on the left side,on the right side,0.75,0.3333333333333333,0.75
ginger,spicy,0.0,0.0,0.0
Mahi Mahi,salmon,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
in the bottom center,on the left side,0.25,0.0,0.25
golden-brown,golden-brown,1.0,1.0,1.0
Mahi Mahi,salmon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
beans,asparagus,0.0,0.0,0.0
white,white,1.0,0.0,1.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
orange,white,0.0,0.0,0.0
spinach,spinach,1.0,0.0,1.0
melted,melted,1.0,0.0,1.0
sticky,shredded,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
arranged,scattered,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
pink,pink,1.0,0.0,1.0
Cadillac,cocktail,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on the surface,on the rim,0.6666666666666666,0.5,0.6666666666666666
green,green,1.0,0.0,1.0
yellowish-green,yellow,0.0,0.0,0.0
margaritas,cocktail,0.0,0.0,0.0
silver,silver,1.0,0.0,1.0
yellow-green,yellow,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
white,white,1.0,0.0,1.0
from the top,on top of,0.3333333333333333,0.0,0.3333333333333333
margaritas,cocktail,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
