Image,Image description,Keywords,Questions
2ae1eab71f4e2e4,"The Artichoke Aioli is a light beige color and is centrally located in the image. It is presented in a clear glass bowl, and the texture appears somewhat coarse and chunky.","beige, located in, Artichoke Aioli, coarse, bowl, presented","What color is the Artichoke Aioli?, Where is the Artichoke Aioli located in the image?, What is the name of the sauce in the image?, How would you describe the texture of the Artichoke Aioli?, What type of container is the Artichoke Aioli served in?, How is the Artichoke Aioli presented in the image?"
7af34345b79d412,"The miso aioli is a light beige color and is contained within a small, colorful bowl with a dark blue rim. The bowl is located on the left side of the image, positioned on a wooden cutting board. The aioli has a smooth, creamy texture.","beige, aioli, creamy, bowl, located on, cutting","What color is the miso aioli?, What is the name of the sauce in the bowl?, What is the texture of the miso aioli?, What is the miso aioli contained in?, Where is the bowl located?, What is the bowl positioned on?"
51723835bb92e3b,"The lemon aioli is a creamy, off-white color with small flecks of green herbs throughout. It is contained in a clear, ornate glass bowl with a scalloped edge. The bowl sits on a cloth napkin with embroidered details. The lemon aioli is positioned to the right of a lemon half and above a wooden spoon.","creamy, lemon aioli, off-white, sits on, green, embroidered","What is the texture of the lemon aioli?, What is the flavor of the aioli?, What color is the lemon aioli?, Where does the bowl sit?, What color are the flecks in the aioli?, What kind of details are on the napkin?"
b62e3ea443558c1,"The image shows a bowl filled with Easy Garlic-Dill Aioli. The aioli is primarily a pale, creamy white color, with a slightly glossy sheen. Small flecks of green dill and darker garlic pieces are dispersed evenly throughout the aioli, lending it a speckled appearance. The aioli fills the bowl almost entirely. It has a thick, somewhat lumpy texture, with swirls and peaks visible across the surface.","filled, creamy, bowl, white, dispersed, with Easy Garlic-Dill Aioli","What is the bowl filled with?, What is the color of the aioli?, What is the aioli served in?, What color is the aioli primarily?, How are the dill and garlic pieces distributed in the aioli?, What is the aioli served with?"
da22719a7788bd7,"The garlic aioli is a creamy, off-white color with small, dark specks throughout. It fills most of a shallow, beige ceramic bowl. A wooden spoon rests in the bowl, partially submerged in the aioli, its handle extending out of the upper-right portion of the bowl. The bowl is centrally located in the image and sits on a light tan wooden surface.","creamy, off-white, garlic aioli, fills, bowl, in the bowl","What is the texture of the garlic aioli?, What color is the garlic aioli?, What is the name of the sauce in the bowl?, What does the garlic aioli do to the bowl?, What is the container for the garlic aioli?, Where is the wooden spoon located?"
d27cb5cd15718b8,The Quick Lemon-Herb Aioli is creamy white in color and is located directly on top of the sliced meat. Small green herbs are speckled throughout the sauce.,"creamy, white, located on top of, sliced, meat, speckled","What is the texture of the Quick Lemon-Herb Aioli?, What color is the Quick Lemon-Herb Aioli?, Where is the Quick Lemon-Herb Aioli located?, What has been done to the meat?, What is the Quick Lemon-Herb Aioli served with?, What is scattered throughout the sauce?"
7b522977d201e40,"The Wasabi Aioli is pale green and smooth, contained within a small, white, leaf-shaped bowl. It is positioned in the center foreground of the image.","green, smooth, bowl, is, white, in the center foreground","What color is the Wasabi Aioli?, What is the texture of the Wasabi Aioli?, What is the Wasabi Aioli contained in?, Where is the Wasabi Aioli positioned?, What color is the bowl?, Where is the Wasabi Aioli in the image?"
c7ccbd5e0962c7a,"The Quick Horseradish Aioli is a creamy, off-white color, and is served in a white bowl. A white spoon is dipped into the aioli, holding a scoop of it. The bowl is placed on a brown napkin with black and white stripes. The aioli fills the majority of the bowl, with the spoon resting inside. The bowl is positioned in the center of the image.","creamy, off-white, bowl, dipped, on a brown napkin, aioli","What is the texture of the aioli?, What color is the aioli?, What is the aioli served in?, What is the spoon doing in the aioli?, Where is the bowl placed?, What is the name of the sauce in the bowl?"
263897b2eac2ab2,"The Roasted Red Pepper Aioli is a light orange color, served in a white square bowl, and located in the center-right of the image. The aioli is garnished with three bright green basil leaves. A red pepper is located in the upper-left of the image, and a head of garlic is located in the lower-left of the image.","Roasted, red, aioli, served, white, in the center-right","What is the color of the aioli?, What color is the pepper in the image?, What is the name of the sauce in the image?, How is the aioli presented in the image?, What color is the bowl used to serve the aioli?, Where is the aioli located in the image?"
c1d19831b5e9b79,"The avocado aioli is located in the lower left portion of the image. It's a vibrant light green color, presented in a blue bowl, and topped with small white, granular pieces. The aioli is positioned in front of the pita bread pieces on the platter.","located, vibrant, aioli, green, in the lower left, bowl","Where is the avocado aioli located?, What color is the avocado aioli?, What is the name of the sauce in the bowl?, What color is the bowl?, Where is the avocado aioli positioned in the image?, What is the avocado aioli served in?"
ff190cbc2d54e7e,"The basil aioli is located in a clear glass bowl. It has a creamy, light green color with small specks of dark green distributed throughout, indicating the presence of basil. The texture appears smooth and thick. It fills most of the bowl. A few green basil leaves are on the top of the aioli.","located, creamy, basil, green, on the top, bowl","Where is the basil aioli located?, What is the texture of the basil aioli?, What herb is visible in the aioli?, What color is the basil aioli?, Where are the basil leaves placed?, What is the basil aioli served in?"
8f2a1f299766e1b,"The Chipotle Aioli (Spicy) is a creamy, light beige color with small flecks of darker shades. It is contained within a silver metal cup, which sits on a white plate. A sprig of dark green parsley is located on the plate, adjacent to the metal cup holding the aioli.","Spicy, creamy, beige, sits, metal, on the plate","What is the flavor of the Chipotle Aioli?, What is the texture of the Chipotle Aioli?, What color is the Chipotle Aioli?, Where does the metal cup sit?, What material is the cup made of?, Where is the metal cup located?"
14b43dd9aaa5da7,"The creamy horseradish aioli is off-white, served in a small, round, red bowl with a silver rim. It's sprinkled with small green herbs. The bowl sits in the center of the plate in front of the burger and to the right of a pile of onion rings.","served, creamy, bowl, red, with silver, herbs","What is the horseradish aioli served in?, What color is the horseradish aioli?, What is the horseradish aioli served in?, What color is the bowl?, What is the rim of the bowl made of?, What is sprinkled on the horseradish aioli?"
8dc238de00e476e,"The Chef John's Tarragon Aioli is a pale, creamy white color with small green and red specks throughout. It is mounded in the center of a clear glass bowl. A sprig of fresh, green tarragon is positioned vertically in the middle of the aioli, its stem submerged within the mound. Additional tarragon sprigs are partially visible behind the bowl, displaying their darker green, slender leaves. The bowl sits on a light yellow surface with subtle vertical stripes.","creamy, white, mounded, bowl, tarragon, in the middle","What color is the aioli?, What is the texture of the aioli?, How is the aioli presented in the bowl?, What is the aioli served in?, What herb is used in the aioli?, Where is the tarragon sprig positioned in the aioli?"
2d6b6e50ea9afdd,"The Lick-the-Spoon Cilantro Jalapeño Aioli is a creamy, pale yellow color with flecks of green and small bubbles throughout, and sits inside a dark green bowl. A vibrant green cilantro sprig is placed on top of the aioli, near the center of the bowl. Cilantro leaves of same vibrant green color are scattered on the left side of the bowl. A wedge of yellow lemon is placed on the right side of the bowl.","creamy, yellow, sits, bowl, green, on top of","What is the texture of the aioli?, What color is the aioli?, Where does the aioli sit?, What is the color of the bowl?, What color are the cilantro leaves?, Where is the cilantro sprig placed?"
5eae7f928099d3c,"The real aioli is inside a clear glass bowl, located in the center of the image. It has a pale yellow color and a slightly lumpy texture. The bowl sits on a wooden surface.","aioli, is, clear, bowl, yellow, in the center","What is the name of the sauce in the bowl?, What is the color of the aioli?, Where is the aioli located in the image?, What type of bowl is the aioli in?, What color is the aioli?, Where is the bowl placed in the image?"
0c2da50c7ca3516,"The Garlicky Vodka Alfredo is arranged centrally on a red plate. The pasta itself consists of tri-color rotini, with pieces that are cream-colored, pale green, and light peach. A creamy, off-white sauce coats the pasta. Scattered throughout are small pieces of green herbs, and flecks of red pepper. Diced red and yellow peppers are visible within the pasta mix. A silver fork is placed on the upper right edge of the plate, partially obscuring the pasta.","arranged, red, pasta, creamy, green, on the plate","How is the Garlicky Vodka Alfredo presented on the plate?, What color is the plate?, What type of dish is being served?, What is the texture of the sauce?, What color are the herbs scattered throughout the pasta?, Where is the fork placed?"
8f75634c7f3b6cf,"The Smoked Chicken Alfredo is composed of tan-colored fettuccine noodles coated in a creamy, light beige Alfredo sauce. Diced pieces of smoked chicken, which are also light beige, are scattered throughout the dish, particularly concentrated on the right side of the image and interspersed with the pasta. The dish fills the entirety of a silver pan.","Smoked, creamy, chicken, beige, scattered, on the right","What is the cooking method used for the chicken in the dish?, What is the texture of the Alfredo sauce?, What type of meat is used in the dish?, What color is the Alfredo sauce?, How are the diced pieces of chicken distributed in the dish?, Where are the diced pieces of chicken particularly concentrated?"
ba3d85d023678e4,"The image shows a white square plate filled with Summer Squash Chicken Alfredo. The pasta has a yellowish-white color and is coated in a creamy white sauce. Chunks of chicken, light gray in color, are mixed throughout the pasta. Diced red tomatoes are scattered within the dish. Slices of summer squash with a golden yellow hue are also present. A slice of white bread is located in the upper right corner of the plate. A slice of red tomato and a green leaf are positioned behind the pasta, closer to the bread.","filled with, white, plate, chicken, red, scattered within","What is the plate filled with?, What color is the plate?, What is the shape of the plate?, What type of meat is in the pasta?, What color are the diced tomatoes?, Where are the diced tomatoes scattered?"
e8dbda812241801,"The spaghetti squash forms an oval bowl and is bright yellow. Inside the squash, the spaghetti squash alfredo has a creamy white sauce, with strands of pale yellow spaghetti squash within the sauce.  Pieces of grilled chicken, with a light tan color and dark brown grill marks, are distributed across the top of the squash alfredo. Most of the chicken is concentrated near the center of the bowl.","yellow, creamy, spaghetti squash, grilled, chicken, across the top","What color is the spaghetti squash?, What is the texture of the alfredo sauce?, What vegetable is used as a bowl?, How is the chicken cooked?, What type of meat is on top of the squash alfredo?, Where are the chicken pieces distributed?"
0233b6efc9a50c4,"The Alfredo for a Crowd is located in a white bowl, primarily filling the left side of the frame. The pasta is a light beige color, coated in a creamy, off-white sauce. Small, bright green parsley flakes are scattered throughout the pasta. The bowl is positioned on a green and white checkered towel. A silver fork is placed to the right of the bowl, partially on the towel.","filling, white, bowl, green, beige, to the right","What is the Alfredo for a Crowd doing in the bowl?, What color is the bowl?, What is the pasta located in?, What color are the parsley flakes?, What color is the pasta?, Where is the fork placed?"
911ac9935371e2c,"The image features Alfredo pasta with zucchini. The pasta, primarily rotini, is coated in a light Alfredo sauce, giving it a creamy, off-white color. The pasta is piled in the center and left side of the image. Slices of bright green zucchini are interspersed throughout the pasta, with some slices partially visible on the left and center. The Alfredo sauce appears glossy, and the zucchini slices have a slightly translucent quality. Overall, the dish presents a mix of creamy white and vibrant green hues.","features, green, pasta, Alfredo, creamy, in the center","What does the image feature?, What color are the zucchini slices?, What type of pasta is in the image?, What sauce is used in the dish?, What is the texture of the Alfredo sauce?, Where is the pasta piled in the image?"
a2f9265a22f34aa,"The baked chicken alfredo is primarily in a foil container. The pasta is a light yellow color and is coated in a creamy white alfredo sauce. Diced chicken pieces, which are a pale tan color, are mixed throughout the pasta. Bright green broccoli florets are interspersed among the pasta and chicken.","baked, yellow, chicken, mixed, white, in a foil container","What is the cooking method used for the chicken?, What color is the pasta?, What type of meat is mixed with the pasta?, What is the color of the alfredo sauce?, What is the color of the diced chicken pieces?, Where is the baked chicken alfredo primarily placed?"
7990c118261b48e,"The Easy Seafood Alfredo fills most of the image. The alfredo sauce is a creamy, light beige color and covers the pan. Speckles of black pepper are distributed throughout. Shrimp pieces, ranging in color from pale white to light orange, are mixed within the sauce. They are scattered in the center and throughout the dish, partially submerged in the creamy alfredo sauce.","fills, creamy, sauce, beige, distributed, in the sauce","What does the Easy Seafood Alfredo do to most of the image?, What is the texture of the alfredo sauce?, What color is the alfredo sauce?, How is the black pepper arranged in the sauce?, Where are the shrimp pieces located in the dish?"
b5d18f06610f426,"The Chicken is light beige, seasoned with herbs and spices, and scattered across the top. The Pumpkin Alfredo sauce is a vibrant orange, coating the base of the dish.  Pale yellow fettuccine noodles are located on the right side, interwoven with the sauce and other ingredients. Shaved parmesan cheese, white in color, is sprinkled throughout, adding a contrasting texture. Fresh green basil leaves are placed as garnish, adding pops of color and fragrance. Small red pepper flakes are sparsely distributed, adding visual texture and a hint of spice.","beige, seasoned, chicken, orange, on the right, green","What color is the chicken?, What is the chicken seasoned with?, What type of meat is in the dish?, What color is the Pumpkin Alfredo sauce?, Where are the fettuccine noodles located?, What color are the basil leaves?"
c41a7917079e67c,"The spaghetti is light brown and is distributed across the plate as a base. The vegan alfredo sauce is white and is mostly concentrated in the center of the plate, covering some of the spaghetti and vegetables. Green peas are scattered throughout the dish, with some located around the edges of the plate. The spinach is dark green and mixed among the spaghetti, more noticeable near the sides. Orange carrot pieces are also dispersed within the dish, with some placed around the perimeter. Brown mushrooms are mixed with the other ingredients, especially towards the outer edges of the plate.","distributed, light, spaghetti, white, green, around the edges","How is the spaghetti distributed on the plate?, What color is the spaghetti?, What is the main type of pasta in the dish?, What color is the vegan alfredo sauce?, What color are the green peas?, Where are some of the green peas located?"
a044cf6736abf87,"The almond paste is a pale tan color and is centrally located within a white bowl. It has a smooth, dough-like texture and a rounded, somewhat irregular shape. No whole almonds are visible on the surface.","located within, paste, pale, tan, smooth, bowl","Where is the almond paste located within?, What is the texture of the almond paste?, What color is the almond paste?, What is the color of the almond paste described as?, What is the texture of the almond paste described as?, What is the almond paste placed in?"
cd6cb0765715b9e,"The homemade almond paste is pale beige and fills the majority of a clear glass bowl that is centrally located in the image. The paste has a slightly lumpy, textured appearance.","homemade, beige, paste, fills, glass, in the image","Is the almond paste homemade?, What color is the almond paste?, What is the texture of the almond paste described as?, What does the almond paste fill?, What type of container holds the almond paste?, Where is the glass bowl located in the image?"
ecd00accd52dfe1,"The almond bear claws are golden-brown and are arranged on a white plate. Sliced almonds, which are light tan, are scattered on top of each pastry. There are five bear claws clearly visible, with parts of others around them. They are positioned in the center and foreground of the image. Some bear claws have drizzles of white icing.","arranged, golden-brown, bear claws, white, on top, icing","How are the almond bear claws positioned on the plate?, What color are the almond bear claws?, What type of pastries are shown in the image?, What color is the plate used for the bear claws?, Where are the sliced almonds placed on the bear claws?, What is drizzled on some of the bear claws?"
8cbc00a377cdc1c,"The honey-roasted almonds are predominantly brown with a slightly glossy sheen, and flecks of white salt are visible on their surfaces. They fill a bowl, and one almond is positioned outside and to the left of the bowl. The almonds inside the bowl are densely packed, creating a mound that reaches near the top of the bowl.","roasted, brown, almonds, fill, white, to the left of","What are the almonds described as?, What color are the honey-roasted almonds?, What type of nuts are in the bowl?, What do the almonds do to the bowl?, What color are the flecks on the almonds?, Where is the almond positioned relative to the bowl?"
4e7a1ed27e15081,"The cinnamon-roasted almonds are a warm, light brown color with a dusting of what appears to be sugar or cinnamon coating. Some almonds have a more prominent coating, appearing lighter in color, almost beige. They are located in two light-colored bowls, one on the left and one on the right side of the image. Additionally, several individual almonds are scattered on the surface around the bowls, mostly on the left and bottom right, closer to the bowl edges.","roasted, brown, almonds, scattered, light, on the left","What color are the cinnamon-roasted almonds?, What is the color of the almonds?, What type of nuts are shown in the image?, How are the individual almonds arranged around the bowls?, What is the overall tone of the almonds' color?, Where is the bowl located in the image?"
168baa8cb8878f7,"The image shows cinnamon roasted almonds, some in a glass jar and some scattered on a red cloth with green and white stripes. The almonds are a light brown color with a slightly rough, textured surface from the cinnamon and sugar coating. A portion of the almonds are inside the clear glass jar, which is tilted slightly, giving the impression of the almonds spilling out. A larger pile of almonds is scattered directly below the jar's opening on the red cloth, concentrated closer to the jar and thinning out further away. The almonds are located in the center of the frame.","roasted, almonds, red, glass jar, scattered, on a red cloth","What are the almonds coated with?, What type of nuts are shown in the image?, What color is the cloth?, What is holding some of the almonds?, Where are the almonds scattered?, Where are the almonds located?"
5047313ce41930d,"The almond Jell-O is a pale, creamy white color and takes up most of the plate's surface, sitting on a bed of green lettuce.  Three lychees, which are a translucent white-pink color with a slight sheen, are clustered in the upper center of the Jell-O.","creamy, sitting on, Jell-O, clustered, white-pink, green","What is the texture of the almond Jell-O?, Where is the almond Jell-O sitting?, What is the almond Jell-O made of?, How are the lychees arranged on the Jell-O?, What color are the lychees?, What color is the lettuce under the Jell-O?"
aa2600005814af7,"The image shows several Almond Thins stacked on top of each other. The base of each Almond Thin is a light golden-brown color. Scattered across the top surface of each thin are almond slices that range in color from a pale tan to a darker reddish-brown. The almond slices are densely packed, covering almost the entire surface. One Almond Thin is positioned on top, slightly offset from the ones below. Some Almond Thins are partially obscured.","stacked, golden-brown, almond slices, tan, on top of, obscured","How are the Almond Thins arranged?, What color is the base of each Almond Thin?, What is scattered across the top surface of each Almond Thin?, What color are the almond slices on top?, Where is the top Almond Thin positioned?, Are some Almond Thins fully visible?"
123e3b1fd88819f,"The image features sweet and spicy almonds scattered across a surface. The almonds are primarily brown, with variations in shade. Some have a lighter, golden-brown hue, while others are a deeper, richer brown. The almonds are interspersed throughout the image, appearing to be randomly placed next to and on top of each other. Each almond is coated with a translucent, glossy glaze, giving them a somewhat shiny appearance. Small, white crystalline particles are sprinkled on the surface of the almonds.","scattered, sweet, almonds, brown, on top of, shiny","How are the almonds arranged on the surface?, What is the taste of the almonds?, What type of nuts are shown in the image?, What color are most of the almonds?, Where are the almonds placed in relation to each other?, How does the glaze on the almonds appear?"
745f5567955e87c,"There are three almond squares arranged on a blue plate. The base of each square has a light golden color. A layer of chocolate, which is dark brown, covers each base. Sliced almonds adorn the top of each square. One square is covered with plentiful almond slivers that are white with tan edges. The other two squares have a few almond slices, white with tan edges, arranged sparsely. The squares are close to each other.","arranged, almond, blue, golden, chocolate, with tan edges","How are the almond squares placed on the plate?, What type of nut is used in the squares?, What color is the plate?, What color is the base of each square?, What is the dark brown layer on each square?, What color are the edges of the almond slivers?"
71be6af8d68ed13,"The image shows almond squares. The squares have a light yellow, cake-like base with a slightly golden-brown top. Sliced almonds are scattered on top of the almond squares, and they appear as light beige and white pieces. One almond square is located in the foreground slightly to the left, with additional squares arrayed behind it, receding into the background. Small crumbs are scattered on the surface below the almond square in the foreground.","almond, scattered, yellow, squares, below the almond square, golden-brown","What type of nut is scattered on top of the squares?, What is the color of the cake-like base of the squares?, What shape are the baked items in the image?, Where are the small crumbs located?, What color is the top of the almond squares?"
975622217a498ef,"The almond ice pieces are translucent with a slight grayish-white tint. One piece is prominently located in the center, tilted slightly upwards. Another piece is visible on the left side, partially obscured by other food items.","translucent, tilted, ice, almond, grayish-white, on the left","What is the appearance of the almond ice pieces?, How is the almond ice piece in the center positioned?, What is the almond ice made of?, What color tint do the almond ice pieces have?, Where is the other almond ice piece located?"
6607a42d0216e99,"The almond jelly is white, taking up most of the space inside the bowl. A portion of the almond jelly is scooped out on the left side of the bowl, with a spoon partially submerged in it. The remaining almond jelly fills the majority of the bowl, appearing smooth and creamy. The jelly is evenly distributed, with small bubbles visible on its surface.","white, taking, jelly, almond, smooth, on the left","What color is the almond jelly?, What is the almond jelly doing inside the bowl?, What type of food is shown in the bowl?, What nut flavor is the jelly made of?, How does the surface of the almond jelly appear?, Where is the scooped portion of the almond jelly located?"
c148381e37973cf,"The image features a pile of simple chocolate-covered almonds, located in the center of the frame. They are contained within a white, fluted paper cup. The almonds are uniformly coated in chocolate, which is a medium brown color. The pile of chocolate-covered almonds rises above the rim of the cup, creating a rounded, clustered shape.","chocolate-covered, pile, brown, in the center, coated, rises","What are the almonds covered in?, What is the shape of the almonds in the image?, What color is the chocolate coating?, Where are the almonds located in the frame?, How are the almonds described in terms of their coating?, How does the pile of almonds appear in relation to the cup?"
dc17185171f5566,The image shows a piece of vegan almond paste. It is positioned in the center of the frame on a white plate. The almond paste is cylindrical in shape with slightly rounded edges. Its color is a light beige or pale yellow. The surface of the paste appears slightly textured or grainy.,"vegan, almond paste, positioned, white, yellow, on a white plate","Is the almond paste vegan?, What is the main ingredient in the paste?, Where is the almond paste positioned in the frame?, What color is the plate?, What color is the almond paste?, Where is the almond paste placed?"
06f97052398cfd2,"The homemade almond milk is a creamy, light beige color and fills the majority of a clear glass pitcher. The milk is topped with a layer of white bubbles near the pitcher's spout. A small pile of almonds is scattered on the wooden surface at the base of the pitcher. Some almonds are brown with wrinkled skins, while others have had their skins removed and appear pale yellow. They are clustered near the bottom left and bottom center of the image.","creamy, beige, milk, fills, almonds, at the base","What is the texture of the homemade almond milk?, What color is the homemade almond milk?, What is the main ingredient used to make the milk?, What does the almond milk do to the clear glass pitcher?, What is scattered on the wooden surface at the base of the pitcher?, Where are the almonds located in the image?"
592b307fb36b8b4,"The image showcases a bowl filled with air fryer roasted almonds. The almonds are predominantly brown, varying in shade from a lighter reddish-brown to a darker, richer brown. They appear to be coated with a light sprinkling of salt, evidenced by the small white particles adhering to their surfaces. The almonds are tightly packed within the bowl, with some situated at the bottom and others piled higher up, creating a dense, textured appearance. The bowl itself seems to be made of clear glass.","roasted, brown, almonds, clear, with salt, bowl","What cooking method was used for the almonds?, What color are the almonds?, What type of nut is shown in the image?, What is the bowl made of?, What seasoning is visible on the almonds?, Where are the almonds placed?"
efa79f62e1212b8,"The candied almonds are located inside a light pink bowl. They are a medium brown color with visible ridges and an almost glossy appearance, suggesting the candy coating. The almonds are densely packed together, filling the majority of the bowl's space. They are scattered randomly throughout the bowl with no particular order or arrangement. Some are oriented vertically, while others are horizontal or diagonal. The candied almonds fill from the bottom of the bowl up toward the top rim.","candied, pink, bowl, located, brown, throughout the bowl","What are the almonds coated with?, What color is the bowl?, What is holding the candied almonds?, Where are the candied almonds located?, What color are the candied almonds?, How are the candied almonds distributed in the bowl?"
a9de64865353ad1,The salt and vinegar almonds are a deep brown color. Many are contained within a glass jar in the center of the image. The jar is resting on a light brown wooden surface. Several almonds are scattered to the right of the jar on the same surface. More almonds are visible in the blurred background on a baking sheet lined with white parchment paper.,"brown, vinegar, almonds, jar, resting, on the same surface","What color are the salt and vinegar almonds?, What is the flavor of the almonds?, What type of nuts are in the jar?, What is the container for the almonds?, Where is the jar resting?, Where are the scattered almonds located?"
9a2122c94391ed2,"The almond tea is a light orange color in a clear glass. The tea fills about 3/4 of the glass, and is located in the bottom center of the image. The glass sits on a flat surface. The background is composed of green grass and trees.","almond, orange, fills, glass, on the bottom center, green","What type of tea is shown in the image?, What color is the almond tea?, How much of the glass does the tea fill?, Where is the tea located in the glass?, What type of surface is the glass sitting on?, What color is the background of the image?"
66ea96887a274ed,"The sugared toasted almond salad topping is located in the bottom half of the image, inside a black pan. They are primarily light brown to dark brown in color, with some pieces appearing lighter. The almonds are scattered, with some pieces piled on top of each other. A black spatula is partially visible in the pan, mixed in with the almonds.","toasted, brown, almonds, located in, scattered, black","What is the state of the almonds?, What color are the almonds primarily?, What type of nuts are shown in the image?, Where is the sugared toasted almond salad topping located?, How are the almonds arranged in the pan?, What color is the pan?"
