Image,Food Name,Summary,Ingredients,Calories
620e6b7553f95f2,Venezuelan Black Bean Soup,"Simple, fast, and wonderful hearty black bean soup. Has great robust flavor and is a meal in itself. I made this for a dinner party and my guests loved it. I had to run to the computer, type it up, and hand out copies! Garnish with sour cream and Cheddar cheese.","['vegetable oil', 'onion, diced', 'leek, finely chopped', 'garlic, minced', 'water', 'black beans, drained', 'brown sugar', 'dried oregano', 'ground cumin', 'bay leaves', 'salt and ground black pepper to taste', 'croutons']",239.0
cf000949b22cd21,Sour Cream Sugar Cookies II,This is the recipe my mother-in-law always used for cut-out cookies.,"['butter', 'lard', 'white sugar', 'eggs', 'sour cream', 'baking soda', 'sifted all-purpose flour', 'salt']",228.0
e57b2feba7c0dd2,Penne with Mango Chile Sauce,An exciting flavor-rich pasta that makes for a surprising meal—just wonderful!,"['dry penne pasta', 'vegetable oil', 'mango - peeled, seeded and diced', 'red onions, cut into strips', 'fresh red chile pepper, diced', 'whole peeled tomatoes', 'red wine', 'bay leaf', 'whole cloves', 'cinnamon stick', 'salt to taste', 'honey', 'red wine vinegar', 'chopped fresh cilantro', 'pitted black olives']",469.0
84eb2522ec46927,Pork in Olive Oil Marinade,A light Mediterranean meal that is prepared in no time. Serve with French bread.,"['olive oil', 'pork tenderloin, cut into bite-size pieces', 'garlic, minced', 'fresh cilantro, chopped', 'olive oil', 'red wine vinegar', 'port wine', 'salt', 'black pepper', 'cayenne pepper']",312.0
c583feb41faf2a1,Spicy Flank Steak,This spicy flank steak is full of flavor and texture. Add Ranch dressing for dipping!,"['paprika', 'ground coriander', 'ground cumin', 'garlic salt', 'ground black pepper', 'flank steak, cut into strips', 'Ranch dressing']",240.0
7ee3ee4c17d81f8,Fran's Greek Butter Cookies,When I was a little girl one of my favorite teachers taught me this wonderful recipe.,"['sifted all-purpose flour', 'butter', ""confectioners' sugar"", 'chopped walnuts', 'water', 'vanilla extract', ""confectioners' sugar for decoration"", 'whole cloves']",308.0
771805421daa61b,Beef Pepper Steak,"This makes a tasty, extremely tender pepper steak. Try serving with salad, tomatoes and French fries.","['black peppercorns, coarsely ground', 'tamari', 'garlic, minced', 'white sugar', 'salt', 'beef filet', 'butter']",533.0
25b62ef76a75603,Chocolate Black Tea Cake,This is an Austrian recipe that was passed on from one generation to the next in my family. The secret of this cake's full flavour and softness: Prepare it one day in advance before eating it!,"['eggs, separated', 'butter', 'white sugar', 'brewed black tea, cold', 'all-purpose flour', 'baking powder', 'dry bread crumbs', 'unsweetened cocoa powder', 'chopped hazelnuts']",421.0
02b61e4ac47f9d8,Chipotle Crusted Pork Tenderloin,"Sweet and spicy rub for pork tenderloins. Just coat, let stand for 20 minutes and grill! Goes great with polenta or mashed yams.","['onion powder', 'garlic powder', 'chipotle chile powder', 'salt', 'brown sugar', 'pork tenderloins']",183.0
7c20491a10af6ad,Tunnel of Fudge Cake I,Frosting mix and walnuts are used in this version of the classic cake with the melted chocolate center.,"['butter, softened', 'white sugar', 'eggs', 'chocolate fudge frosting mix', 'all-purpose flour', 'chopped walnuts', 'boiling water']",637.0
0380939f7d607fb,Mark's Nearly Famous Sloppy Joes,"I've been tweaking this recipe for years and think it's finally perfected. Like a good chili, it may be even better the second day. Serve on toasted hamburger buns.","['ground beef', 'onion, chopped', 'green bell pepper, chopped', 'celery, chopped', 'condensed chicken gumbo soup', 'tomato paste', 'brown sugar', 'lemon juice', 'yellow mustard', 'ketchup', 'barbecue sauce', 'white vinegar', 'Worcestershire sauce', 'liquid smoke flavoring', 'dried parsley', 'black pepper', 'salt']",439.0
f5647ace729ae64,Extra Easy Fudge,"A very, very easy recipe for good fudge.","['milk chocolate chips', 'prepared chocolate frosting', 'chopped walnuts']",124.0
4ba4143dcd23a89,Wiener Dog Challah,This style of Challah bread comes out short and wide like a Daschound dog; hence the name. It's quite delicious!,"['warm water (110 degrees F/45 degrees C)', 'honey', 'active dry yeast', 'vegetable oil', 'salt', 'bread flour', 'egg white, beaten']",17.0
cb6c3d1a0e9ecd8,Mrs. Baker's Sticky Cinnamon Rolls,"My neighbor, Mrs. Baker, used to bake these cinnamon rolls and invite me and my children over while they were baking. The smell of homemade cinnamon rolls was irresistible.","['sugar', 'shortening', 'salt', 'boiling water', 'active dry yeast', 'warm water (110 degrees F/45 degrees C)', 'eggs', 'all-purpose flour', 'white sugar', 'ground cinnamon', 'butter, melted']",258.0
93059a5a04e26ce,Apple Walnut Pound Cake,"Almost a pound cake. We like it sliced, spread with butter, then microwaved just until warm.","['butter', 'white sugar', 'eggs', 'all-purpose flour', 'salt', 'baking soda', 'baking powder', 'buttermilk', 'chopped apples', 'chopped walnuts', 'vanilla extract']",260.0
3dc2576707e5f37,Lemon Gin Slush,A frozen drink from heaven! This drink will keep your friends happy and in the mood for fun all afternoon!,"['water', 'lemon gin', 'cold tea', 'frozen lemonade concentrate', 'frozen orange juice concentrate', 'white sugar', 'lemon-lime flavored carbonated beverage']",
ea3554618018193,Bundt Cake Fruit Celebration,A delightfully light celebration of fruity combinations! The possible variations are endless with different cake flavors and fruit combinations. Try mixing fresh fruit in with your pie filling!,"['strawberry cake mix', 'cream cheese frosting', 'light blueberry pie filling, refrigerated']",357.0
893ebad553c3129,Marica's Spaghetti Meat Sauce,"Try topping your next bowl of pasta with this hearty spaghetti sauce. For added flavor, try stirring in diced smoked ham just before serving. Serve with your favorite pasta.","['butter', 'onions, finely chopped', 'celery, finely chopped', 'carrots, finely chopped', 'lean ground beef', 'ground pork', 'ripe tomatoes, chopped', 'dried oregano', 'dried tarragon', 'dried sage', 'dried rosemary', 'ground black pepper to taste', 'salt to taste', 'bay leaves', 'fresh mushrooms, sliced']",552.0
860a712a7b1896a,Spaghetti with Corned Beef,"Quick and easy spaghetti using canned corned beef and bottled spaghetti sauce. Delicious! For added nutrition, add a can of mixed vegetables or cut-up fresh vegetable, such as chopped onion or green peppers and tomatoes.","['spaghetti', 'corned beef', 'spaghetti sauce', 'chicken bouillon', 'Italian seasoning', 'garlic powder (Optional)', 'dried minced onion (Optional)']",383.0
b7563272819a996,One Dish Broccoli Rotini,This is a wonderful one pot dish. You can use any type of pasta.,"['fresh broccoli, chopped', 'rotini pasta', 'garlic, minced', 'olive oil', 'grated Parmesan cheese', 'salt to taste', 'ground black pepper to taste']",362.0
e979c2c651dfc34,Chili Chicken,A tasty version of drumsticks with a bit of sweetness and spiciness. Thai sweet chili sauce adds an Asian flair.,"['honey', 'sweet chili sauce', 'soy sauce', 'chicken drumsticks, skin removed']",142.0
9e9398abd4e987e,Real German Baked Apples,This really delicious Baked Apple and easy-to-make recipe is perfect for the season. Cinnamon and raisins warm you during cold and windy winter evenings.,"['egg white', 'white sugar', 'ground cinnamon', 'raisins', 'crushed toffee candy', 'Red Delicious apples, cored']",132.0
6b99fabd342237d,Raisin Pie II,"Two Crust Raisin Pie that's amazingly rich and sweet, perfect with a dollop of lightly sweetened whipped cream.","['raisins', 'boiling water', 'all-purpose flour', 'white sugar', 'lemon juice', 'lemon zest', 'finely chopped walnuts', 'pastry for a 9 inch double crust pie']",409.0
9c5c6ee72f34f45,Five Cup Salad,"Cool and refreshing fruit salad. The sour cream adds a creamy tang. If you like you can add more coconut and marshmallows. If desired, confectioner's sugar can be used in place of the coconut and cherries can be added for color.","['fruit cocktail, drained', 'mandarin orange segments, drained', 'pineapple chunks, drained', 'sour cream', 'shredded coconut', 'rainbow colored miniature marshmallows']",169.0
e1abe136f06361c,Wine Fondue,"A lovely wine fondue for cooking chicken, rabbit or veal. Dip bite-size pieces of raw meat into the boiling fondue until cooked.","['white wine', 'cinnamon stick', 'ground coriander', 'black peppercorns, crushed', 'whole cloves', 'sugar', 'salt', 'celery salt', 'garlic salt']",170.0
bfa0f056662c88a,Orange Johnny Cake,A very easy orange cornbread Johnny cake to serve warm with butter and maple syrup. It's excellent with bacon or ham and leftovers are also good cold as a snack.,"['dry corn muffin mix', 'egg, beaten', 'milk', 'grated orange zest']",88.0
2465402263926b6,Graham Cracker Cream Pie,VERY EASY and a big hit! Any flavor instant pudding may be used for this pie.,"['prepared graham cracker crust', 'milk', 'instant vanilla pudding mix', 'frozen whipped topping, thawed']",358.0
5fac59006ecd33d,Toffee II,My mother made this toffee every Christmas and had to hide it from us kids.,"['white sugar', 'butter', 'water', 'salt', 'vanilla extract', 'dark chocolate candy']",189.0
3522d09cec83bf3,Turkey and Stuffing,Turkey and sage stuffing like Grandma used to make. Sage adds a special pungent flavor to this simple recipe. Adjust the ingredients and cooking time as appropriate for different sized turkeys.,"['dry bread stuffing mix', 'water', 'onion, chopped', 'celery, chopped', 'dried sage', 'whole turkey, neck and giblets removed']",533.0
f8b91191740a04b,Dad's Spaghetti,Spaghetti like never before invented. Enjoy!,"['spaghetti', 'lean ground beef', 'onion, minced', 'tomato paste', 'condensed tomato soup', 'water']",680.0
ccf591c01e28fc9,Lobster Tenderloin,"An extravagant meal of one of the finest cuts of beef stuffed with succulent lobster tails in a garlic butter sauce. For best flavor, try not to cook past medium doneness.","['whole beef tenderloin', 'lobster tails', 'butter, melted', 'bacon', 'sliced green onions', 'butter', 'dry white wine', 'garlic salt', 'lemon juice']",601.0
9901ea2a48b59eb,Aloo Gobi ki Subzi (Potatoes and Cauliflower),"This is a simple and easy to toss together recipe using cauliflower. Serve this dish with Indian breads such as thin rotis or naans--even a pita bread will do! Garnish with cilantro if you'd like. Asofoetida can be found in some grocery stores, but will most likely be found in an Indian grocery store, it is often called 'hing'.","['vegetable oil', 'mustard seed', 'asafoetida powder', 'cumin seeds', 'ground turmeric', 'hot green pepper, split down its length (Optional)', 'roma (plum) tomatoes, chopped', 'minced fresh ginger root', 'potato, cubed', 'cauliflower, broken into small florets', 'white sugar', 'salt to taste']",358.0
69fbfb2b0f7b893,Peaches and Cream,"A light, easy dessert that looks impressive!","['fresh peach - peeled, pitted and sliced', 'brown sugar', 'sour cream', 'chopped pecans']",163.0
99968a3a758c8a6,Apple and Honey Sorbet,"This is the sorbet I served on Rosh Hashana meal between first and main course. It is white flecked with bright green, tangy from the green apples, and sweet with honey. Fresh and fabulous. Shana Tova! I recommend eucalyptus blossom honey, easily found in Israel.","['Granny Smith apples, cored and thinly sliced', 'water', 'sugar', 'lemons, juiced', 'honey']",188.0
3ba1dc36bf38eab,Banana Beer Bread,Dark beer adds a unique twist to this banana bread recipe. You may substitute raisins or currants for the dates if you wish.,"['packed brown sugar', 'mashed bananas', 'eggs', 'vanilla extract', 'vegetable oil (Optional)', 'all-purpose flour', 'baking soda', 'salt', 'ground cinnamon', 'ground allspice', 'ground cardamom', 'ground cloves', 'dark beer', 'chopped walnuts', 'all-purpose flour', 'dates, pitted and chopped', 'minced fresh ginger root']",246.0
e65af0a50a4dc18,Jalapeno Poppers II,Enjoy these breaded jalapenos stuffed with a cilantro and cream cheese blend with your friends just before dinner. Serve hot with plum or jalapeno jelly!,"['oil for deep frying', 'jalapeno chile peppers', 'softened cream cheese', 'chopped fresh cilantro', 'minced garlic', 'salt and pepper to taste', 'eggs, beaten', 'Italian-style seasoned bread crumbs']",460.0
2525377d4ee657a,Butter Pound Cake,"This is a really rich pound cake recipe that is delicious plain, with ice cream or a fruit topping such as peaches.","['butter', 'eggs', 'white sugar', 'all-purpose flour', 'heavy whipping cream', 'vanilla extract', 'lemon extract']",532.0
b30c50ab4c5d791,Chocolate Chip Bread II,A wonderful chocolaty bread. You might want to turn the darkness control down on your machine so the bread doesn't get too dark.,"['active dry yeast', 'bread flour', 'brown sugar', 'white sugar', 'salt', 'ground cinnamon', 'butter, softened', 'egg', 'warm milk', 'warm water', 'semisweet chocolate chips']",260.0
0549bbc7433ed2b,Applesauce Bread III,"This is a great appley cinnamony bread. The directions are for a bread machine, but you can make it by hand if you wish. Try adding chopped nuts too!","['active dry yeast', 'bread flour', 'whole wheat flour', 'salt', 'white sugar', 'ground cinnamon', 'ground nutmeg', 'warm applesauce', 'butter, softened', 'apple juice', 'shredded fresh apple, room temperature']",159.0
a7482001163b6cf,Pineapple Fried Rice II,"Sesame oil, pineapple, peas, ham, eggs, and soysauce blend together to create this crowd-pleasing, rice-based favorite.","['uncooked white rice', 'water', 'sesame oil', 'green onions, thinly sliced including tops', 'diced ham', 'peas', 'pineapple chunks, drained', 'egg, beaten', 'white sugar', 'salt', 'white pepper', 'garlic powder', 'soy sauce']",374.0
b7460ef71477125,Tipperary Biscuits,"These are a traditional Scottish cookie-very spicy and not too sweet. They are a treat for the grown-ups, too. Wonderful with a nice mug of tea. Yum!","['butter, softened', 'white sugar', 'eggs', 'all-purpose flour', 'baking powder', 'allspice', 'ground cinnamon', 'butter, softened', 'salt', ""sifted confectioners' sugar"", 'milk, or as needed', 'vanilla extract', 'strawberry jam', 'maraschino cherries, drained']",322.0
097da66f5fbd7c7,Peaches and Tequila Sunrise Sauce,"This is a marinade I came up with that I use mostly on pork tenderloin, but is good on steaks, chicken and fish as well.","['peach preserves', 'Worcestershire sauce', 'apple cider vinegar', 'orange juice', 'tequila', 'chopped onion', 'garlic, minced', 'salt and pepper to taste']",68.0
e97d0812ef81a92,Thai Noodles,A spicy Thai noodle dish with chicken and vegetables.,"['dried rice noodles', 'skinless, boneless chicken breast halves', 'soy sauce', 'green bell pepper, sliced', 'red bell pepper, sliced', 'cucumber, coarsely chopped', 'carrot, grated', 'mushrooms, halved', 'onion, chopped', 'garlic, minced', 'minced fresh ginger root', 'red chile sauce', 'peanut sauce', 'oyster sauce', 'sesame oil', 'sesame seeds']",571.0
bfda535e1b1b877,German Chocolate Thumbprint Cookies,"A chewy chocolate cookie topped with a German chocolate icing. Very good, and they freeze wonderfully if you have any left to freeze. Do not substitute canned frosting or you will be disappointed.","['white sugar', 'evaporated milk', 'butter', 'vanilla extract', 'egg yolks, beaten', 'flaked coconut', 'chopped pecans', 'German chocolate cake mix', 'butter, melted']",105.0
2f3f9af65bda9b7,Carrot and Walnut Cake,A nice carrot and walnut cake with a slight taste of spice due to some spices like cardamom. It's not too sweet and the count of calories is moderate.,"['all-purpose flour', 'vegetable oil', ""confectioners' sugar"", 'chopped walnuts', 'grated carrots', 'milk', 'eggs', 'baking soda', 'vanilla extract', 'baking powder', 'ground cinnamon', 'ground nutmeg', 'ground cardamom']",387.0
a39e3415ded2a21,Gingerbread Folk,These are gingerbread people.,"['egg', 'honey', 'packed brown sugar', 'ground ginger', 'butter', 'baking soda', 'all-purpose flour', 'dried currants', 'water', ""confectioners' sugar"", 'red food coloring']",270.0
f985aada39c4ca0,Muddy Chocolate Cheese Cake,"The special thing about this cheese cake is the hole in the center of it which you fill with melted chocolate . That's why it is called ""Muddy Chocolate Cheese Cake."" Enjoy it while its hot.","['white sugar', 'butter', 'yogurt', 'all-purpose flour', 'eggs', 'vanilla extract', 'baking powder', 'milk chocolate candy', 'cream cheese', 'eggs', 'vanilla extract', 'white sugar', ""confectioners' sugar for dusting""]",634.0
61c9f164ed0a216,Oatmeal Banana Raisin Coconut Cookies,These chewy banana oatmeal raisin cookies with coconut are a new twist on an old favorite. Moist and yummy!,"['margarine', 'firmly packed brown sugar', 'white sugar', 'egg, lightly beaten', 'vanilla extract', 'all-purpose flour', 'baking soda', 'salt', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'rolled oats', 'ripe bananas, sliced', 'raisins', 'flaked coconut']",123.0
d74addc1cf719a9,Vanille Kipferl II,"The vanille kipferl originated in Austria, and they are also very popular in Switzerland and Germany. The kipferl become even yummier after 2 to 3 days...but only for those who can resist long enough. If desired, the two ends of the kipferl can be dipped in warm chocolate and then left to cool.","['all-purpose flour', 'salt', 'unsalted butter', ""confectioners' sugar"", 'egg', 'vanilla sugar', 'ground almonds', ""confectioners' sugar"", 'vanilla sugar']",109.0
2087cf0df477ec5,Pasta Casserole,"A pasta casserole made with red sauce, ground beef, onions, bell pepper, pepperoni, and cheese.","['dry fusilli/spiral pasta', 'lean ground beef', 'green bell peppers, chopped', 'onion, chopped', 'canned tomato sauce', 'pepperoni sausage, sliced', 'shredded Italian cheese blend']",318.0
967be7c60baec4d,Loco Moco,"Rice, eggs, Spam™, gravy, yummm.","['long grain white rice', 'water', 'Spam™ sliced into 1/4 inch thick slices', 'eggs, beaten', 'brown gravy, heated']",1139.0
977974ad6e09bb4,Sugar Cookies IV,Crispy sugar cookies. Not too sweet or too plain. Great for holidays or other special occasions or just for any time.,"[""confectioners' sugar"", 'butter', 'egg', 'vanilla extract', 'almond extract', 'all-purpose flour', 'baking soda', 'cream of tartar', 'granulated sugar for decoration']",127.0
1b855958c7d4df2,Honey Mustard Easy Franks,"This is a fantastic, easy to make main dish recipe for a weekend or working mom. Serve with creamy mashed potatoes and steamed runner beans.","['beef frankfurters', 'butter', 'onion, thinly sliced', 'ketchup', 'yellow mustard', 'honey']",436.0
e9912f220d94346,Creamy Broccoli Casserole,Wonderful side dish with broccoli and cream cheese. Even my kids like this dish.,"['frozen broccoli, thawed', 'butter', 'salt', 'all-purpose flour', 'milk', 'cream cheese, cubed', 'crushed buttery round crackers']",320.0
66830dfcd6b5033,Asian Roll Lettuce Wrap,"This is a easy, wonderful, light yet filling meal with turkey or beef, rice and fresh veggies! Fun to eat! You will need at least eight 10-inch bamboo skewers for cooking the meat.","['ground turkey', 'light soy sauce', 'minced garlic', 'minced fresh ginger root', 'brown rice', 'water', 'large lettuce leaves', 'shredded carrots', 'green onions, thinly sliced', 'sliced red bell pepper', 'sliced radishes', 'light soy sauce', 'water', 'fresh lemon juice', 'minced garlic', 'minced fresh ginger root', 'sugar']",369.0
e5d2a6dad91716a,Banana Oatmeal Cookies III,These are a delicious moist cookie which freeze very well and a great way to use those overripe bananas.,"['all-purpose flour', 'white sugar', 'baking soda', 'salt', 'ground nutmeg', 'ground cinnamon', 'shortening', 'egg, beaten', 'mashed ripe bananas', 'rolled oats', 'chopped walnuts']",112.0
85220eb7db97e88,Chocolate Cream Pudding,"Sugar, cornstarch, milk and unsweetened chocolate are cooked, thickened with egg yolks, cooked some more and then flavored with butter and vanilla before chilling.","['white sugar', 'cornstarch', 'salt', 'milk', 'unsweetened chocolate, chopped', 'egg yolks', 'butter', 'vanilla extract']",282.0
90f2f908001bd1b,Best Broccoli Salad,I've taken this salad to church in Nebraska and Florida. I've never taken any home!,"['fresh broccoli', 'cauliflower', 'apples - peeled, cored and chopped', 'mandarin oranges, drained', 'sunflower seeds', 'Catalina salad dressing']",413.0
7fbc59ec6a58dd1,Cola Pot Roast II,"The rich brown gravy this makes is wonderful, with just a slight hint of sweetness. Everyone asks for the recipe, and NO ONE ever guesses the secret ingredient...cola!","['beef sirloin roast', 'carrots, chopped', 'celery, chopped', 'garlic, minced', 'dry brown gravy mix', 'water', 'dry onion soup mix', 'condensed cream of mushroom soup', 'cola-flavored carbonated beverage']",424.0
5d5f342c4e82c2f,Chewy Crispy Coconut Cookies,"Crispy, chewy, coconut, oatmeal, cornflake cookies. Wow are these good!","['butter', 'packed brown sugar', 'white sugar', 'egg', 'vanilla extract', 'all-purpose flour', 'crushed cornflakes cereal', 'rolled oats', 'baking soda', 'salt', 'baking powder', 'flaked coconut']",101.0
612aad30d44a021,Fleischkuechle (Flesh-Keek-Luh),Deep fried dumplings with seasoned ground beef. This is a favorite in Germany. Our family is German and my grandfather taught me how to me it! Recipe sounds odd. Take a chance. I guarantee your family will love it!,"['all-purpose flour', 'salt', 'eggs', 'milk', 'extra lean ground beef', 'onion, diced', 'salt', 'ground black pepper', 'oil for deep frying']",1131.0
8d406e4daf7e3ce,Sambar,"Lightly spiced lentils in a tamarind and coconut sauce, tempered with Indian spices. Serve hot with rice. Try it with other vegetables too, such as potato, cauliflower or okra. The ingredients should be available at any Indian market or at specialty stores. The tamarind pulp may be substituted with reconstituted tamarind paste.","['yellow split peas (tuvar dal)', 'water', 'tamarind pulp', 'water', 'green bell pepper, sliced', 'tomato, chopped', 'coriander seeds', 'yellow lentils (chana dal)', 'unsweetened flaked coconut', 'dried red chile peppers', 'vegetable oil', 'mustard seed', 'cumin seed', 'asafoetida powder']",306.0
7b5a173dbc016eb,Pumpkin Raisin Scones,"If you like pumpkin, you'll love these. They are more like a muffin than a traditional scone. I've altered the recipe to make them healthier.","['all-purpose flour', 'whole wheat flour', 'baking powder', 'baking soda', 'ground ginger', 'allspice', 'ground cinnamon', 'ground cloves', 'salt', 'butter, softened', 'applesauce', 'sugar', 'eggs, beaten', 'pumpkin', 'finely chopped pecans', 'golden raisins', 'sugar', 'ground cinnamon']",173.0
f4969c8eda30b36,Kalbi (Marinated Beef Short Ribs),This is a variation of a traditional Korean recipe for marinated beef short ribs. My friends all request it repeatedly! Very tasty!,"['white sugar', 'soy sauce', 'sesame oil', 'garlic, minced', 'green onions, chopped', 'sesame seeds', 'beef short ribs']",995.0
2282651309a25d3,Date Bars II,Softly spiced date filling between oatmeal-crumb layers.,"['chopped pitted dates', 'packed light brown sugar', 'orange zest', 'ground cloves', 'ground cinnamon', 'ground allspice', 'lemon juice', 'water', 'quick-cooking oats', 'packed light brown sugar', 'all-purpose flour', 'baking powder', 'baking soda', 'ground cinnamon', 'salt', 'butter', 'water']",178.0
3360cbd950e45c3,Zesty Broccoli and Cauliflower Salad,An easy broccoli and cauliflower tossed salad. Optional ingredients may include raisins or walnuts.,"['fresh broccoli florets', 'cauliflower, chopped', 'red onion, sliced in rings', 'zesty Italian dressing', 'sunflower seeds']",73.0
cedeb63f8f39c19,Baked Pineapple II,My family loves this dish. It is so good! This recipe is more like a bread pudding.,"['eggs, beaten', 'butter', 'white sugar', 'crushed pineapple with juice', 'milk', 'soft bread cubes', 'vanilla extract']",644.0
1bf25547d26aa7d,Herbed Chicken Nuggets,These chicken nuggets are tender and delicious! Many friends have asked for the recipe and my husband loves them!,"['skinless, boneless chicken breasts', 'eggs, beaten', 'water', 'chopped fresh parsley', 'dried thyme', 'crushed red pepper flakes', 'dried bread crumbs, seasoned', 'wheat germ', 'dried basil', 'ground black pepper', 'vegetable oil']",309.0
2dcd9ac80de058d,Crunchy Catfish Nuggets,Crunchy catfish nuggets that can be served as hors d'oeuvres. These were a special hit with my 3 year old who loved the fact that she could eat them like finger food. You may want to adjust the seasoning - my daughter is used to spicy stuff! These have the great taste of fried fish without the grease.,"['dry bread crumbs', 'lemon pepper', 'egg substitute', 'catfish, cut into 1 inch pieces', 'vegetable oil']",217.0
ab5fe5fd9ca119b,Cowboy Cookies II,"We made these cookies in school during the 1950s. They are delicious. May substitute butterscotch chips, peanut butter chips, or raisins for chocolate chips.","['all-purpose flour', 'baking soda', 'salt', 'baking powder', 'shortening', 'white sugar', 'packed brown sugar', 'eggs', 'rolled oats', 'vanilla extract', 'semisweet chocolate chips']",102.0
943fd1cdaa14e36,Sweet Bacon Dogs,This is one of the best appetizers I have ever made. They always go within 15 minutes whenever I bring them to a party.,"['hot dogs', 'bacon, cut into thirds', 'packed brown sugar']",106.0
85605ac29340cc9,Oatmeal Cookie Mix In a Jar,"Baking with this mix is all fun and no fuss. Give it in a big jar, with the recipe, baking sheets, parchment paper, a metal rack and oven mitts as a special gift, at Christmas, Easter, housewarming or any time. Especially effective when young students are just moving away from home for the first time.","['rolled oats', 'all-purpose flour', 'packed brown sugar', 'ground cinnamon', 'baking powder', 'baking soda', 'salt', 'shortening', 'raisins', 'shredded coconut', 'semisweet chocolate chips', 'chopped pecans']",114.0
2a08377644f929e,Peanut Choc-Scotch Fudge,"Best of all worlds, this fudge is to die for!","['butter', 'white sugar', 'milk', 'peanut butter', 'semisweet chocolate chips', 'butterscotch chips', 'vanilla extract', 'marshmallow creme']",300.0
c1d97ff98a74f03,Garlic Creamed Chicken,"Chicken breasts baked with a sour cream, garlic, creamy soup and cream cheese mixture. Easy chicken dish that tastes like you worked for hours!! I threw this together when we were having friends over and there was nothing left. Serve over rice.","['skinless, boneless chicken breast halves - cut into strips', 'condensed cream of mushroom soup', 'sour cream', 'cream cheese, softened', 'garlic, minced']",239.0
b2da4af1907673e,Krumkake II,A yummy cardamom flavored batter to use with a krumkake iron. These can be served plain or filled with flavored whip cream.,"['eggs', 'sifted all-purpose flour', 'heavy whipping cream', 'white sugar', 'ground cardamom']",106.0
ac24bc3d7eed04c,Strawberry Cheesecake Muffins,A dessert-type muffin that disappears in minutes.,"['cream cheese, softened', ""confectioners' sugar"", 'all-purpose flour', 'baking powder', 'salt', 'egg', 'milk', 'brown sugar', 'butter, melted', 'grated lemon zest', 'vanilla extract', 'strawberry jam']",243.0
