Image,Question,Answer,Predict,gpt_score
f189044f1aaf168,What type of nuts are scattered on the candies,almonds,almonds,1.0
f189044f1aaf168,How are the almonds positioned on the candies,scattered,sliced and sprinkled on top,0.2
ff63f9d9e982d84,What color is the baking dish,white,white,1.0
ff63f9d9e982d84,What type of dish is the Frito Pie Casserole in,casserole,a white casserole dish,0.7
ff63f9d9e982d84,How are the chopped green onions arranged on top of the chips,scattered,randomly scattered,0.9
ff63f9d9e982d84,What color is the mixture underneath the chips,reddish-brown,reddish-brown sauce,0.9
ff63f9d9e982d84,Where is the layer of Frito chips located,on top,at the bottom of the casserole,0.1
c1995791b9f2571,What color is the pan,black,the pan is black,0.9
c1995791b9f2571,What color is the base of the frittata,yellow,the base of the frittata is **off-white with a yellow tint**,0.6
c1995791b9f2571,How are the green herbs distributed in the frittata,scattered,the green herbs are evenly distributed,0.2
c1995791b9f2571,What are the bright red slices arranged in the center,tomatoes,tomatoes,1.0
c1995791b9f2571,Where are the slices of tomatoes located,in a black pan,on top of the omelet,0.2
76f8eb55a8ddb4a,What color is the frittata primarily,yellow,yellow,1.0
76f8eb55a8ddb4a,What vegetable is visible in the frittata,broccoli,broccoli,1.0
76f8eb55a8ddb4a,What is the overall tone of the frittata's color,light,the overall tone of the frittata's color is yellow,0.1
76f8eb55a8ddb4a,What type of cheese is visible in the frittata,cheddar,cheddar,1.0
3fd383827ec0643,What color are the crab fritters,brown,the crab fritters are brown,0.6
3fd383827ec0643,How are the crab fritters arranged on the plate,clustered,in a neat pile,0.6
3fd383827ec0643,What is the food served on,plate,a decorative plate,0.7
3fd383827ec0643,What color are the lemon wedges,yellow,yellow,1.0
3fd383827ec0643,Where are the lemon wedges located,on the left,left side of the plate,0.7
8fb828778ec290d,What color is the larger fritter,golden-brown,golden,0.7
8fb828778ec290d,What type of food is on the plate,fritter,potato pancakes,0.6
8fb828778ec290d,How does the texture of the fritter appear around the edges,crispy,the fritter appears crispy around the edges,0.7
8fb828778ec290d,What color is the plate,white,white,1.0
90566bb352454ee,What is the flavor of the frosting on the stack,chocolate,chocolate,1.0
90566bb352454ee,What is the arrangement of the chocolate-frosted items,stack,stacked on a plate,0.4
90566bb352454ee,What color is the chocolate frosting,brown,dark brown,0.9
90566bb352454ee,Where is the stack of chocolate-frosted items placed,on a plate,the stack of chocolate-frosted items is placed on a plate,0.7
a238a1570e7fe42,What is the shape of the frosting,swirled,the frosting is in a swirl shape,0.7
a238a1570e7fe42,What color is the frosting,pink,the frosting is pink,0.7
a238a1570e7fe42,What is the dessert in the image,cupcake,cupcake,1.0
a238a1570e7fe42,What fruit is in the frosting,cherry,raspberry,0.3
a238a1570e7fe42,Where is the frosting located,on top of,on top of the cupcake,1.0
d5e6b885904e072,What are the containers holding the frosting,bowls,bowls,1.0
0de51666d9bbd9c,What does the frosting evenly do to the cake,coats,the frosting evenly covers the cake,0.1
0de51666d9bbd9c,What is the dessert in the image,cake,chocolate cake,0.9
0de51666d9bbd9c,What color is the frosting,brown,brown,1.0
0de51666d9bbd9c,Where is the cake placed,on the plate,on a blue plate,0.8
97145150b1c3a0a,What color is the plate,blue,the plate is white,0.1
97145150b1c3a0a,What type of dish are shown in the image,fries,loaded french fries,0.7
97145150b1c3a0a,What color is the melted cheese,orange,yellow,0.3
97145150b1c3a0a,Where is the melted cheese located,on top of,on top of the fries,0.9
a88c7dd881219e4,What color are the French fries in the casserole,yellow,there are no french fries in the casserole,0.0
a88c7dd881219e4,What type of dish is the food in the image,casserole,baked macaroni and cheese,0.6
17b989adaf9150e,What color is the plate,white,white,1.0
17b989adaf9150e,What type of food is described as golden-brown,fries,the food described as golden-brown is pizza,0.1
17b989adaf9150e,What color are some of the fillings,golden-brown,red,0.2
17b989adaf9150e,What color are some of the other fillings,orange,red,0.2
17b989adaf9150e,Where are the green spices sprinkled,on top of,on top of the pastry,1.0
a9c7fa28ed37744,What is the primary color of the fries,yellow,brown,0.2
a9c7fa28ed37744,What vegetable are the fries made from,potato,potatoes,1.0
a9c7fa28ed37744,What color is the skin on some of the fries,reddish-brown,red,0.7
a9c7fa28ed37744,Where are the fries placed,on a plate,on a blue plate,0.9
892b050aed75a1b,What is the primary color of the sweet potato fries,yellow,orange,0.2
892b050aed75a1b,What type of food is shown in the image,fries,fries,1.0
892b050aed75a1b,What is the appearance of the edges of some fries,charred,the edges of some fries are burnt,0.4
892b050aed75a1b,Where are the fries arranged on the plate,in the center,the fries are arranged on the plate in the center,0.7
892b050aed75a1b,What color is the napkin under the plate,blue,blue,1.0
07cf1edcce84e68,What is the base color of the fudge,white,white,1.0
07cf1edcce84e68,What type of food is shown in the image,fudge,cranberry white chocolate fudge,0.7
07cf1edcce84e68,What color are the cranberries in the fudge,red,red,1.0
07cf1edcce84e68,What type of nuts are in the fudge,walnuts,cranberries and walnuts,0.5
bf0ab2726eb40b3,What color is the fudge,brown,the fudge is light brown,0.6
bf0ab2726eb40b3,What type of dessert is shown,fudge,fudge,1.0
bf0ab2726eb40b3,Where is the fudge located in the image,on the left,the fudge is located in the left side of the image,0.7
bf0ab2726eb40b3,What does the surface of the fudge have,sheen,the surface of the fudge has a few spots,0.1
34f562a43a24940,What color is the crust of the galette,golden-brown,golden,0.7
34f562a43a24940,What color are the cherry tomatoes,red,red and orange,0.7
34f562a43a24940,Where are the basil leaves located on the galette,atop the galette,top,0.3
34f562a43a24940,What color are the basil leaves,green,green,1.0
599a7d7530ff76b,What color is the surface of the Galette des Rois,golden-brown,the surface of the galette des rois is brown,0.6
599a7d7530ff76b,What type of food is the Galette des Rois,pastry,a french pastry,0.9
599a7d7530ff76b,What color is the powdered sugar on the Galette des Rois,white,white,1.0
599a7d7530ff76b,How is the powdered sugar distributed on the Galette des Rois,sprinkled,the powdered sugar is distributed in a leaf pattern,0.2
5b46052cbc1ded8,What fruit is red and placed towards the top and center,strawberry,strawberries,1.0
5b46052cbc1ded8,What color is the crust of the galette,golden-brown,the crust of the galette is golden brown,1.0
5b46052cbc1ded8,What fruit is dark blue and nestled among the strawberry slices,blueberries,blueberries,1.0
5b46052cbc1ded8,Where are the strawberry slices placed,towards the top,in the middle,0.2
fb707f2c874780c,What is the color of the outer layers of the garlic,tan,the outer layers of the garlic are **light brown**,0.2
fb707f2c874780c,What is the main ingredient in the image,garlic,roasted garlic,0.9
fb707f2c874780c,What is the color of the exposed cloves of garlic,yellow,the exposed cloves of garlic are yellow,0.7
fb707f2c874780c,What is the color of the foil surrounding the garlic,silver,the foil is silver,0.7
014f5ece7199f30,What color is the lemon-lime soda gelatin salad,green,green,1.0
014f5ece7199f30,What type of dish is the lemon-lime soda gelatin salad,dessert,a bowl of gelatin salad,0.2
014f5ece7199f30,What is the texture of the lemon-lime soda gelatin salad like,gelatin,the lemon-lime soda gelatin salad is soft and creamy,0.6
014f5ece7199f30,What is the overall impression of the lemon-lime soda gelatin salad,creamy,"the lemon-lime soda gelatin salad appears to be **light, green, and slightly chunky**",0.2
3920c6be53a6f6c,What color is the chicken,golden-brown,the chicken is light brown,0.7
3920c6be53a6f6c,What is the chicken served in,bowl,rice,0.2
3920c6be53a6f6c,How is the chicken arranged,sliced,the chicken is arranged in a row,0.1
3920c6be53a6f6c,What color are the garnishes on the chicken,green,green,1.0
3920c6be53a6f6c,Where is the chicken placed in relation to the rice,on top of,the chicken is placed on top of the rice,0.7
a3729bd13d1a3ce,"What ingredient adds a warm, spicy flavor to the dish",ginger,"the ingredient that adds a warm, spicy flavor to the dish is red pepper",0.1
a3729bd13d1a3ce,What is the main protein in the dish,chicken,chicken,1.0
a3729bd13d1a3ce,What color is the plate,white,white,1.0
a3729bd13d1a3ce,Where is the stir-fry placed,on a plate,the stir-fry is placed on a woven mat,0.3
a3729bd13d1a3ce,What color are the bell pepper slices primarily located on the left side of the plate,red,the bell pepper slices are primarily red,0.7
00e593048406ff1,What is the color of the ginger syrup,translucent,the color of the ginger syrup is light yellow,0.3
00e593048406ff1,What is the syrup contained in,jar,a glass jar,0.9
00e593048406ff1,What color is the ginger syrup,amber,the ginger syrup is light yellow,0.2
00e593048406ff1,Where is the jar positioned in the image,in the center,in the center of the image,0.9
fea12437470c358,What color is the crust of the treats,yellow,the crust of the treats is yellow,0.7
fea12437470c358,What type of treats are shown in the image,gingerbread,peanut butter and chocolate pastries,0.2
fea12437470c358,What is on top of the gingerbread treats,chocolate,chocolate and powdered sugar,0.7
fea12437470c358,What color is the plate,beige,the plate is cream colored,0.5
e54f96ac6dd17b3,What color is the gingerbread house,brown,brown,1.0
e54f96ac6dd17b3,Is the gingerbread house shaped like a house,yes,"yes, it is",0.7
e54f96ac6dd17b3,What color is the icing on the roof,white,white,1.0
e54f96ac6dd17b3,What shape is formed by the light blue and pink candies,flower,a flower,1.0
a39e3415ded2a21,What color are the dots on the tan gingerbread figure in the left center,green,red,0.0
a39e3415ded2a21,Where is the dark brown gingerbread man with green icing located,on top,the dark brown gingerbread man with green icing is located in the top right of the image,0.2
59f3fdd700719ff,What type of cookies are on the plate,gingerbread cookies,ginger snap cookies,0.7
59f3fdd700719ff,What color are the gingerbread cookies,brown,brown,1.0
59f3fdd700719ff,Where is the glass situated,on a plate,on a plate with cookies,0.9
40731821312df84,What is the color of the vanilla glaze,beige,white,0.2
40731821312df84,What type of baked goods are shown in the image,cookies,frosted oatmeal cookies,0.9
40731821312df84,How are the cookies arranged,stacked,stacked on top of each other,0.9
40731821312df84,Where is the glaze spread on the cookies,on top of,between the cookies,0.2
e2f346240095e65,What color is the bowl the soup is served in,white,the bowl is white,0.7
e2f346240095e65,What color is the soup base,yellow,the soup base is yellow,0.7
e2f346240095e65,What meat is scattered throughout the soup,bacon,bacon,1.0
e2f346240095e65,Where are the chopped green onions placed,on top,on top of the soup,0.7
bb9b1c1288afbc7,What type of pasta is pale yellow and scattered on the plate,gnocchi,gnocchi,1.0
bb9b1c1288afbc7,What seafood is distributed around the center and left side of the plate,shrimp,shrimp,1.0
bb9b1c1288afbc7,What color are the asparagus spears,green,green,1.0
f72def05a510d0d,What color is the chicken sausage,brownish-red,brown,0.7
f72def05a510d0d,What type of dumplings are in the dish,gnocchi,gnocchi,1.0
f72def05a510d0d,What color are the broccoli florets,green,green,1.0
f72def05a510d0d,Where are the food items located,on a plate,in a white bowl,0.3
0596db289a95c00,What color is the rotini pasta,yellow,the rotini pasta is light brown,0.1
0596db289a95c00,What type of food is the rotini,pasta,it is a pasta,0.9
0596db289a95c00,What color is the tomato-based sauce,red,red,1.0
0596db289a95c00,Where is the sprig of parsley placed,on top of,in the pasta,0.1
0596db289a95c00,What color is the sprig of parsley,green,the sprig of parsley is green,0.9
24e93d74ec63682,What color is the macaroni in the Goulash Supreme,orange-brown,the macaroni in the goulash supreme is **white**,0.1
24e93d74ec63682,What type of pasta is used in the Goulash Supreme,macaroni,macaroni,1.0
24e93d74ec63682,How are the macaroni pieces arranged in the bowl,scattered,the macaroni pieces are overlapping,0.2
24e93d74ec63682,What color are the diced tomatoes in the Goulash Supreme,red,red,1.0
24e93d74ec63682,Where is the green sprig of parsley located,at the top,upper right side of the bowl,0.2
4fe57bd9df72e3f,How is the ground beef arranged in the bowl,scattered,scattered throughout the stew,0.7
4fe57bd9df72e3f,What type of meat is used in the dish,beef,ground beef,0.9
4fe57bd9df72e3f,What color are the potatoes,yellow,the potatoes are yellow,0.9
4fe57bd9df72e3f,What color are the carrots,orange,orange,1.0
ba01bc8f6481ce0,What color are the specks of lemon zest in the granita,yellow,yellow,1.0
ba01bc8f6481ce0,What fruit is used to flavor the granita,lemon,lemon,1.0
ba01bc8f6481ce0,What material is the granita served in,glass,a glass,0.9
e26db2540b79be7,What fruit is used to make the granita,watermelon,watermelon,1.0
e26db2540b79be7,What is placed on top of the granita,mint,a sprig of mint,0.7
56f2be6ebb5a498,What color is the granola,brown,the granola is light brown,0.6
56f2be6ebb5a498,What type of food is shown in the image,granola,granola with dried cranberries,0.9
56f2be6ebb5a498,What color are the cranberries in the granola,red,the cranberries in the granola are red,0.7
1de8bda867af12d,What is the primary color of the granola,brown,brown,1.0
1de8bda867af12d,What type of food is being described,granola,granola,1.0
1de8bda867af12d,What color are the cranberries in the granola,red,red,1.0
1de8bda867af12d,How are the coconut flakes distributed in the granola,scattered,scattered throughout the granola,0.7
1de8bda867af12d,Where are the almonds located in the granola,in the mixture,scattered throughout the granola,0.3
c8325a55672f711,What is the color of the creamy sauce,yellow,the creamy sauce is off-white,0.2
c8325a55672f711,What is the main ingredient in the dish,potatoes,potatoes,1.0
c8325a55672f711,What color are the potato slices,yellow,the potato slices are off-white,0.2
c8325a55672f711,Where are the potatoes placed,in a baking dish,the potatoes are in the dish,0.7
6469a613547241c,What color is the dish,yellow,blue,0.0
6469a613547241c,What type of container holds the scallops,dish,a blue ceramic dish,0.7
6469a613547241c,What color are the scallops,white,white,1.0
6469a613547241c,What is the color of the sauce surrounding the scallops,yellow,the color of the sauce surrounding the scallops is yellow,0.9
6469a613547241c,Where is the dish positioned in the frame,in the lower center,bottom left,0.3
8659c8bf322c959,What is the size of the ham pieces,diced,small,0.3
8659c8bf322c959,What type of seafood is in the bowl,shrimp,shrimp,1.0
f8f3ab847fbd98e,What color are the carrot pieces,orange,the carrot pieces are orange,0.6
f8f3ab847fbd98e,What is the main liquid in the pot,broth,the main liquid in the pot is broth,0.9
f8f3ab847fbd98e,Where are the carrots and celery positioned,on the left,in the broth,0.2
37efc4acb95a4cc,What is the food served in,bowl,a ceramic bowl,0.9
37efc4acb95a4cc,What color is the lemon wedge,lemon,yellow,0.5
37efc4acb95a4cc,What color is the lemon wedge,yellow,yellow,1.0
37efc4acb95a4cc,Where is the lemon wedge placed in the bowl,on the left side,the lemon wedge is placed on the left side of the bowl,0.9
768d83ac0f75f2c,How are the chicken pieces arranged in the dish,scattered,the chicken pieces are arranged in a random manner,0.3
768d83ac0f75f2c,What color is the sauce in the gumbo,brown,brown,1.0
768d83ac0f75f2c,What type of meat is included in the gumbo besides sausage,chicken,chicken,1.0
768d83ac0f75f2c,What type of meat is included in the gumbo besides chicken,sausage,sausage,1.0
57fcd575d52b6f1,What color is the pita bread,beige,the pita bread is beige,0.7
57fcd575d52b6f1,What type of food is shown in the image,gyros,gyros with tzatziki sauce,0.9
57fcd575d52b6f1,What color is the gyro meat,brown,the gyro meat is brown,0.6
57fcd575d52b6f1,Where are the gyros mostly arranged in the image,on the left side,in the middle of the plate,0.2
57fcd575d52b6f1,What color are the lettuce leaves,green,green,1.0
501fae196787866,What is the texture of the panko crust,crispy,the panko crust has a **crispy** texture,0.9
501fae196787866,What type of fish is shown in the image,halibut,cod,0.6
501fae196787866,What color is the halibut,white,the halibut is white,0.9
501fae196787866,What color are the beans,green,green,1.0
501fae196787866,Where is the crispy panko crust located,on top,on top of the fish,0.7
ef1a71508ed5873,What color is the crust of the halibut,beige,the crust of the halibut is golden,0.1
ef1a71508ed5873,What type of fish is being served,Halibut,halibut,1.0
ef1a71508ed5873,What color is the broccoli,green,the broccoli is green,0.9
ef1a71508ed5873,What is the broccoli located on,on the right,the broccoli is located on a plate,0.2
8a148819c0cb4f0,What color are the halloumi pieces after frying,golden-brown,the halloumi pieces are golden brown,0.9
8a148819c0cb4f0,What type of cheese is being fried,halloumi,halloumi cheese,1.0
8a148819c0cb4f0,What color is the plate,gray,the plate is white,0.1
8a148819c0cb4f0,Where is the lemon slice positioned on the plate,on the left,upper left corner,0.7
8a148819c0cb4f0,What color is the lemon slice,yellow,yellow,1.0
d0a17cef7c0faf3,What fruit is visible on the surface of the ham,apricot,there is no fruit visible on the surface of the ham,0.0
d0a17cef7c0faf3,What color is the exterior of the ham,reddish-brown,the exterior of the ham is brown,0.4
d0a17cef7c0faf3,What is next to the ham in the upper right quadrant of the plate,bowl,a small white bowl,0.9
d0a17cef7c0faf3,Where is the bowl of brown sugar sauce located,in the upper right,above the ham,0.3
5d818c429496351,What color is the ham,pink,the ham is pink,0.7
5d818c429496351,What type of meat is shown in the image,ham,cooked ham,0.9
cc1e04c85b3b6fb,What color is the ham inside the sandwich,pink,the ham is pink,0.7
cc1e04c85b3b6fb,What is the main food item in the image,sandwich,bacon sandwich,0.9
cc1e04c85b3b6fb,What color are the pickle slices,green,green,1.0
cc1e04c85b3b6fb,Where are the food items placed,on a plate,on a plate,1.0
cc1e04c85b3b6fb,What color are the edges of the pickle slices,green,green,1.0
1c1452434772ef5,What is the primary color of the ham slices,pink,the primary color of the ham slices is **pink**,1.0
1c1452434772ef5,What type of meat is shown in the image,ham,ham,1.0
1c1452434772ef5,What is the appearance of the edges of some ham slices,caramelized,burnt,0.6
1c1452434772ef5,Where are the ham slices layered,layered on,the ham slices are layered on a salad,0.7
1c1452434772ef5,What is the ham layered on top of,lettuce,ham is layered on top of salad,0.2
b397bd5d4937bfb,What is the main vegetable in the hash,potato,sweet potato,0.7
b397bd5d4937bfb,What color are the cubed sweet potatoes,orange,orange,1.0
b397bd5d4937bfb,Where are the sprigs of dill located,throughout,on the food,0.2
b397bd5d4937bfb,What color is the yolk of the fried egg,yellow,yellow,1.0
8ba0dca8f0c3725,What color is the Texas Hash,brownish,the texas hash is yellow and brown,0.4
8ba0dca8f0c3725,What is the food served on,plate,a white plate,0.9
8ba0dca8f0c3725,What color is the melted cheese,yellow,yellow,1.0
8ba0dca8f0c3725,Where are the scallions placed,sprinkled on top,on top of the dish,0.4
8ba0dca8f0c3725,What color is the plate,white,white,1.0
7e60dd9c05f81e5,What color are the sweet potato cubes,orange,orange,1.0
7e60dd9c05f81e5,What type of vegetable is used in the hash,potato,sweet potato,0.9
