answer,predicted_answer,bleu_score
in a glass,foreground,0.0
vibrant,bright orange,0.0
glass,stemmed glass,0.06754436142034707
yellow,yellow,1.0
watermelon,watermelon,1.0
pink,deep red,0.0
blueberries,watermelon,0.0
green surface,green,0.36787944117144233
4th of July,fourth of july,0.07249749990681824
golden-brown,light creamy,0.0
dispersed,distributed throughout,0.0
kale,spinach,0.0
bowl,white bowl,0.06754436142034707
green,dark green,0.06754436142034707
chips,kale chips,0.06754436142034707
bowl,white ceramic bowl,0.07249749990681824
on a wooden surface,wooden surface,0.08144431026514741
brownish,slightly browned,0.0
dark green,dark green,0.2213885886251307
kale,spinach,0.0
red,red,1.0
on top of,right side,0.0
colorful,colorful and appetizing,0.07249749990681824
kebabs,kebab,0.0
red,brown,0.0
on a plate,on a white plate,0.18616487055295167
pineapple,pineapple,1.0
white,white,1.0
kohlrabi,eggplant,0.0
arranged,overlapping manner,0.0
brown,golden brown,0.06754436142034707
on a plate,white plate,0.04096772609215166
yellow,black,0.0
noodles,noodle kugel,0.0
yellow,light yellow,0.06754436142034707
on the top,top of pasta,0.07249749990681824
golden-yellow,golden brown,0.0
baking,baking,1.0
sprinkling,breadcrumbs,0.0
noodles,noodles,1.0
brown,browned,0.0
brown,golden-brown,0.0
lamb,leg of lamb,0.07249749990681824
in the center,among roasted potatoes,0.0
reddish-brown,dark red,0.0
stew,lamb stew,0.06754436142034707
fills,filling the gaps,0.0
white,white,1.0
throughout the stew,throughout the stew,0.5757197301274735
white,white,1.0
lamb,braised or stewed meat,0.0
brown,brown,1.0
scattered around,side of the plate,0.0
lamb,pork or beef,0.0
gradient,dark brown,0.0
brown,dark brown,0.06754436142034707
onions,onions,1.0
cooked,caramelized,0.0
orange,brown,0.0
lasagna,baked pasta,0.0
creamy,creamy and smooth,0.07249749990681824
white,white,1.0
on the surface,on top of dish,0.061033220311973134
golden-brown,golden brown,0.0
lasagna,lasagna,1.0
black,black,1.0
on a black stovetop,on a stovetop,0.16793545727180179
green,creamy white,0.0
green,green,1.0
lasagna,taco salad,0.0
red,red,1.0
yellow,light yellow,0.06754436142034707
on top of,bed of lettuce,0.07249749990681824
banana,mango,0.0
yellow,yellow,1.0
on the left,left side,0.04096772609215166
green,green,1.0
clear,clear,1.0
yellow,light orange,0.0
into the lassi,top of glass,0.0
green,green,1.0
transparent,clear,0.0
white,white,1.0
tan,light brown,0.0
on a plate,on a plate,0.5757197301274735
white,light brown,0.0
tan,light brown,0.0
on top of,on top,0.13427896671164932
strawberry,strawberry,1.0
white,white,1.0
latte,latte or cappuccino,0.07249749990681824
shaved chocolate,cinnamon,0.0
brown,dark brown,0.06754436142034707
on top of,top of frothy surface,0.16821895003341453
yellow,creamy yellow,0.06754436142034707
in the center,top of crust,0.0
pie,lemon pie,0.06754436142034707
triangular,triangular,1.0
on the top,top of the pie,0.07258113984652705
lemon,mango,0.0
yellow,bright yellow,0.06754436142034707
spoon,a spoon,0.06754436142034707
yellow,golden yellow,0.06754436142034707
jars,glass jars,0.06754436142034707
lemon curd,lemon curd,0.2213885886251307
on the tray,next to the jars,0.061033220311973134
tan,light brown,0.0
cookies,cookies,1.0
on a sheet,aluminum foil,0.0
pink,red,0.0
strawberry,strawberry,1.0
yellow,yellow,1.0
on the rim,on the rim,0.5757197301274735
Lemonade,iced tea,0.0
Lemonade,iced tea,0.0
yellow,light yellow,0.06754436142034707
brown,light brown,0.06754436142034707
brown,reddish-brown,0.0
lentils,stew or curry,0.0
visible,not clearly distinguishable,0.0
light brown,reddish-brown,0.0
dispersed,left side of image,0.0
yellowish-orange,orange and yellow,0.0
lentils,grains such as oats,0.0
dispersed,evenly distributed,0.0
green,green,1.0
dispersed,right side,0.0
red,red,1.0
green,green,1.0
orange-brown,light brown,0.0
on the left,left side,0.04096772609215166
to the right,right side,0.04096772609215166
grain,rice or quinoa,0.0
translucent,light yellowish-green,0.0
glass,clear glass,0.06754436142034707
whitish-yellow,light yellow-green,0.0
on the rim,rim of the glass,0.07258113984652705
lime,lime slice,0.06754436142034707
yellow,light yellowish,0.0
linguine,linguine,1.0
green,green,1.0
scattered,interspersed among the pasta,0.0
beige,light yellow,0.0
pasta,pasta,1.0
brown,dark brown,0.06754436142034707
green,green,1.0
on top of,top of the pasta,0.16821895003341453
white,white,1.0
golden-brown,golden brown,0.0
on a plate,on a white plate,0.18616487055295167
blueberries,blueberries,1.0
wooden,wood,0.0
cheese,savory bread,0.0
yellow,golden-brown,0.0
on the left,left side,0.04096772609215166
yes,not possible to determine,0.0
white,white,1.0
in the center,on a white plate,0.0
golden,golden brown,0.06754436142034707
overlapping,side by side,0.0
reddish-brown,golden brown,0.0
reddish-brown,dark brown,0.0
on the right side,right side,0.08144431026514741
bowl,white bowl,0.06754436142034707
yellow,bright yellow,0.06754436142034707
covering,melted and covering,0.07249749990681824
vibrant,hearty and colorful meal,0.0
skillet,cast iron skillet,0.07249749990681824
browned,brown,0.0
yellow,golden yellow,0.06754436142034707
on top of,on top of eggs,0.43146827293898643
green,green,1.0
in the center,foreground,0.0
macaroni,elbow macaroni,0.06754436142034707
yellow,light yellow,0.06754436142034707
on the top,on top,0.04871911135426937
yellow,creamy yellow,0.06754436142034707
macaroni,macaroni,1.0
clustered,somewhat scattered,0.0
on the left side,left side,0.08144431026514741
ginger,sweet and savory,0.0
Mahi Mahi,salmon or trout,0.0
brown,dark brown,0.06754436142034707
in the bottom center,right side of plate,0.0
golden-brown,yellowish-orange,0.0
Mahi Mahi,cannot be determined,0.0
yellow,yellow,1.0
beans,green beans,0.06754436142034707
white,golden-brown,0.0
reddish-brown,dark brown or black,0.0
green,green,1.0
orange,white,0.0
spinach,spinach,1.0
melted,melted and slightly browned,0.061033220311973134
sticky,sticky or glutinous,0.07249749990681824
yellow,bright yellow,0.06754436142034707
arranged,circular pattern,0.0
on top of,top of the rice,0.16821895003341453
pink,light pinkish-orange,0.0
Cadillac,margararet,0.0
white,white,1.0
on the surface,rim of the glass,0.061033220311973134
green,green,1.0
yellowish-green,light yellow,0.0
margaritas,margarita,0.0
silver,silver,1.0
yellow-green,light yellow,0.0
white,white,1.0
yellow,pale yellow,0.06754436142034707
white,white,1.0
from the top,on top,0.04096772609215166
margaritas,margarita,0.0
blue,blue,1.0
on the plate,on a decorative plate,0.07258113984652705
green,green,1.0
red,pinkish-red,0.0
blackberries,blackberries,1.0
on the wooden surface,wooden cutting board,0.05194672862155564
green,green,1.0
marinade,sauce or gravy,0.0
surrounding,bottom of the pan,0.0
chicken,fish,0.0
glossy,dark glossy liquid,0.07249749990681824
in the background,surrounding the chicken,0.07249749990681824
viscous,smooth and slightly thick,0.0
marinade,italian sauce,0.0
in the bowl,white bowl,0.04096772609215166
in the center,right side,0.0
lemon,lemon,1.0
reddish-brown,dark reddish-brown,0.06754436142034707
coats,enhances flavor and texture,0.0
skewers,skewers,1.0
white,white,1.0
reddish-brown,charredred,0.0
chicken,chicken,1.0
on the upper chicken,surface of the chicken,0.07258113984652705
amber,orange,0.0
marmalade,jam or marmalade,0.07249749990681824
amber,light brown,0.0
glass,glass,1.0
orange,reddish-brown,0.0
amber,reddish-brown,0.0
marmalade,kiteseed,0.0
striped,striped pattern,0.06754436142034707
to its left,underneath the marmalade,0.0
brown,white,0.0
coated,shredded coconut,0.0
three,three,1.0
on the left,wooden surface,0.0
coconut,shredded coconut,0.06754436142034707
marshmallows,turkish delight,0.0
light pink,pink,0.36787944117144233
on a small plate,on a white plate,0.18616487055295167
bottom,on a plate,0.0
vibrant,vibrant pink,0.06754436142034707
watermelon,lime slice,0.0
pink,red,0.0
on the top,rim of the glass,0.061033220311973134
green,green,1.0
red,deep red,0.06754436142034707
stemmed,coupe glasses,0.0
brown,light-colored,0.0
on top of,on the rim,0.07249749990681824
reddish-purple,deep red,0.0
martini,cherry martini,0.06754436142034707
red,red,1.0
with two bright red cherries,cherry,0.0
agave,grenadine syrup,0.0
pistachio,pistachios,0.0
green,light green,0.06754436142034707
cylindrical,cylindrical,1.0
rectangular bar,rectangular,0.36787944117144233
on the left side,on green cutting board,0.061033220311973134
white,white,1.0
orange,orange,1.0
carrots,diced carrots,0.06754436142034707
in a bowl,white bowl,0.04096772609215166
crispy,golden brown,0.0
chicken,roasted chicken,0.06754436142034707
white,white,1.0
yellow,yellow,1.0
on a plate,on a white plate,0.18616487055295167
mayo,butter,0.0
smooth,thick and spreadable,0.0
gray,no visible pan,0.0
in the upper left corner,not visible in image,0.04753271977233425
bowl,sauce or dip,0.0
orange,light orange,0.06754436142034707
basil,basil,1.0
on a light-colored surface,on a table,0.15174681566793558
light green,light green,0.2213885886251307
fills,is served in bowl,0.0
bowl,clear glass container,0.0
leaves,wild garlic,0.0
to the right of,right of the bowl,0.18616487055295167
yellow,yellow,1.0
meatballs,ground meat,0.0
on top,top of the pasta,0.061033220311973134
green,green,1.0
orange-brown,brown,0.0
tomato sauce,tomato-based sauce,0.06754436142034707
covers,coats and adds flavor,0.0
green,green,1.0
sweet,savory or slightly sweet,0.061033220311973134
meatballs,meatballs,1.0
brownish-red,light brown,0.0
in the center,in a white bowl,0.061033220311973134
bowl,white bowl,0.06754436142034707
creamy,smooth and creamy,0.07249749990681824
meatballs,meatballs,1.0
orange,light orange,0.06754436142034707
underneath,underneath,1.0
green,green,1.0
brown,brown,1.0
salad,side salad,0.06754436142034707
sliced,sliced into thin pieces,0.061033220311973134
is in,left side of plate,0.0
golden,golden brown,0.06754436142034707
meatloaf,meatloast,0.0
light-brown,brownish-red,0.0
reddish-brown,dark brown,0.0
towards the right side,right side,0.08144431026514741
dark,golden brown,0.0
meatloaf,meatloast,0.0
white,white,1.0
with sprigs,fresh herbs,0.0
bright,green,0.0
broccoli,broccoli,1.0
red,pinkish-white,0.0
browned,golden brown and crispy,0.0
across the image,fairly evenly,0.0
yellow,light orange,0.0
smoothie,smoothie,1.0
glass,clear glass,0.06754436142034707
white,light yellow,0.0
near to,top of the glass,0.0
clear,clear,1.0
pitcher,glass pitcher,0.06754436142034707
beige,creamy white,0.0
in the center-left,wooden table,0.0
pink,pink,1.0
milkshakes,milkshakes,1.0
topped,top of milkshakes,0.0
red,red,1.0
on each milkshake,on top,0.04096772609215166
chocolate,chocolate ganache,0.06754436142034707
brown,light brown,0.06754436142034707
on top,top of the cake,0.061033220311973134
clear,clear and refreshing,0.07249749990681824
pitcher,glass pitcher,0.06754436142034707
yellow,yellow,1.0
on a wooden board,on a wooden surface,0.43146827293898643
yellowish,light clear,0.0
tofu,tofu,1.0
scattered across,on top of tofu,0.0
blue,blue and white,0.07249749990681824
reddish-brown,dark brown,0.0
jar,glass bottle,0.0
viscous,smooth and thick,0.0
on the top,on top of dish,0.07258113984652705
tomatoes,cherry tomatoes,0.06754436142034707
bowl,glass bowl,0.06754436142034707
mixed,mixed together,0.06754436142034707
brown,orange,0.0
orange,orange and yellow,0.07249749990681824
in a clear glass bowl,clear glass bowl,0.2955843652122688
brown,light brown,0.06754436142034707
bowl,wooden bowl,0.06754436142034707
candies,eyeball candies,0.06754436142034707
golden-brown,white,0.0
blue,blue and white,0.07249749990681824
wooden,wooden surface,0.06754436142034707
pretzels,pretzels,1.0
orange,yellowish-orange,0.0
on the left,left side,0.04096772609215166
beige,light golden brown,0.0
brown,light brown,0.06754436142034707
towards the bottom,bottom left corner,0.07249749990681824
brown,light brown,0.06754436142034707
jar,glass jar,0.06754436142034707
filled,not opened or used,0.0
white,light brown or beige,0.0
to the left of,left side,0.02484818193359921
brown,brown,1.0
foamy,creamy smooth,0.0
with whipped cream,whipped cream,0.13427896671164932
scattered,top of whipped cream,0.0
yellow-green,green,0.0
mojito,iced tea,0.0
green,green,1.0
by the Pitcher,clear glass pitcher,0.0
fresh,fresh and vibrant,0.07249749990681824
green,light green,0.06754436142034707
mojito,cocktails,0.0
yellow,light green,0.0
strawberry,grapefruit,0.0
transparent,clear,0.0
mousse,mifle or mousse,0.07249749990681824
brown,light brown,0.06754436142034707
creamy,smooth and creamy,0.07249749990681824
on a silver tray,on a silver tray,1.0
golden-yellow,light yellow,0.0
muffins,poppy seed muffins,0.07249749990681824
obscuring,leaning against it,0.0
blue,blue,1.0
beverage,cocktail,0.0
fill,light-colored beverage,0.0
white,clear,0.0
on top of,top of the drink,0.16821895003341453
copper,copper,1.0
mug,copper mugs,0.0
green,green,1.0
yellow,green,0.0
on the wooden surface,on the rim,0.15174681566793558
brown,brown,1.0
mushrooms,roasted or sautéed mushrooms,0.061033220311973134
glossy,glossy and rich,0.07249749990681824
green,green,1.0
in a pile,single layer,0.0
yellow,yellow,1.0
eggs,scrambled eggs,0.06754436142034707
mushroom,mushrooms,0.0
brown,brown,1.0
chicken,chicken,1.0
brown,light yellow,0.0
on the right,top of mashed potatoes,0.0
herbs,finely herbs,0.06754436142034707
creamy,glossy and moist,0.0
mushrooms,mushrooms,1.0
black,black,1.0
from the pan,frying pan,0.04096772609215166
brown,deep brown,0.06754436142034707
yellow,light yellowish-white,0.0
enoki mushrooms,golden needle,0.0
tangled,cooked and slightly curled,0.0
strands,long thin and curved,0.0
immersed,cooked and open,0.0
mussels,mussels,1.0
orange-red,dark red,0.0
brownish-red,reddish-brown,0.0
on the left,left side,0.04096772609215166
yellow-orange,light yellow,0.0
pouring,being poured or drizzled,0.0
jar,glass jar,0.06754436142034707
wooden,wood,0.0
above the jar,over a jar,0.07249749990681824
glass,glass,1.0
wooden,wooden surface,0.06754436142034707
mustard,mustard,1.0
to the right,right of the spreader,0.07258113984652705
Dijon,whole-grain mustard,0.0
tan,light brown,0.0
lined up,triangular formation,0.0
jars,glass jars,0.06754436142034707
creamy,smooth and slightly thick,0.0
nachos,tortilla chips,0.0
light-orange,light yellow,0.0
on top of,on top,0.13427896671164932
bowl,white bowl,0.06754436142034707
potato,tortilla chips,0.0
white,white,1.0
golden-brown,golden brown,0.0
cheese,melted cheese,0.06754436142034707
on a plate,on a white plate,0.18616487055295167
chocolate,chocolate sauce,0.06754436142034707
nachos,tortilla chips,0.0
brown,light brown,0.06754436142034707
white,green,0.0
on top of,center of the plate,0.061033220311973134
smooth,smooth and translucent,0.07249749990681824
glass,clear glass,0.06754436142034707
pink,light pinkish-orange,0.0
refresher,smoothie or juice,0.0
soup,bowl of soup,0.07249749990681824
green,green,1.0
chicken,chicken,1.0
on the lower-right,right side of bowl,0.0
