Image,Question,Answer,Predict,gpt_score
ff63f9d9e982d84,What type of dish is the Frito Pie Casserole in,casserole,baking dish,0.7
ff63f9d9e982d84,How are the chopped green onions arranged on top of the chips,scattered,scattered on top,0.7
ff63f9d9e982d84,What color is the mixture underneath the chips,reddish-brown,orange,0.3
ff63f9d9e982d84,Where is the layer of Frito chips located,on top,on top of the casserole,0.7
c1995791b9f2571,What color is the pan,black,black,1.0
c1995791b9f2571,What color is the base of the frittata,yellow,light yellow,0.9
c1995791b9f2571,How are the green herbs distributed in the frittata,scattered,sprinkled throughout,0.7
c1995791b9f2571,What are the bright red slices arranged in the center,tomatoes,tomatoes,1.0
c1995791b9f2571,Where are the slices of tomatoes located,in a black pan,on the omelette,0.2
76f8eb55a8ddb4a,What color is the frittata primarily,yellow,yellow,1.0
76f8eb55a8ddb4a,What vegetable is visible in the frittata,broccoli,broccoli,1.0
76f8eb55a8ddb4a,What is the overall tone of the frittata's color,light,yellowish-brown,0.2
76f8eb55a8ddb4a,What type of cheese is visible in the frittata,cheddar,cheddar,1.0
3fd383827ec0643,What color are the crab fritters,brown,brown,1.0
3fd383827ec0643,How are the crab fritters arranged on the plate,clustered,in a pile,0.7
3fd383827ec0643,What is the food served on,plate,a decorative plate,0.9
3fd383827ec0643,What color are the lemon wedges,yellow,yellow,1.0
3fd383827ec0643,Where are the lemon wedges located,on the left,on the plate,0.3
8fb828778ec290d,What color is the larger fritter,golden-brown,light brown,0.7
8fb828778ec290d,What type of food is on the plate,fritter,potato pancakes,0.6
8fb828778ec290d,How does the texture of the fritter appear around the edges,crispy,crispy and golden,0.9
8fb828778ec290d,What color is the plate,white,white,1.0
90566bb352454ee,What is the flavor of the frosting on the stack,chocolate,chocolate,1.0
90566bb352454ee,What is the arrangement of the chocolate-frosted items,stack,stacked on a plate,0.4
90566bb352454ee,What color is the chocolate frosting,brown,dark brown,0.9
90566bb352454ee,Where is the stack of chocolate-frosted items placed,on a plate,on a plate,1.0
a238a1570e7fe42,What is the shape of the frosting,swirled,swirled,1.0
a238a1570e7fe42,What color is the frosting,pink,pink,1.0
a238a1570e7fe42,What is the dessert in the image,cupcake,cupcake,1.0
a238a1570e7fe42,What fruit is in the frosting,cherry,strawberry,0.3
a238a1570e7fe42,Where is the frosting located,on top of,on top of the cupcake,1.0
d5e6b885904e072,What are the containers holding the frosting,bowls,metal bowls,0.7
0de51666d9bbd9c,What does the frosting evenly do to the cake,coats,covers it,0.2
0de51666d9bbd9c,What is the dessert in the image,cake,chocolate cake,0.9
0de51666d9bbd9c,What color is the frosting,brown,brown,1.0
0de51666d9bbd9c,Where is the cake placed,on the plate,on a plate,0.9
97145150b1c3a0a,What color is the plate,blue,light blue,0.9
97145150b1c3a0a,What type of dish are shown in the image,fries,poutine fries,0.9
97145150b1c3a0a,What color is the melted cheese,orange,yellow,0.2
97145150b1c3a0a,Where is the melted cheese located,on top of,on the fries,0.2
a88c7dd881219e4,What color are the French fries in the casserole,yellow,golden brown,0.6
a88c7dd881219e4,What type of dish is the food in the image,casserole,baked macaroni and cheese,0.6
17b989adaf9150e,What color is the plate,white,white,1.0
17b989adaf9150e,What type of food is described as golden-brown,fries,calzone,0.1
17b989adaf9150e,What color are some of the fillings,golden-brown,red and white,0.2
17b989adaf9150e,What color are some of the other fillings,orange,orange,1.0
17b989adaf9150e,Where are the green spices sprinkled,on top of,on the pizza,0.3
a9c7fa28ed37744,What is the primary color of the fries,yellow,golden brown,0.6
a9c7fa28ed37744,What vegetable are the fries made from,potato,potatoes,1.0
a9c7fa28ed37744,What color is the skin on some of the fries,reddish-brown,dark brown,0.7
a9c7fa28ed37744,Where are the fries placed,on a plate,on a plate,1.0
892b050aed75a1b,What is the primary color of the sweet potato fries,yellow,orange,0.2
892b050aed75a1b,What type of food is shown in the image,fries,sweet potato fries,0.6
892b050aed75a1b,What is the appearance of the edges of some fries,charred,crispy and brown,0.6
892b050aed75a1b,Where are the fries arranged on the plate,in the center,in a pile,0.2
892b050aed75a1b,What color is the napkin under the plate,blue,blue,1.0
07cf1edcce84e68,What is the base color of the fudge,white,white,1.0
07cf1edcce84e68,What type of food is shown in the image,fudge,white chocolate with dried cranberries,0.2
07cf1edcce84e68,What color are the cranberries in the fudge,red,red,1.0
07cf1edcce84e68,What type of nuts are in the fudge,walnuts,walnuts,1.0
bf0ab2726eb40b3,What color is the fudge,brown,light brown,0.9
bf0ab2726eb40b3,What type of dessert is shown,fudge,fudge,1.0
bf0ab2726eb40b3,Where is the fudge located in the image,on the left,on a piece of paper,0.3
bf0ab2726eb40b3,What does the surface of the fudge have,sheen,cracks and lines,0.2
34f562a43a24940,What color is the crust of the galette,golden-brown,golden brown,1.0
34f562a43a24940,What color are the cherry tomatoes,red,red,1.0
34f562a43a24940,Where are the basil leaves located on the galette,atop the galette,on top of the galette,1.0
34f562a43a24940,What color are the basil leaves,green,green,1.0
599a7d7530ff76b,What color is the surface of the Galette des Rois,golden-brown,golden brown,1.0
599a7d7530ff76b,What type of food is the Galette des Rois,pastry,a French pastry,0.9
599a7d7530ff76b,What color is the powdered sugar on the Galette des Rois,white,white,1.0
599a7d7530ff76b,How is the powdered sugar distributed on the Galette des Rois,sprinkled,sprinkled on top,0.7
5b46052cbc1ded8,What fruit is red and placed towards the top and center,strawberry,strawberries,1.0
5b46052cbc1ded8,What color is the crust of the galette,golden-brown,golden brown,1.0
5b46052cbc1ded8,What fruit is dark blue and nestled among the strawberry slices,blueberries,blueberries,1.0
5b46052cbc1ded8,Where are the strawberry slices placed,towards the top,on top of blueberries,0.2
fb707f2c874780c,What is the color of the outer layers of the garlic,tan,brown,0.3
fb707f2c874780c,What is the main ingredient in the image,garlic,garlic,1.0
fb707f2c874780c,What is the color of the exposed cloves of garlic,yellow,golden,0.7
fb707f2c874780c,What is the color of the foil surrounding the garlic,silver,silver,1.0
014f5ece7199f30,What color is the lemon-lime soda gelatin salad,green,green,1.0
014f5ece7199f30,What type of dish is the lemon-lime soda gelatin salad,dessert,dessert,1.0
014f5ece7199f30,What is the texture of the lemon-lime soda gelatin salad like,gelatin,slimy,0.4
014f5ece7199f30,What is the overall impression of the lemon-lime soda gelatin salad,creamy,unappetizing and unappealing,0.2
3920c6be53a6f6c,What color is the chicken,golden-brown,brown,0.7
3920c6be53a6f6c,What is the chicken served in,bowl,a white bowl,0.9
3920c6be53a6f6c,How is the chicken arranged,sliced,on top of rice,0.2
3920c6be53a6f6c,What color are the garnishes on the chicken,green,green and red,0.7
3920c6be53a6f6c,Where is the chicken placed in relation to the rice,on top of,on top of rice,0.9
a3729bd13d1a3ce,"What ingredient adds a warm, spicy flavor to the dish",ginger,red pepper,0.2
a3729bd13d1a3ce,What is the main protein in the dish,chicken,chicken,1.0
a3729bd13d1a3ce,What color is the plate,white,white,1.0
a3729bd13d1a3ce,Where is the stir-fry placed,on a plate,on a tray,0.7
a3729bd13d1a3ce,What color are the bell pepper slices primarily located on the left side of the plate,red,red,1.0
00e593048406ff1,What is the color of the ginger syrup,translucent,yellowish,0.2
00e593048406ff1,What is the syrup contained in,jar,a glass jar,0.9
00e593048406ff1,What color is the ginger syrup,amber,golden,0.3
00e593048406ff1,Where is the jar positioned in the image,in the center,on a cutting board,0.2
fea12437470c358,What color is the crust of the treats,yellow,golden brown,0.6
fea12437470c358,What type of treats are shown in the image,gingerbread,sugar cookies,0.4
fea12437470c358,What is on top of the gingerbread treats,chocolate,white sugar,0.1
fea12437470c358,What color is the plate,beige,beige,1.0
e54f96ac6dd17b3,What color is the gingerbread house,brown,brown,1.0
e54f96ac6dd17b3,Is the gingerbread house shaped like a house,yes,yes,1.0
e54f96ac6dd17b3,What color is the icing on the roof,white,white,1.0
e54f96ac6dd17b3,What shape is formed by the light blue and pink candies,flower,flower shape,0.7
a39e3415ded2a21,What color are the dots on the tan gingerbread figure in the left center,green,red and green,0.5
a39e3415ded2a21,Where is the dark brown gingerbread man with green icing located,on top,upper left corner,0.4
59f3fdd700719ff,What type of cookies are on the plate,gingerbread cookies,peppermint chocolate chip,0.2
59f3fdd700719ff,What color are the gingerbread cookies,brown,brown,1.0
59f3fdd700719ff,Where is the glass situated,on a plate,on a plate,1.0
40731821312df84,What is the color of the vanilla glaze,beige,white,0.2
40731821312df84,What type of baked goods are shown in the image,cookies,cookies,1.0
40731821312df84,How are the cookies arranged,stacked,in a stack,0.7
40731821312df84,Where is the glaze spread on the cookies,on top of,between cookies,0.1
e2f346240095e65,What color is the bowl the soup is served in,white,white,1.0
e2f346240095e65,What color is the soup base,yellow,yellow,1.0
e2f346240095e65,What meat is scattered throughout the soup,bacon,bacon,1.0
e2f346240095e65,Where are the chopped green onions placed,on top,on top of soup,0.7
bb9b1c1288afbc7,What type of pasta is pale yellow and scattered on the plate,gnocchi,gnocchi,1.0
bb9b1c1288afbc7,What seafood is distributed around the center and left side of the plate,shrimp,shrimp,1.0
bb9b1c1288afbc7,What color are the asparagus spears,green,green,1.0
f72def05a510d0d,What color is the chicken sausage,brownish-red,brown,0.7
f72def05a510d0d,What type of dumplings are in the dish,gnocchi,veggie,0.2
f72def05a510d0d,What color are the broccoli florets,green,green,1.0
f72def05a510d0d,Where are the food items located,on a plate,on a plate,1.0
0596db289a95c00,What color is the rotini pasta,yellow,light brown,0.2
0596db289a95c00,What type of food is the rotini,pasta,pasta,1.0
0596db289a95c00,What color is the tomato-based sauce,red,reddish-brown,0.7
0596db289a95c00,Where is the sprig of parsley placed,on top of,on top of the pasta,1.0
0596db289a95c00,What color is the sprig of parsley,green,green,1.0
24e93d74ec63682,What color is the macaroni in the Goulash Supreme,orange-brown,white,0.1
24e93d74ec63682,What type of pasta is used in the Goulash Supreme,macaroni,shell pasta,0.7
24e93d74ec63682,How are the macaroni pieces arranged in the bowl,scattered,stacked on top of each other,0.1
24e93d74ec63682,What color are the diced tomatoes in the Goulash Supreme,red,red,1.0
24e93d74ec63682,Where is the green sprig of parsley located,at the top,on the right side,0.2
4fe57bd9df72e3f,How is the ground beef arranged in the bowl,scattered,in a mound,0.2
4fe57bd9df72e3f,What type of meat is used in the dish,beef,ground beef,0.9
4fe57bd9df72e3f,What color are the potatoes,yellow,yellow,1.0
4fe57bd9df72e3f,What color are the carrots,orange,orange,1.0
ba01bc8f6481ce0,What color are the specks of lemon zest in the granita,yellow,yellow,1.0
ba01bc8f6481ce0,What fruit is used to flavor the granita,lemon,lemon,1.0
ba01bc8f6481ce0,What material is the granita served in,glass,glass,1.0
e26db2540b79be7,What fruit is used to make the granita,watermelon,watermelon,1.0
e26db2540b79be7,What is placed on top of the granita,mint,mint leaf,0.9
56f2be6ebb5a498,What color is the granola,brown,light brown,0.9
56f2be6ebb5a498,What type of food is shown in the image,granola,granola,1.0
56f2be6ebb5a498,What color are the cranberries in the granola,red,red,1.0
1de8bda867af12d,What is the primary color of the granola,brown,golden brown,0.7
1de8bda867af12d,What type of food is being described,granola,granola,1.0
1de8bda867af12d,What color are the cranberries in the granola,red,red,1.0
1de8bda867af12d,How are the coconut flakes distributed in the granola,scattered,mixed in with the granola,0.2
1de8bda867af12d,Where are the almonds located in the granola,in the mixture,mixed in the granola,0.5
c8325a55672f711,What is the color of the creamy sauce,yellow,white,0.1
c8325a55672f711,What is the main ingredient in the dish,potatoes,potato,1.0
c8325a55672f711,What color are the potato slices,yellow,golden brown,0.6
c8325a55672f711,Where are the potatoes placed,in a baking dish,on top of the chicken,0.3
6469a613547241c,What color is the dish,yellow,blue,0.0
6469a613547241c,What type of container holds the scallops,dish,blue bowl,0.2
6469a613547241c,What color are the scallops,white,white and brown,0.7
6469a613547241c,What is the color of the sauce surrounding the scallops,yellow,yellow,1.0
6469a613547241c,Where is the dish positioned in the frame,in the lower center,center of the image,0.7
8659c8bf322c959,What is the size of the ham pieces,diced,small,0.3
8659c8bf322c959,What type of seafood is in the bowl,shrimp,shrimp and ham,0.7
f8f3ab847fbd98e,What color are the carrot pieces,orange,orange,1.0
f8f3ab847fbd98e,What is the main liquid in the pot,broth,chicken broth,0.9
f8f3ab847fbd98e,Where are the carrots and celery positioned,on the left,in the pot,0.2
37efc4acb95a4cc,What is the food served in,bowl,bowl,1.0
37efc4acb95a4cc,What color is the lemon wedge,lemon,yellow,0.5
37efc4acb95a4cc,What color is the lemon wedge,yellow,yellow,1.0
37efc4acb95a4cc,Where is the lemon wedge placed in the bowl,on the left side,on the edge,0.6
768d83ac0f75f2c,How are the chicken pieces arranged in the dish,scattered,mixed with vegetables,0.2
768d83ac0f75f2c,What color is the sauce in the gumbo,brown,dark brown,0.9
768d83ac0f75f2c,What type of meat is included in the gumbo besides sausage,chicken,meat chunks,0.2
768d83ac0f75f2c,What type of meat is included in the gumbo besides chicken,sausage,sausage,1.0
57fcd575d52b6f1,What color is the pita bread,beige,light brown,0.7
57fcd575d52b6f1,What type of food is shown in the image,gyros,gyro sandwiches,0.9
57fcd575d52b6f1,What color is the gyro meat,brown,brown,1.0
57fcd575d52b6f1,Where are the gyros mostly arranged in the image,on the left side,on a plate,0.3
57fcd575d52b6f1,What color are the lettuce leaves,green,green,1.0
501fae196787866,What is the texture of the panko crust,crispy,crunchy and golden,0.7
501fae196787866,What type of fish is shown in the image,halibut,fish fillet,0.7
501fae196787866,What color is the halibut,white,white and golden-brown,0.7
501fae196787866,What color are the beans,green,green,1.0
501fae196787866,Where is the crispy panko crust located,on top,on fish fillet,0.2
ef1a71508ed5873,What color is the crust of the halibut,beige,golden brown,0.6
ef1a71508ed5873,What type of fish is being served,halibut,fish fillet,0.7
ef1a71508ed5873,What color is the broccoli,green,green,1.0
ef1a71508ed5873,What is the broccoli located on,on the right,a plate,0.2
8a148819c0cb4f0,What color are the halloumi pieces after frying,golden-brown,golden-brown,1.0
8a148819c0cb4f0,What type of cheese is being fried,halloumi,halloumi,1.0
8a148819c0cb4f0,What color is the plate,gray,gray,1.0
8a148819c0cb4f0,Where is the lemon slice positioned on the plate,on the left,on the left side,0.9
8a148819c0cb4f0,What color is the lemon slice,yellow,yellow,1.0
d0a17cef7c0faf3,What fruit is visible on the surface of the ham,apricot,no fruit,0.0
d0a17cef7c0faf3,What color is the exterior of the ham,reddish-brown,dark brown,0.6
d0a17cef7c0faf3,What is next to the ham in the upper right quadrant of the plate,bowl,sauce,0.1
d0a17cef7c0faf3,Where is the bowl of brown sugar sauce located,in the upper right,on the plate,0.2
5d818c429496351,What color is the ham,pink,pinkish-red,0.9
5d818c429496351,What type of meat is shown in the image,ham,roast beef,0.2
cc1e04c85b3b6fb,What color is the ham inside the sandwich,pink,pink,1.0
cc1e04c85b3b6fb,What is the main food item in the image,sandwich,sandwich,1.0
cc1e04c85b3b6fb,What color are the pickle slices,green,green,1.0
cc1e04c85b3b6fb,Where are the food items placed,on a plate,on a plate,1.0
cc1e04c85b3b6fb,What color are the edges of the pickle slices,green,green,1.0
1c1452434772ef5,What is the primary color of the ham slices,pink,pink,1.0
1c1452434772ef5,What type of meat is shown in the image,ham,roast beef,0.2
1c1452434772ef5,What is the appearance of the edges of some ham slices,caramelized,well-done and charred,0.6
1c1452434772ef5,Where are the ham slices layered,layered on,on top of greens,0.6
1c1452434772ef5,What is the ham layered on top of,lettuce,lettuce and tomatoes,0.7
b397bd5d4937bfb,What is the main vegetable in the hash,potato,sweet potato,0.7
b397bd5d4937bfb,What color are the cubed sweet potatoes,orange,orange,1.0
b397bd5d4937bfb,Where are the sprigs of dill located,throughout,on the plate,0.1
b397bd5d4937bfb,What color is the yolk of the fried egg,yellow,bright yellow,0.9
8ba0dca8f0c3725,What color is the Texas Hash,brownish,yellow and brown,0.5
8ba0dca8f0c3725,What is the food served on,plate,a white plate,0.9
8ba0dca8f0c3725,What color is the melted cheese,yellow,yellow,1.0
8ba0dca8f0c3725,Where are the scallions placed,sprinkled on top,on top of chili,0.3
8ba0dca8f0c3725,What color is the plate,white,white,1.0
7e60dd9c05f81e5,What color are the sweet potato cubes,orange,orange,1.0
7e60dd9c05f81e5,What type of vegetable is used in the hash,potato,sweet potato,0.9
7e60dd9c05f81e5,How is the egg prepared,fried,over easy,0.2
7e60dd9c05f81e5,Where is the fried egg placed,on top of,on top of potatoes,1.0
7e60dd9c05f81e5,What is the red-colored item in front of the potatoes,bacon,bacon,1.0
bae167eccbe36fa,What food item is shown in the image,hash browns,hash browns,1.0
bae167eccbe36fa,What color is the top of the top left hash brown,golden-brown,light brown,0.7
bae167eccbe36fa,Are the hash browns touching each other,yes,yes,1.0
bae167eccbe36fa,Where are the hash browns placed,on a plate,on a plate,1.0
9b5b05482f16491,What color are the hash browns,golden-brown,golden-brown,1.0
9b5b05482f16491,What are the hash browns served on,plate,brown plate,0.9
9b5b05482f16491,What color is the rim of the plate,orange,orange,1.0
9b5b05482f16491,What is sprinkled on the white creamy sauce,chives,chopped chives,0.9
71f29ccc1bb79d2,What color are the chicken hearts and mushrooms,brown,brown,1.0
71f29ccc1bb79d2,What type of meat is visible in the image,chicken,meat with mushrooms,0.1
71f29ccc1bb79d2,What color are the round objects in the upper right corner,yellow,yellow,1.0
71f29ccc1bb79d2,"Where are the pale yellow, round objects located in the image",in the upper right,upper right side,0.9
6af6a4433e4a0c7,What color is the top of the Cornish Game Hen,golden-brown,golden brown,1.0
6af6a4433e4a0c7,What type of bird is shown in the image,hen,chicken,0.7
6af6a4433e4a0c7,What color are the darker grains in the rice stuffing,brown,black,0.1
6af6a4433e4a0c7,Where is the Cornish Game Hen positioned in the image,at the top left,on a plate,0.2
4e8597ee35c2dfd,What type of food is in the bowl,salad,salad,1.0
4e8597ee35c2dfd,What colors are present in the salad dressing,green-white,green and white,0.9
4e8597ee35c2dfd,Where is the dressing drizzled,over the salad leaves,on top of salad,0.9
4e8597ee35c2dfd,What vegetable pieces are in the salad,tomatoes,tomatoes and lettuce,0.7
00bf2bb6e5a159a,What type of beans are clustered on top of the hummus,edamame,edamame,1.0
00bf2bb6e5a159a,What is the base of the dish made of,hummus,chickpeas,0.7
00bf2bb6e5a159a,What color are the small seeds scattered on the hummus,black,black,1.0
00bf2bb6e5a159a,Where are the edamame beans located,on top of,on top of hummus,0.9
b3642208c36c1c0,What is the color of the hummus,yellow,green,0.1
b3642208c36c1c0,What is the dip in the bowl,hummus,hummus,1.0
