answer,predicted_answer,rouge1,rouge2,rougeL
fish,white rice,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on top of,on top of fish,0.8571428571428571,0.8,0.8571428571428571
green,green,1.0,0.0,1.0
drink,creamy yellowish liquid,0.0,0.0,0.0
white,white,1.0,0.0,1.0
reddish-orange,orange,0.6666666666666666,0.0,0.6666666666666666
on top of,top of the drink,0.5714285714285715,0.4,0.5714285714285715
shiny,smooth and caramelized,0.0,0.0,0.0
flan,flan,1.0,0.0,1.0
white,white,1.0,0.0,1.0
caramel-colored,light brown,0.0,0.0,0.0
chicken,chicken or tofu,0.5,0.0,0.5
drizzled,drizzled over the toppings,0.4,0.0,0.4
purple,purple,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
diced,diced and caramelized,0.5,0.0,0.5
pineapple,pineapple,1.0,0.0,1.0
moist,moist and slightly crumbly,0.4,0.0,0.4
throughout the dish,evenly distributed throughout,0.3333333333333333,0.0,0.3333333333333333
glass,glass footed dessert dish,0.4,0.0,0.4
filling,about three fourths full,0.0,0.0,0.0
cranberries,red grapes,0.0,0.0,0.0
grapes,red grapes,0.6666666666666666,0.0,0.6666666666666666
to the brim,glass dish,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
focaccia,focaccia,1.0,0.0,1.0
green,green,1.0,0.0,1.0
wooden,wooden surface,0.6666666666666666,0.0,0.6666666666666666
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
toasted,no longer crispy,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
down from,the edge of bread,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
pretzel,pretzels chex cereal mix,0.4,0.0,0.4
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
dessert,blondies,0.0,0.0,0.0
rectangular,square-shaped,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
almonds,almonds,1.0,0.0,1.0
scattered,scattered on top,0.5,0.0,0.5
white,white,1.0,0.0,1.0
casserole,casserole dish,0.6666666666666666,0.0,0.6666666666666666
scattered,scattered pattern,0.6666666666666666,0.0,0.6666666666666666
reddish-brown,reddish-orange,0.5,0.0,0.5
on top,middle of the casserole,0.0,0.0,0.0
black,black,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
scattered,dispersed throughout,0.0,0.0,0.0
tomatoes,tomatoes,1.0,0.0,1.0
in a black pan,top of the frittata,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
broccoli,broccoli,1.0,0.0,1.0
light,yellow,0.0,0.0,0.0
cheddar,cheddar,1.0,0.0,1.0
brown,golden brown,0.6666666666666666,0.0,0.6666666666666666
clustered,irregular pile,0.0,0.0,0.0
plate,decorative plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
on the left,left side of plate,0.28571428571428575,0.0,0.28571428571428575
golden-brown,golden brown,1.0,1.0,1.0
fritter,latkes,0.0,0.0,0.0
crispy,crispy,1.0,0.0,1.0
white,white,1.0,0.0,1.0
chocolate,chocolate,1.0,0.0,1.0
stack,stack on a plate,0.4,0.0,0.4
brown,brown,1.0,0.0,1.0
on a plate,on a glass board,0.5714285714285715,0.4,0.5714285714285715
swirled,rose with a swirl,0.4,0.0,0.4
pink,pink,1.0,0.0,1.0
cupcake,cupcake,1.0,0.0,1.0
cherry,raspberry or strawberry,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
bowls,ceramic bowls,0.6666666666666666,0.0,0.6666666666666666
coats,coats the cake,0.5,0.0,0.5
cake,chocolate cake,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
on the plate,on a white plate,0.5714285714285715,0.0,0.5714285714285715
blue,light blue,0.6666666666666666,0.0,0.6666666666666666
fries,french fries,0.6666666666666666,0.0,0.6666666666666666
orange,yellow,0.0,0.0,0.0
on top of,on top of fries,0.8571428571428571,0.8,0.8571428571428571
yellow,not french fries,0.0,0.0,0.0
casserole,baked pasta dish,0.0,0.0,0.0
white,white,1.0,0.0,1.0
fries,pastry,0.0,0.0,0.0
golden-brown,orange and white,0.0,0.0,0.0
orange,not visible,0.0,0.0,0.0
on top of,on top of food,0.8571428571428571,0.8,0.8571428571428571
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
potato,potatoes,1.0,0.0,1.0
reddish-brown,red,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
yellow,orange,0.0,0.0,0.0
fries,french fries,0.6666666666666666,0.0,0.6666666666666666
charred,burnt brown or black,0.0,0.0,0.0
in the center,circular pattern,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fudge,fudge,1.0,0.0,1.0
red,red,1.0,0.0,1.0
walnuts,walnuts,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
fudge,fudge,1.0,0.0,1.0
on the left,center-left,0.4,0.0,0.4
sheen,sugar crystals,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
red,red orange and yellow,0.4,0.0,0.4
atop the galette,upper-left side,0.0,0.0,0.0
green,green,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
pastry,pastry dessert,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
sprinkled,leaf vein pattern,0.0,0.0,0.0
strawberry,strawberries,1.0,0.0,1.0
golden-brown,light brown,0.5,0.0,0.5
blueberries,blueberries,1.0,0.0,1.0
towards the top,center of the pastry,0.28571428571428575,0.0,0.28571428571428575
tan,light brown,0.0,0.0,0.0
garlic,roasted garlic,0.6666666666666666,0.0,0.6666666666666666
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
silver,silver,1.0,0.0,1.0
green,green,1.0,0.0,1.0
dessert,dessert dish,0.6666666666666666,0.0,0.6666666666666666
gelatin,soft and slightly jiggly,0.0,0.0,0.0
creamy,sweet and tangy dessert,0.0,0.0,0.0
golden-brown,light brown,0.5,0.0,0.5
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
sliced,horizontal thin slice,0.5,0.0,0.5
green,green,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
ginger,chili peppers,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
red,red,1.0,0.0,1.0
translucent,pale yellow,0.0,0.0,0.0
jar,glass jar,0.6666666666666666,0.0,0.6666666666666666
amber,light yellow,0.0,0.0,0.0
in the center,left side,0.0,0.0,0.0
yellow,golden,0.0,0.0,0.0
gingerbread,sweet treat,0.0,0.0,0.0
chocolate,small cookie,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
yes,yes,1.0,0.0,1.0
white,white,1.0,0.0,1.0
flower,flower shape,0.6666666666666666,0.0,0.6666666666666666
green,red,0.0,0.0,0.0
on top,upper left corner,0.0,0.0,0.0
gingerbread cookies,ginger snaps,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
beige,white,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
stacked,in a stack,0.5,0.0,0.5
on top of,on the cookies,0.3333333333333333,0.0,0.3333333333333333
white,white,1.0,0.0,1.0
yellow,creamy yellow,0.6666666666666666,0.0,0.6666666666666666
bacon,bacon,1.0,0.0,1.0
on top,on top of soup,0.6666666666666666,0.5,0.6666666666666666
gnocchi,gnocchi,1.0,0.0,1.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
brownish-red,brown,0.0,0.0,0.0
gnocchi,gnocchi,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a plate,center of the image,0.0,0.0,0.0
yellow,light beige,0.0,0.0,0.0
pasta,pasta dish,0.6666666666666666,0.0,0.6666666666666666
red,deep red,0.6666666666666666,0.0,0.6666666666666666
on top of,top of pasta dish,0.5714285714285715,0.4,0.5714285714285715
green,green,1.0,0.0,1.0
orange-brown,white,0.0,0.0,0.0
macaroni,macaroni,1.0,0.0,1.0
scattered,in a pile,0.0,0.0,0.0
red,red,1.0,0.0,1.0
at the top,upper right corner,0.0,0.0,0.0
scattered,in small chunks,0.0,0.0,0.0
beef,ground beef,0.6666666666666666,0.0,0.6666666666666666
yellow,golden,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
lemon,lemon,1.0,0.0,1.0
glass,glass,1.0,0.0,1.0
watermelon,watermelon,1.0,0.0,1.0
mint,sprig of mint,0.5,0.0,0.5
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
scattered,sprinkled throughout,0.0,0.0,0.0
in the mixture,bottom left,0.0,0.0,0.0
yellow,light beige,0.0,0.0,0.0
potatoes,potatoes,1.0,0.0,1.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
in a baking dish,on top of casserole,0.0,0.0,0.0
yellow,blue,0.0,0.0,0.0
dish,ceramic dish,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
in the lower center,lower half,0.3333333333333333,0.0,0.3333333333333333
diced,small cubes,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
broth,water,0.0,0.0,0.0
on the left,center of the pot,0.28571428571428575,0.0,0.28571428571428575
bowl,cooked greens,0.0,0.0,0.0
lemon,yellow,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left side,left side of bowl,0.5,0.3333333333333333,0.5
scattered,random scattered pattern,0.5,0.0,0.5
brown,brown,1.0,0.0,1.0
chicken,duck,0.0,0.0,0.0
sausage,andouille sausage,0.6666666666666666,0.0,0.6666666666666666
beige,light brown,0.0,0.0,0.0
gyros,gyro or shawarma,0.5,0.0,0.5
brown,brown,1.0,0.0,1.0
on the left side,on a large plate,0.25,0.0,0.25
green,green,1.0,0.0,1.0
crispy,crunchy texture,0.0,0.0,0.0
halibut,white fish,0.0,0.0,0.0
white,golden yellow,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on top,on the fish,0.4,0.0,0.4
beige,golden brown,0.0,0.0,0.0
Halibut,white fish,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on the right,a plate,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
halloumi,halloumi,1.0,0.0,1.0
gray,gray,1.0,0.0,1.0
on the left,upper left side,0.3333333333333333,0.0,0.3333333333333333
yellow,yellow,1.0,0.0,1.0
apricot,orange peel,0.0,0.0,0.0
reddish-brown,dark brown,0.5,0.0,0.5
bowl,brown bowl,0.6666666666666666,0.0,0.6666666666666666
in the upper right,top right,0.3333333333333333,0.0,0.3333333333333333
pink,light pink,0.6666666666666666,0.0,0.6666666666666666
ham,cooked ham,0.6666666666666666,0.0,0.6666666666666666
pink,pink,1.0,0.0,1.0
sandwich,pulled pork sandwich,0.5,0.0,0.5
green,green,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
green,dark green,0.6666666666666666,0.0,0.6666666666666666
pink,pink,1.0,0.0,1.0
ham,cooked ham,0.6666666666666666,0.0,0.6666666666666666
caramelized,burnt dark brown,0.0,0.0,0.0
layered on,on top of lettuce,0.3333333333333333,0.0,0.3333333333333333
lettuce,mixed greens,0.0,0.0,0.0
potato,sweet potatoes,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
throughout,left side of image,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brownish,yellow and orange,0.0,0.0,0.0
plate,white plate,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
sprinkled on top,on top of dish,0.5714285714285715,0.4,0.5714285714285715
white,white,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
potato,sweet potato,0.6666666666666666,0.0,0.6666666666666666
fried,poached,0.0,0.0,0.0
on top of,on top of hash browns,0.7499999999999999,0.6666666666666666,0.7499999999999999
bacon,bacon,1.0,0.0,1.0
hash browns,fried fish cakes,0.0,0.0,0.0
golden-brown,light brown,0.5,0.0,0.5
yes,yes they are,0.5,0.0,0.5
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
golden-brown,golden brown,1.0,1.0,1.0
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
chives,chives,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
chicken,mushrooms,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the upper right,upper-right corner,0.5714285714285715,0.4,0.5714285714285715
golden-brown,golden brown,1.0,1.0,1.0
hen,cornish game hen,0.5,0.0,0.5
brown,reddish-brown,0.6666666666666666,0.0,0.6666666666666666
at the top left,upper left,0.3333333333333333,0.0,0.3333333333333333
salad,salad,1.0,0.0,1.0
green-white,light green,0.5,0.0,0.5
over the salad leaves,on the salad,0.5714285714285715,0.4,0.5714285714285715
tomatoes,tomatoes,1.0,0.0,1.0
edamame,edamame,1.0,0.0,1.0
hummus,edamame hummus,0.6666666666666666,0.0,0.6666666666666666
black,black,1.0,0.0,1.0
on top of,center of the bowl,0.28571428571428575,0.0,0.28571428571428575
yellow,light yellowish-beige,0.0,0.0,0.0
hummus,hummus,1.0,0.0,1.0
submerged,right side,0.0,0.0,0.0
crackers,crackers,1.0,0.0,1.0
on the right,right side of bowl,0.28571428571428575,0.0,0.28571428571428575
bowl,white wavy-rimmed bowl,0.4,0.0,0.4
brownish-green,light yellow-orange,0.0,0.0,0.0
towards the top left,upper-left corner,0.28571428571428575,0.0,0.28571428571428575
beige,white,0.0,0.0,0.0
hummus,hummus,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
tomatoes,tomatoes,1.0,0.0,1.0
spices,paprika and cumin,0.0,0.0,0.0
yellow-beige,light yellow-orange,0.4,0.0,0.4
bowl,small black bowl,0.5,0.0,0.5
orange,orange,1.0,0.0,1.0
carrots,baby carrots,0.6666666666666666,0.0,0.6666666666666666
on the plate,left of the bowl,0.28571428571428575,0.0,0.28571428571428575
reddish-brown,red,0.0,0.0,0.0
jars,glass jars,0.6666666666666666,0.0,0.6666666666666666
in the center,center of the frame,0.5714285714285715,0.0,0.28571428571428575
orange,vibrant orange,0.6666666666666666,0.0,0.6666666666666666
jars,glass,0.0,0.0,0.0
glass,metal,0.0,0.0,0.0
in the center,white countertop,0.0,0.0,0.0
pinkish-white,white,0.6666666666666666,0.0,0.6666666666666666
in the center,center of the image,0.5714285714285715,0.0,0.28571428571428575
bottom half,orange jam,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
vibrant,golden orange,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
papaya,apricots peaches nectarines,0.0,0.0,0.0
fresh,vibrant orange color,0.0,0.0,0.0
on a white cloth,granite countertop,0.0,0.0,0.0
dark brown,dark brown,1.0,1.0,1.0
cubes,square-shaped,0.0,0.0,0.0
beige,creamy white,0.0,0.0,0.0
scattered,randomly throughout the mugs,0.0,0.0,0.0
black,blackened,0.0,0.0,0.0
dark,charred,0.0,0.0,0.0
stacked,stacked formation,0.6666666666666666,0.0,0.6666666666666666
dish,white rectangular dish,0.5,0.0,0.5
in the center,middle of the frame,0.28571428571428575,0.0,0.28571428571428575
brown,brown,1.0,0.0,1.0
beef jerky,meat,0.0,0.0,0.0
scattered,in a pile,0.0,0.0,0.0
reddish-brown,brown tan dark brown,0.3333333333333333,0.0,0.3333333333333333
around the edges,right side,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,beef jerky,1.0,1.0,1.0
overlapping,loose pile,0.0,0.0,0.0
dark brown,dark brown,1.0,1.0,1.0
located inside,in a glass jar,0.0,0.0,0.0
jar,airtight containers or bags,0.0,0.0,0.0
sitting,holding beef jerky,0.0,0.0,0.0
wooden,wood,0.0,0.0,0.0
yellow-tan,light brown,0.0,0.0,0.0
plate,on a white plate,0.4,0.0,0.4
white,white,1.0,0.0,1.0
glazed,shiny and smooth,0.0,0.0,0.0
Sloppy Joe,sloppy joe,1.0,1.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
on the bottom,foreground of the image,0.28571428571428575,0.0,0.28571428571428575
golden-brown,golden brown,1.0,1.0,1.0
chicken,chicken,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
on top,on top of sandwich,0.6666666666666666,0.5,0.6666666666666666
chips,potato chips,0.6666666666666666,0.0,0.6666666666666666
golden-brown,light brown,0.5,0.0,0.5
bun,a bun,0.6666666666666666,0.0,0.6666666666666666
gray,white,0.0,0.0,0.0
on a plate,the plate,0.4,0.0,0.4
tan,light brown,0.0,0.0,0.0
bun,yes,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top,top of the bun,0.3333333333333333,0.0,0.3333333333333333
diced,yes there are,0.0,0.0,0.0
beige,light brown,0.0,0.0,0.0
juice,horchata,0.0,0.0,0.0
on the table,korea,0.0,0.0,0.0
glass,a glass,0.6666666666666666,0.0,0.6666666666666666
in a glass,i cannot provide information,0.0,0.0,0.0
vibrant,deep rich orange,0.0,0.0,0.0
glass,wine glass,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
watermelon,watermelon,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
blueberries,watermelon,0.0,0.0,0.0
green surface,green,0.6666666666666666,0.0,0.6666666666666666
4th of July,christmas,0.0,0.0,0.0
golden-brown,light golden,0.5,0.0,0.5
dispersed,throughout the soup,0.0,0.0,0.0
kale,kale,1.0,0.0,1.0
bowl,white ceramic bowl,0.5,0.0,0.5
green,green and brown,0.5,0.0,0.5
chips,kale chips,0.6666666666666666,0.0,0.6666666666666666
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
on a wooden surface,on a wooden table,0.75,0.6666666666666666,0.75
brownish,golden brown,0.0,0.0,0.0
dark green,green,0.6666666666666666,0.0,0.6666666666666666
kale,kale,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on top of,upper-left corner,0.0,0.0,0.0
colorful,colorful and appetizing,0.5,0.0,0.5
kebabs,kebab,1.0,0.0,1.0
red,brown,0.0,0.0,0.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
pineapple,pineapple,1.0,0.0,1.0
white,white,1.0,0.0,1.0
kohlrabi,potato,0.0,0.0,0.0
arranged,random layered angled,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a white dish,0.5714285714285715,0.4,0.5714285714285715
yellow,gray,0.0,0.0,0.0
noodles,noodles potatoes and onions,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
on the top,throughout the dish,0.3333333333333333,0.0,0.3333333333333333
golden-yellow,golden brown,0.5,0.0,0.5
baking,baking,1.0,0.0,1.0
sprinkling,cinnamon,0.0,0.0,0.0
noodles,egg noodles,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
brown,medium brown,0.6666666666666666,0.0,0.6666666666666666
lamb,roast,0.0,0.0,0.0
in the center,among the potatoes,0.3333333333333333,0.0,0.3333333333333333
reddish-brown,reddish-brown,1.0,1.0,1.0
stew,stew,1.0,0.0,1.0
fills,infuses solid ingredients,0.0,0.0,0.0
white,white,1.0,0.0,1.0
throughout the stew,center of the bowl,0.28571428571428575,0.0,0.28571428571428575
white,white,1.0,0.0,1.0
lamb,lamb shank,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
scattered around,left side of lamb,0.0,0.0,0.0
lamb,beef,0.0,0.0,0.0
gradient,dark brown hue,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
onions,onions,1.0,0.0,1.0
cooked,caramelized,0.0,0.0,0.0
orange,reddish-brown,0.0,0.0,0.0
lasagna,baked pasta,0.0,0.0,0.0
creamy,creamy and smooth,0.5,0.0,0.5
white,white,1.0,0.0,1.0
on the surface,on the right side,0.5714285714285715,0.4,0.5714285714285715
golden-brown,golden brown,1.0,1.0,1.0
lasagna,lasagna,1.0,0.0,1.0
black,black,1.0,0.0,1.0
on a black stovetop,metal baking dish,0.0,0.0,0.0
green,white,0.0,0.0,0.0
green,green,1.0,0.0,1.0
lasagna,taco salad,0.0,0.0,0.0
red,red,1.0,0.0,1.0
yellow,yellow-orange,0.6666666666666666,0.0,0.6666666666666666
on top of,on bed of lettuce,0.5714285714285715,0.0,0.5714285714285715
banana,mango,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left,left side,0.4,0.0,0.4
green,green,1.0,0.0,1.0
clear,clear,1.0,0.0,1.0
yellow,yellow-orange,0.6666666666666666,0.0,0.6666666666666666
into the lassi,into the smoothie,0.6666666666666666,0.5,0.6666666666666666
green,green,1.0,0.0,1.0
transparent,clear,0.0,0.0,0.0
white,white,1.0,0.0,1.0
tan,light brown,0.0,0.0,0.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
white,light beige,0.0,0.0,0.0
tan,light brown,0.0,0.0,0.0
on top of,on top of cream,0.8571428571428571,0.8,0.8571428571428571
strawberry,strawberry,1.0,0.0,1.0
white,white,1.0,0.0,1.0
latte,cappuccino,0.0,0.0,0.0
shaved chocolate,cinnamon or nutmeg,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
on top of,on top of foam,0.8571428571428571,0.8,0.8571428571428571
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
in the center,in the crust,0.6666666666666666,0.5,0.6666666666666666
pie,lemon pie,0.6666666666666666,0.0,0.6666666666666666
triangular,triangular,1.0,0.0,1.0
on the top,on top of pie,0.5714285714285715,0.0,0.5714285714285715
lemon,lemon or orange,0.5,0.0,0.5
yellow,yellow,1.0,0.0,1.0
spoon,a spoon,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow-orange,0.6666666666666666,0.0,0.6666666666666666
jars,glass jars,0.6666666666666666,0.0,0.6666666666666666
lemon curd,ghee,0.0,0.0,0.0
on the tray,right side of jar,0.0,0.0,0.0
tan,light yellow or beige,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
on a sheet,baking sheet,0.4,0.0,0.4
pink,pink,1.0,0.0,1.0
strawberry,strawberry,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on the rim,on the rim,1.0,1.0,1.0
Lemonade,lemonade or iced tea,0.4,0.0,0.4
Lemonade,light-brown foamy liquid,0.0,0.0,0.0
yellow,light brown,0.0,0.0,0.0
brown,golden brown,0.6666666666666666,0.0,0.6666666666666666
brown,brown,1.0,0.0,1.0
lentils,soup,0.0,0.0,0.0
visible,yes they are,0.0,0.0,0.0
light brown,brown,0.6666666666666666,0.0,0.6666666666666666
dispersed,center of the image,0.0,0.0,0.0
yellowish-orange,orange,0.6666666666666666,0.0,0.6666666666666666
lentils,lentils,1.0,0.0,1.0
dispersed,throughout the bowl,0.0,0.0,0.0
green,green,1.0,0.0,1.0
dispersed,upper right portion,0.0,0.0,0.0
red,red,1.0,0.0,1.0
green,green,1.0,0.0,1.0
orange-brown,orange,0.6666666666666666,0.0,0.6666666666666666
on the left,left side of salad,0.28571428571428575,0.0,0.28571428571428575
to the right,above the lentil salad,0.28571428571428575,0.0,0.28571428571428575
grain,couscous,0.0,0.0,0.0
translucent,pale yellow,0.0,0.0,0.0
glass,clear transparent glass,0.5,0.0,0.5
