answer,predicted_answer,rouge1,rouge2,rougeL
fries,calzones,0.0,0.0,0.0
golden-brown,reddish-orange,0.0,0.0,0.0
orange,reddish,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
yellow,golden brown,0.0,0.0,0.0
potato,potatoes,1.0,0.0,1.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a plate,1.0,1.0,1.0
yellow,orange,0.0,0.0,0.0
fries,sweet potato fries,0.5,0.0,0.5
charred,browned,0.0,0.0,0.0
in the center,somewhat scattered manner,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
white,white,1.0,0.0,1.0
fudge,fudge or chocolate bark,0.4,0.0,0.4
red,red,1.0,0.0,1.0
walnuts,walnuts,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
fudge,fudge,1.0,0.0,1.0
on the left,center of the image,0.28571428571428575,0.0,0.28571428571428575
sheen,smooth texture,0.0,0.0,0.0
golden-brown,golden brown,1.0,1.0,1.0
red,red,1.0,0.0,1.0
atop the galette,on the galette,0.6666666666666666,0.5,0.6666666666666666
green,green,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
pastry,french pastry,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
sprinkled,light dusting,0.0,0.0,0.0
strawberry,strawberries,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
blueberries,blueberry,1.0,0.0,1.0
towards the top,on top,0.4,0.0,0.4
tan,light brown,0.0,0.0,0.0
garlic,garlic,1.0,0.0,1.0
yellow,golden-brown,0.0,0.0,0.0
silver,silver,1.0,0.0,1.0
green,green,1.0,0.0,1.0
dessert,gelatin salad,0.0,0.0,0.0
gelatin,smooth and creamy,0.0,0.0,0.0
creamy,unique and interesting dish,0.0,0.0,0.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
sliced,on top of rice,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on top of,on top,0.8,0.6666666666666666,0.8
ginger,seasoning or sauce,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on a plate,on a white rectangular plate,0.7499999999999999,0.3333333333333333,0.7499999999999999
red,red,1.0,0.0,1.0
translucent,light yellowish hue,0.0,0.0,0.0
jar,glass jar,0.6666666666666666,0.0,0.6666666666666666
amber,light yellowish,0.0,0.0,0.0
in the center,center of the image,0.5714285714285715,0.0,0.28571428571428575
yellow,golden yellow,0.6666666666666666,0.0,0.6666666666666666
gingerbread,pastries,0.0,0.0,0.0
chocolate,heart-shaped decoration,0.0,0.0,0.0
beige,beige,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
yes,yes,1.0,0.0,1.0
white,white,1.0,0.0,1.0
flower,flower shape,0.6666666666666666,0.0,0.6666666666666666
green,red,0.0,0.0,0.0
on top,top left corner,0.4,0.0,0.4
gingerbread cookies,gingerbread or molasses,0.4,0.0,0.4
brown,brown,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
beige,creamy white,0.0,0.0,0.0
cookies,oatmeal cookies,0.6666666666666666,0.0,0.6666666666666666
stacked,stacked on top,0.5,0.0,0.5
on top of,top of each cookie,0.5714285714285715,0.4,0.5714285714285715
white,white,1.0,0.0,1.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
bacon,bacon,1.0,0.0,1.0
on top,on top,1.0,1.0,1.0
gnocchi,gnocchi,1.0,0.0,1.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
brownish-red,light brown,0.0,0.0,0.0
gnocchi,gnocchi,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a plate,in a bowl,0.3333333333333333,0.0,0.3333333333333333
yellow,light beige,0.0,0.0,0.0
pasta,pasta dish,0.6666666666666666,0.0,0.6666666666666666
red,red,1.0,0.0,1.0
on top of,top of pasta,0.6666666666666666,0.5,0.6666666666666666
green,green,1.0,0.0,1.0
orange-brown,not visible,0.0,0.0,0.0
macaroni,small pasta shapes,0.0,0.0,0.0
scattered,interspersed throughout the dish,0.0,0.0,0.0
red,red,1.0,0.0,1.0
at the top,top right corner,0.3333333333333333,0.0,0.3333333333333333
scattered,on top of vegetables,0.0,0.0,0.0
beef,ground meat,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
lemon,lemon,1.0,0.0,1.0
glass,clear glass,0.6666666666666666,0.0,0.6666666666666666
watermelon,watermelon,1.0,0.0,1.0
mint,sprig of mint,0.5,0.0,0.5
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
brown,golden-brown,0.6666666666666666,0.0,0.6666666666666666
granola,granola,1.0,0.0,1.0
red,red,1.0,0.0,1.0
scattered,evenly mixed into granola,0.0,0.0,0.0
in the mixture,in the granola,0.6666666666666666,0.5,0.6666666666666666
yellow,pale yellow,0.6666666666666666,0.0,0.6666666666666666
potatoes,cheese,0.0,0.0,0.0
yellow,golden-brown,0.0,0.0,0.0
in a baking dish,on top of dish,0.25,0.0,0.25
yellow,blue,0.0,0.0,0.0
dish,a bowl,0.0,0.0,0.0
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
in the lower center,lower part,0.3333333333333333,0.0,0.3333333333333333
diced,small cubes,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
broth,a broth,0.6666666666666666,0.0,0.6666666666666666
on the left,in a pot,0.0,0.0,0.0
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
lemon,yellow,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left side,left side,0.6666666666666666,0.5,0.6666666666666666
scattered,around a mound,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
chicken,pork,0.0,0.0,0.0
sausage,sausage,1.0,0.0,1.0
beige,light beige,0.6666666666666666,0.0,0.6666666666666666
gyros,falafel wrap,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on the left side,on a plate,0.28571428571428575,0.0,0.28571428571428575
green,green,1.0,0.0,1.0
crispy,crispy,1.0,0.0,1.0
halibut,cod,0.0,0.0,0.0
white,white,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on top,on the fish fillet,0.3333333333333333,0.0,0.3333333333333333
beige,golden brown,0.0,0.0,0.0
Halibut,fish fillets,0.0,0.0,0.0
green,green,1.0,0.0,1.0
on the right,a plate,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
halloumi,halloumi,1.0,0.0,1.0
gray,gray,1.0,0.0,1.0
on the left,left side,0.4,0.0,0.4
yellow,yellow,1.0,0.0,1.0
apricot,cannot confirm fruit,0.0,0.0,0.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
bowl,brown sauce,0.0,0.0,0.0
in the upper right,top right corner,0.28571428571428575,0.0,0.28571428571428575
pink,light pinkish-brown,0.0,0.0,0.0
ham,ham,1.0,0.0,1.0
pink,pink,1.0,0.0,1.0
sandwich,sandwich,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a plate,white plate,0.4,0.0,0.4
green,darker green,0.6666666666666666,0.0,0.6666666666666666
pink,pink,1.0,0.0,1.0
ham,ham,1.0,0.0,1.0
caramelized,slightly charred or burnt,0.0,0.0,0.0
layered on,on top of greens,0.3333333333333333,0.0,0.3333333333333333
lettuce,mixed salad greens,0.0,0.0,0.0
potato,sweet potato,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
throughout,on the plate,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
brownish,yellow and brown,0.0,0.0,0.0
plate,white plate,0.6666666666666666,0.0,0.6666666666666666
yellow,golden yellow,0.6666666666666666,0.0,0.6666666666666666
sprinkled on top,on top,0.8,0.6666666666666666,0.8
white,white,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
potato,diced potatoes,0.6666666666666666,0.0,0.6666666666666666
fried,over easy,0.0,0.0,0.0
on top of,top of pile,0.6666666666666666,0.5,0.6666666666666666
bacon,bacon,1.0,0.0,1.0
hash browns,fried bread,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
yes,yes,1.0,0.0,1.0
on a plate,white plate,0.4,0.0,0.4
golden-brown,golden brown,1.0,1.0,1.0
plate,brown plate,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
chives,green onions,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
chicken,beef,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the upper right,in the background,0.5714285714285715,0.4,0.5714285714285715
golden-brown,golden brown,1.0,1.0,1.0
hen,roasted chicken,0.0,0.0,0.0
brown,shades of brown,0.5,0.0,0.5
at the top left,upper portion of plate,0.0,0.0,0.0
salad,salad,1.0,0.0,1.0
green-white,white or light green,0.6666666666666666,0.0,0.3333333333333333
over the salad leaves,over the salad,0.8571428571428571,0.8,0.8571428571428571
tomatoes,tomatoes and lettuce,0.5,0.0,0.5
edamame,edamame,1.0,0.0,1.0
hummus,creamy substance,0.0,0.0,0.0
black,black,1.0,0.0,1.0
on top of,center of the bowl,0.28571428571428575,0.0,0.28571428571428575
yellow,light beige,0.0,0.0,0.0
hummus,hummus,1.0,0.0,1.0
submerged,on the edge,0.0,0.0,0.0
crackers,toasted bread,0.0,0.0,0.0
on the right,side of the bowl,0.28571428571428575,0.0,0.28571428571428575
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
brownish-green,light greenish-brown,0.0,0.0,0.0
towards the top left,top left,0.6666666666666666,0.5,0.6666666666666666
beige,white,0.0,0.0,0.0
hummus,hummus,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
tomatoes,slices of tomatoes,0.5,0.0,0.5
spices,reddish-brown spice,0.5,0.0,0.5
yellow-beige,light brown,0.0,0.0,0.0
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
orange,orange,1.0,0.0,1.0
carrots,baby carrots,0.6666666666666666,0.0,0.6666666666666666
on the plate,in a bowl,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0
jars,jars,1.0,0.0,1.0
in the center,in the foreground,0.6666666666666666,0.5,0.6666666666666666
orange,orange,1.0,0.0,1.0
jars,glass,0.0,0.0,0.0
glass,metal,0.0,0.0,0.0
in the center,on a table,0.0,0.0,0.0
pinkish-white,light color,0.0,0.0,0.0
in the center,center of the image,0.5714285714285715,0.0,0.28571428571428575
bottom half,center of the image,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
vibrant,orange,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
papaya,orange,0.0,0.0,0.0
fresh,orange hue,0.0,0.0,0.0
on a white cloth,on a red cloth,0.75,0.3333333333333333,0.75
dark brown,dark brown,1.0,1.0,1.0
cubes,square-shaped,0.0,0.0,0.0
beige,creamy white,0.0,0.0,0.0
scattered,evenly spread across,0.0,0.0,0.0
black,dark brown,0.0,0.0,0.0
dark,black,0.0,0.0,0.0
stacked,single layer,0.0,0.0,0.0
dish,white ceramic dish,0.5,0.0,0.5
in the center,center of the frame,0.5714285714285715,0.0,0.28571428571428575
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,cooked meat,0.0,0.0,0.0
scattered,haphazardly piled,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0
around the edges,throughout the image,0.3333333333333333,0.0,0.3333333333333333
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
beef jerky,dried beef,0.5,0.0,0.5
overlapping,overlapping manner,0.6666666666666666,0.0,0.6666666666666666
dark brown,brown,0.6666666666666666,0.0,0.6666666666666666
located inside,glass jar,0.0,0.0,0.0
jar,mason jar,0.6666666666666666,0.0,0.6666666666666666
sitting,decorative container,0.0,0.0,0.0
wooden,wood,0.0,0.0,0.0
yellow-tan,light brown,0.0,0.0,0.0
plate,on a plate,0.5,0.0,0.5
white,white,1.0,0.0,1.0
glazed,slightly glossy and smooth,0.0,0.0,0.0
Sloppy Joe,pulled pork barbecue sandwich,0.0,0.0,0.0
reddish-brown,reddish-brown,1.0,1.0,1.0
yellow,yellowish-brown,0.0,0.0,0.0
on the bottom,base of the sandwich,0.28571428571428575,0.0,0.28571428571428575
golden-brown,light brown,0.5,0.0,0.5
chicken,chicken,1.0,0.0,1.0
orange,light orange,0.6666666666666666,0.0,0.6666666666666666
on top,on top,1.0,1.0,1.0
chips,potato chips,0.6666666666666666,0.0,0.6666666666666666
golden-brown,light brown,0.5,0.0,0.5
bun,green bell peppers,0.0,0.0,0.0
gray,gray,1.0,0.0,1.0
on a plate,a plate,0.8,0.6666666666666666,0.8
tan,light brown,0.0,0.0,0.0
bun,yes,0.0,0.0,0.0
red,deep red,0.6666666666666666,0.0,0.6666666666666666
on top,on the bun,0.4,0.0,0.4
diced,yes,0.0,0.0,0.0
beige,light beige,0.6666666666666666,0.0,0.6666666666666666
juice,milk,0.0,0.0,0.0
on the table,in the bottle,0.3333333333333333,0.0,0.3333333333333333
glass,a glass,0.6666666666666666,0.0,0.6666666666666666
in a glass,right side,0.0,0.0,0.0
vibrant,light brown or tan,0.0,0.0,0.0
glass,wine glass,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
watermelon,watermelon,1.0,0.0,1.0
pink,red,0.0,0.0,0.0
blueberries,watermelon,0.0,0.0,0.0
green surface,green,0.6666666666666666,0.0,0.6666666666666666
4th of July,christmas,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
dispersed,evenly spread across,0.0,0.0,0.0
kale,kale,1.0,0.0,1.0
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
chips,roasted kale,0.0,0.0,0.0
bowl,a bowl,0.6666666666666666,0.0,0.6666666666666666
on a wooden surface,on wooden surface,0.8571428571428571,0.4,0.8571428571428571
brownish,brown,0.0,0.0,0.0
dark green,green,0.6666666666666666,0.0,0.6666666666666666
kale,spinach,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top of,in the pan,0.0,0.0,0.0
colorful,colorful and appetizing,0.5,0.0,0.5
kebabs,shish kebab,0.6666666666666666,0.0,0.6666666666666666
red,brown,0.0,0.0,0.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
pineapple,pineapple chunks,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
kohlrabi,potato,0.0,0.0,0.0
arranged,overlapping manner,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a plate,1.0,1.0,1.0
yellow,black,0.0,0.0,0.0
noodles,fried potato slices,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
on the top,on top of pasta,0.5714285714285715,0.0,0.5714285714285715
golden-yellow,golden brown,0.5,0.0,0.5
baking,baking process,0.6666666666666666,0.0,0.6666666666666666
sprinkling,reddish-brown spice,0.0,0.0,0.0
noodles,pasta,0.0,0.0,0.0
brown,brownish-orange,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
lamb,roast pork,0.0,0.0,0.0
in the center,in a pan,0.3333333333333333,0.0,0.3333333333333333
reddish-brown,red,0.0,0.0,0.0
stew,stew,1.0,0.0,1.0
fills,fills and surrounds spaces,0.4,0.0,0.4
white,white,1.0,0.0,1.0
throughout the stew,in the stew,0.6666666666666666,0.5,0.6666666666666666
white,white,1.0,0.0,1.0
lamb,lamb,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
scattered around,on the plate,0.0,0.0,0.0
lamb,steak or roast,0.0,0.0,0.0
gradient,dark brown and charred,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
onions,onions,1.0,0.0,1.0
cooked,caramelized,0.0,0.0,0.0
orange,red,0.0,0.0,0.0
lasagna,baked pasta,0.0,0.0,0.0
creamy,creamy and smooth,0.5,0.0,0.5
white,creamy white,0.6666666666666666,0.0,0.6666666666666666
on the surface,on the surface,1.0,1.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
lasagna,lasagna,1.0,0.0,1.0
black,black,1.0,0.0,1.0
on a black stovetop,baking tray,0.0,0.0,0.0
green,light brown,0.0,0.0,0.0
green,green,1.0,0.0,1.0
lasagna,taco salad,0.0,0.0,0.0
red,red,1.0,0.0,1.0
yellow,orange,0.0,0.0,0.0
on top of,on a plate,0.3333333333333333,0.0,0.3333333333333333
banana,mango,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the left,left side,0.4,0.0,0.4
green,green,1.0,0.0,1.0
clear,clear,1.0,0.0,1.0
yellow,light brown,0.0,0.0,0.0
into the lassi,into the smoothie,0.6666666666666666,0.5,0.6666666666666666
green,green,1.0,0.0,1.0
transparent,transparent,1.0,0.0,1.0
white,white,1.0,0.0,1.0
tan,light tan,0.6666666666666666,0.0,0.6666666666666666
on a plate,on a white tray,0.5714285714285715,0.4,0.5714285714285715
white,white,1.0,0.0,1.0
tan,light brown,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
strawberry,a strawberry,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
latte,latte,1.0,0.0,1.0
shaved chocolate,cinnamon,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
on top of,on top,0.8,0.6666666666666666,0.8
yellow,white,0.0,0.0,0.0
in the center,on a plate,0.0,0.0,0.0
pie,lemon pie,0.6666666666666666,0.0,0.6666666666666666
triangular,triangle,0.0,0.0,0.0
on the top,top of the pie,0.5714285714285715,0.0,0.28571428571428575
lemon,banana,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
spoon,spoon,1.0,0.0,1.0
yellow,vibrant yellow,0.6666666666666666,0.0,0.6666666666666666
jars,glass jars,0.6666666666666666,0.0,0.6666666666666666
lemon curd,preserve or jam,0.0,0.0,0.0
on the tray,in the jar,0.3333333333333333,0.0,0.3333333333333333
tan,light brown,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
on a sheet,aluminum foil,0.0,0.0,0.0
pink,pink,1.0,0.0,1.0
strawberry,lemon,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the rim,rim of mason jar,0.28571428571428575,0.0,0.28571428571428575
Lemonade,lemonade,1.0,0.0,1.0
Lemonade,iced tea,0.0,0.0,0.0
yellow,light yellowish,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
lentils,stew or soup,0.0,0.0,0.0
visible,yes,0.0,0.0,0.0
light brown,brown,0.6666666666666666,0.0,0.6666666666666666
dispersed,bowl of soup,0.0,0.0,0.0
yellowish-orange,golden-brown,0.0,0.0,0.0
lentils,lentils or legumes,0.5,0.0,0.5
dispersed,evenly mixed,0.0,0.0,0.0
green,green,1.0,0.0,1.0
dispersed,center of the bowl,0.0,0.0,0.0
red,red,1.0,0.0,1.0
green,green,1.0,0.0,1.0
orange-brown,light brown,0.5,0.0,0.5
on the left,left side of plate,0.28571428571428575,0.0,0.28571428571428575
to the right,to the right,1.0,1.0,1.0
grain,couscous,0.0,0.0,0.0
translucent,yellowish-green,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
whitish-yellow,clear,0.0,0.0,0.0
on the rim,on the rim,1.0,1.0,1.0
lime,lime,1.0,0.0,1.0
yellow,white,0.0,0.0,0.0
linguine,linguine,1.0,0.0,1.0
green,green,1.0,0.0,1.0
scattered,scattered throughout,0.6666666666666666,0.0,0.6666666666666666
beige,yellow,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
